State Name,FIPS Code,LEA ID,LEA Name,NCES ID,School Name,Total Students,Total Rate,Native American Count,Native American Rate,Asian/Pacific Islander Count,Asian/Pacific Islander Rate,Black Count,Black Rate,Hispanic Count,Hispanic Rate,Two or More Count,Two or More Rate,White Count,White Rate,Disabilities Count,Disabilities Rate,Economically Disadvantaged Count,Economically Disadvantaged Rate,Limited English Count,Limited English Rate
IOWA,19,1911850,Fort Madison Comm School District,191185001957,Fort Madison Alternative School,36,50-59,,.,,.,1,PS,2,PS,1,PS,32,50-59,6,LT50,24,40-59,,.
IOWA,19,1912120,Fremont-Mills Comm School District,191212000745,Fremont-Mills Middle And Senior High School,38,GE90,,.,,.,1,PS,1,PS,,.,36,GE90,5,PS,17,GE80,,.
IOWA,19,1900060,GMG Comm School District,190006000179,GMG Secondary School,41,GE90,,.,,.,,.,,.,,.,41,GE90,4,PS,14,GE50,,.
IOWA,19,1912230,Galva-Holstein Comm School District,191223001960,Galva-Holstein High School,58,GE90,,.,,.,,.,2,PS,2,PS,54,GE90,8,GE50,21,GE80,1,PS
IOWA,19,1912330,Garner-Hayfield Comm School District,191233000753,Garner-Hayfield High School,66,GE95,,.,2,PS,,.,3,PS,2,PS,59,GE90,8,GE50,21,GE80,,.
IOWA,19,1912480,George-Little Rock Comm School District,191248000758,George-Little Rock Senior High School,34,GE90,,.,,.,,.,1,PS,1,PS,32,GE90,4,PS,7,GE50,,.
IOWA,19,1912510,Gilbert Comm School District,191251000760,Gilbert High School,79,90-94,,.,2,PS,,.,3,PS,1,PS,73,90-94,12,GE50,10,GE50,,.
IOWA,19,1912660,Gladbrook-Reinbeck Comm School District,191266001402,Gladbrook-Reinbeck High School,57,GE90,,.,,.,,.,2,PS,,.,55,GE90,7,GE50,10,GE50,,.
IOWA,19,1912690,Glenwood Comm School District,191269000767,Glenwood Senior High School,173,90-94,1,PS,,.,,.,5,PS,3,PS,164,90-94,11,LT50,56,80-89,,.
IOWA,19,1912750,Glidden-Ralston Comm School District,191275000772,Glidden-Ralston Jr-Sr High School,35,GE90,,.,1,PS,,.,1,PS,,.,33,GE90,6,GE50,10,GE50,,.
IOWA,19,1912810,Graettinger-Terril Comm School District,191281000776,Graettinger-Terril High School,23,GE80,,.,,.,,.,1,PS,1,PS,21,GE80,2,PS,7,GE50,,.
IOWA,19,1913080,Greene Comm School District,191308000785,North Butler High School,34,GE90,,.,,.,,.,,.,,.,34,GE90,5,PS,12,GE50,,.
IOWA,19,1913200,Grinnell-Newburg Comm School District,191320000792,Grinnell Community Senior High School,138,90-94,1,PS,,.,3,PS,4,PS,,.,130,90-94,20,GE80,43,70-79,,.
IOWA,19,1913230,Griswold Comm School District,191323000796,Griswold Middle/High School,56,GE90,,.,,.,,.,,.,2,PS,54,GE90,9,GE50,17,GE80,,.
IOWA,19,1913290,Grundy Center Comm School District,191329000801,Grundy Center High School,48,GE90,,.,1,PS,,.,,.,,.,47,GE90,6,GE50,11,GE50,,.
IOWA,19,1913320,Guthrie Center Comm School District,191332000804,Guthrie Center High School,50,GE90,,.,,.,,.,2,PS,,.,48,GE90,10,GE50,16,GE80,,.
IOWA,19,1913380,H-L-V Comm School District,191338000808,H-L-V Junior-Senior High School,44,GE90,,.,,.,,.,2,PS,,.,42,GE90,7,GE50,12,GE50,,.
IOWA,19,1913440,Hamburg Comm School District,191344000811,Hamburg Junior-Senior High School,16,GE80,,.,3,PS,,.,1,PS,,.,12,GE50,4,PS,8,GE50,1,PS
IOWA,19,1913470,Hampton-Dumont Comm School District,191347000813,Hampton-Dumont High School,94,GE95,,.,,.,,.,14,GE50,,.,80,GE95,15,GE50,40,GE90,3,PS
IOWA,19,1913500,Harlan Comm School District,191350000821,Harlan Community High School,135,GE95,,.,1,PS,1,PS,3,PS,,.,130,GE95,16,GE80,38,GE90,2,PS
IOWA,19,1913530,Harmony Comm School District,191353000828,Harmony Jr. Sr. High,30,GE80,,.,,.,,.,,.,,.,30,GE80,6,GE50,15,GE50,,.
IOWA,19,1916140,Harris-Lake Park Comm School District,191614000967,Harris-Lake Park High School,22,GE80,,.,1,PS,,.,,.,,.,21,GE80,,.,8,GE50,,.
IOWA,19,1913660,Hartley-Melvin-Sanborn Comm School District,191366001963,Hartley-Melvin-Sanborn High School,52,GE90,,.,1,PS,,.,,.,,.,51,GE90,11,GE50,12,GE50,,.
IOWA,19,1914010,Highland Comm School District,191401000839,Highland High School,41,80-89,,.,,.,,.,,.,,.,41,80-89,13,GE50,8,GE50,,.
IOWA,19,1914160,Hinton Comm School District,191416000844,Hinton High School,55,GE90,,.,,.,,.,,.,,.,55,GE90,,.,8,GE50,,.
IOWA,19,1914280,Howard-Winneshiek Comm School District,191428000849,Crestwood High School,93,GE95,,.,1,PS,1,PS,1,PS,,.,90,GE95,13,GE50,32,80-89,,.
IOWA,19,1914280,Howard-Winneshiek Comm School District,191428001028,Crestwood Alternative School,6,LT50,,.,,.,,.,,.,,.,6,LT50,3,PS,6,LT50,,.
IOWA,19,1914340,Hudson Comm School District,191434000857,Hudson High School,62,GE95,,.,,.,,.,,.,,.,62,GE95,6,GE50,10,GE50,1,PS
IOWA,19,1914370,Humboldt Comm School District,191437000859,Humboldt High School,91,GE95,2,PS,2,PS,1,PS,1,PS,,.,85,GE95,12,GE50,30,GE80,,.
IOWA,19,1914580,Independence Comm School District,191458000866,Independence Senior High School,96,90-94,,.,1,PS,,.,,.,2,PS,93,90-94,27,GE80,26,GE80,,.
IOWA,19,1914580,Independence Comm School District,191458000834,Buchanan County Success Center,9,GE50,,.,,.,,.,1,PS,,.,8,GE50,3,PS,7,GE50,,.
IOWA,19,1914640,Indianola Comm School District,191464000872,Indianola High School,224,94,,.,2,PS,1,PS,6,GE50,3,PS,212,90-94,27,GE80,63,85-89,,.
IOWA,19,1914670,Interstate 35 Comm School District,191467000877,Interstate 35 High School,65,GE95,1,PS,,.,1,PS,,.,,.,63,GE95,10,GE50,12,GE50,,.
IOWA,19,1914700,Iowa City Comm School District,191470000892,Iowa City High School,326,89,2,PS,15,GE50,42,70-79,21,60-79,1,PS,245,90-94,50,40-49,81,70-74,,.
IOWA,19,1914700,Iowa City Comm School District,191470000902,West Senior High School,398,91,,.,46,GE90,50,70-79,23,60-79,,.,279,GE95,50,50-59,71,75-79,23,60-79
IOWA,19,1914700,Iowa City Comm School District,191470001030,Elizabeth Tate Alt. High School,46,50-59,,.,,.,14,GE50,8,GE50,1,PS,23,40-59,12,LT50,36,60-69,1,PS
IOWA,19,1914730,Iowa Falls Comm School District,191473000904,Iowa Falls - Alden High School,92,85-89,1,PS,,.,2,PS,2,PS,2,PS,85,85-89,12,GE50,32,70-79,,.
IOWA,19,1914850,Iowa Valley Comm School District,191485000910,Iowa Valley Jr-Sr High School,52,80-89,,.,,.,,.,1,PS,,.,51,80-89,8,GE50,15,GE50,1,PS
IOWA,19,1915180,Janesville Consolidated School District,191518000914,Janesville Junior-Senior High School,25,GE80,,.,,.,,.,,.,2,PS,23,GE80,2,PS,4,PS,,.
IOWA,19,1915210,Jefferson-Scranton Comm School District,191521000918,Jefferson-Scranton High School,93,85-89,2,PS,,.,1,PS,4,PS,4,PS,82,90-94,10,GE50,43,70-79,,.
IOWA,19,1915330,Jesup Comm School District,191533000924,Jesup High School,69,90-94,,.,1,PS,,.,1,PS,1,PS,66,90-94,8,GE50,19,GE80,,.
IOWA,19,1915450,Johnston Comm School District,191545000927,Johnston Senior High School,412,96,1,PS,11,GE50,16,GE80,16,GE80,8,GE50,360,96,40,GE90,43,80-89,4,PS
IOWA,19,1915630,Keokuk Comm School District,191563000932,Keokuk High School,174,80-84,1,PS,1,PS,10,GE50,3,PS,4,PS,155,75-79,39,50-59,93,70-74,,.
IOWA,19,1915660,Keota Comm School District,191566000939,Keota High School,34,GE90,,.,,.,,.,,.,,.,34,GE90,1,PS,5,PS,,.
IOWA,19,1915750,Kingsley-Pierson Comm School District,191575000941,Kingsley-Pierson High School,31,GE90,,.,1,PS,1,PS,1,PS,,.,28,GE80,5,PS,8,GE50,,.
IOWA,19,1915840,Knoxville Comm School District,191584000948,Knoxville High School,146,85-89,,.,,.,1,PS,1,PS,1,PS,143,85-89,16,21-39,48,GE90,,.
IOWA,19,1915840,Knoxville Comm School District,191584000524,Trabert Center GOAL Alternative School,20,60-79,,.,,.,,.,1,PS,1,PS,18,60-79,2,PS,12,GE50,,.
IOWA,19,1916110,Lake Mills Comm School District,191611000965,Lake Mills Senior High School,45,GE90,,.,,.,1,PS,,.,,.,44,GE90,4,PS,9,GE50,,.
IOWA,19,1916320,Lamoni Comm School District,191632000975,Lamoni High School,31,GE90,,.,,.,2,PS,2,PS,,.,27,GE80,9,GE50,10,GE50,2,PS
IOWA,19,1916420,Laurens-Marathon Comm School District,191642000978,Laurens-Marathon High School,45,80-89,,.,,.,,.,,.,,.,45,80-89,5,PS,14,GE50,,.
IOWA,19,1916440,Lawton-Bronson Comm School District,191644000981,Lawton Junior-Senior High School,63,90-94,1,PS,,.,,.,,.,,.,62,90-94,7,GE50,17,GE80,,.
IOWA,19,1916530,Le Mars Comm School District,191653000988,Le Mars High School,163,GE95,1,PS,,.,1,PS,4,PS,3,PS,154,GE95,20,GE80,37,GE90,,.
IOWA,19,1916530,Le Mars Comm School District,191653001101,Individualized Learning Center,16,40-59,,.,1,PS,,.,2,PS,1,PS,12,GE50,4,PS,8,GE50,1,PS
IOWA,19,1916620,Lenox Comm School District,191662000992,Lenox High School,23,GE80,,.,,.,,.,3,PS,,.,20,GE80,8,GE50,10,GE50,2,PS
IOWA,19,1916680,Lewis Central Comm School District,191668000996,Lewis Central Senior High School,208,84,,.,,.,1,PS,12,GE50,5,PS,190,85-89,20,40-59,67,65-69,5,PS
IOWA,19,1917220,Linn-Mar Comm School District,191722001004,Linn-Mar High School,398,92,1,PS,19,GE80,11,GE50,9,GE50,,.,358,92,36,30-39,51,70-79,4,PS
IOWA,19,1917250,Lisbon Comm School District,191725001009,Lisbon High School,44,GE90,,.,,.,,.,1,PS,,.,43,GE90,4,PS,10,GE50,,.
IOWA,19,1917460,Logan-Magnolia Comm School District,191746001014,Logan-Magnolia Jr-Sr High School,63,GE95,,.,,.,,.,,.,,.,63,GE95,11,GE50,17,GE80,,.
IOWA,19,1917550,Lone Tree Comm School District,191755001019,Lone Tree Junior-Senior High School,23,GE80,,.,,.,,.,,.,,.,23,GE80,3,PS,8,GE50,,.
IOWA,19,1917820,Louisa-Muscatine Comm School District,191782001025,Louisa-Muscatine High School,68,90-94,,.,2,PS,,.,5,PS,,.,61,90-94,5,PS,29,GE80,,.
IOWA,19,1918030,Lynnville-Sully Comm School District,191803001031,Lynnville-Sully High School,44,GE90,,.,,.,1,PS,,.,,.,43,GE90,2,PS,8,GE50,,.
IOWA,19,1918120,MFL MarMac Comm School District,191812001036,MFL Marmac HS,68,90-94,,.,,.,,.,,.,,.,68,90-94,10,GE50,21,GE80,,.
IOWA,19,1918840,MOC-Floyd Valley Comm School District,191884001112,MOC-Floyd Valley High School,99,GE95,,.,,.,,.,7,GE50,2,PS,90,GE95,9,GE50,18,GE80,1,PS
IOWA,19,1918180,Madrid Comm School District,191818001040,Madrid High School,48,GE90,,.,,.,,.,1,PS,1,PS,46,GE90,6,GE50,8,GE50,,.
IOWA,19,1918240,Malvern Comm School District,191824000779,Malvern Learning Center,2,PS,,.,,.,1,PS,,.,,.,1,PS,1,PS,2,PS,,.
IOWA,19,1918240,Malvern Comm School District,191824001046,East Mills High School,29,GE80,,.,,.,2,PS,1,PS,,.,26,GE80,7,GE50,13,GE50,,.
IOWA,19,1918300,Manning Comm School District,191830001050,IKM-Manning High School,61,GE95,,.,,.,,.,,.,1,PS,60,GE90,9,GE50,23,GE80,,.
IOWA,19,1918330,Manson Northwest Webster Comm School District,191833001053,Manson Northwest Webster Junior High/High School,64,GE95,,.,,.,,.,1,PS,2,PS,61,GE95,8,GE50,16,GE80,,.
IOWA,19,1918480,Maple Valley Comm School District,191848001057,Maple Valley-Anthon Oto High School,65,85-89,1,PS,1,PS,1,PS,,.,,.,62,85-89,12,GE50,29,60-79,,.
IOWA,19,1918510,Maquoketa Comm School District,191851001062,Maquoketa Community High School,126,85-89,,.,1,PS,1,PS,3,PS,2,PS,119,85-89,20,60-79,61,80-84,,.
IOWA,19,1918540,Maquoketa Valley Comm School District,191854001067,Maquoketa Valley Senior High School,55,GE90,,.,,.,,.,,.,,.,55,GE90,3,PS,15,GE50,,.
IOWA,19,1918630,Marcus-Meriden-Cleghorn Comm School District,191863001072,Marcus-Meriden-Cleghorn Community High School,34,80-89,,.,,.,,.,,.,1,PS,33,80-89,5,PS,9,GE50,,.
IOWA,19,1918690,Marion Independent School District,191869001075,Marion High School,130,90-94,1,PS,2,PS,5,PS,,.,,.,122,90-94,15,GE50,37,80-89,,.
IOWA,19,1918720,Marshalltown Comm School District,191872001091,Marshalltown High School,359,78,6,GE50,8,GE50,12,GE50,103,65-69,12,GE50,218,80-84,65,50-54,201,65-69,70,65-69
IOWA,19,1918750,Martensdale-St Marys Comm School District,191875001097,Martensdale-St Marys Jr-Sr High School,38,GE90,,.,,.,,.,1,PS,,.,37,GE90,4,PS,9,GE50,,.
IOWA,19,1918780,Mason City Comm School District,191878001107,Mason City High School,219,93,,.,5,PS,6,GE50,21,GE80,,.,187,90-94,30,60-79,63,80-84,1,PS
IOWA,19,1918780,Mason City Comm School District,191878001099,Alternative School,57,60-69,,.,,.,3,PS,3,PS,1,PS,50,60-69,8,LT50,37,60-69,,.
IOWA,19,1918930,Mediapolis Comm School District,191893001118,Mediapolis High School,68,80-84,,.,,.,1,PS,,.,,.,67,80-84,16,21-39,20,60-79,,.
IOWA,19,1918960,Melcher-Dallas Comm School District,191896001122,Melcher-Dallas High School,29,GE80,,.,,.,,.,,.,,.,29,GE80,7,GE50,9,GE50,,.
IOWA,19,1919140,Mid-Prairie Comm School District,191914001131,Mid-Prairie High School,77,90-94,,.,,.,,.,1,PS,3,PS,73,90-94,15,GE50,16,GE80,,.
IOWA,19,1919140,Mid-Prairie Comm School District,191914001250,Alterntive Learning Cent,13,LT50,,.,,.,,.,,.,1,PS,12,LT50,5,PS,7,LT50,,.
IOWA,19,1919200,Midland Comm School District,191920001563,Midland Middle/High School,33,GE90,,.,,.,,.,,.,1,PS,32,GE90,5,PS,13,GE50,,.
IOWA,19,1919440,Missouri Valley Comm School District,191944001146,Missouri Valley High School,71,90-94,,.,,.,,.,,.,,.,71,90-94,6,GE50,26,GE80,,.
IOWA,19,1919590,Montezuma Comm School District,191959001150,Montezuma High School,30,GE80,,.,,.,,.,2,PS,,.,28,GE80,3,PS,13,GE50,,.
IOWA,19,1919650,Monticello Comm School District,191965001153,Monticello High School,104,GE95,,.,,.,,.,4,PS,,.,100,GE95,10,GE50,28,GE80,,.
IOWA,19,1919710,Moravia Comm School District,191971001157,Moravia High School,27,GE80,,.,,.,,.,1,PS,,.,26,GE80,7,GE50,11,GE50,,.
IOWA,19,1919740,Mormon Trail Comm School District,191974001160,Mormon Trail Jr-Sr High School,13,GE50,,.,,.,,.,,.,,.,13,GE50,2,PS,7,GE50,,.
IOWA,19,1919800,Moulton-Udell Comm School District,191980001164,Moulton-Udell High School,19,GE80,1,PS,,.,,.,,.,1,PS,17,GE80,6,GE50,10,GE50,,.
IOWA,19,1919860,Mount Ayr Comm School District,191986001167,Mount Ayr High School,64,GE95,,.,2,PS,,.,1,PS,,.,61,GE95,9,GE50,27,GE80,,.
IOWA,19,1919890,Mount Pleasant Comm School District,191989001172,Mount Pleasant High School,138,85-89,,.,6,GE50,4,PS,12,GE50,1,PS,115,85-89,25,40-59,54,70-79,5,PS
IOWA,19,1919890,Mount Pleasant Comm School District,191989001015,WisdomQuest Education Center,23,60-79,,.,2,PS,,.,1,PS,,.,20,60-79,3,PS,19,60-79,2,PS
IOWA,19,1920040,Mount Vernon Comm School District,192004001883,Mount Vernon High School,102,90-94,1,PS,,.,1,PS,2,PS,,.,98,90-94,11,GE50,20,GE80,,.
IOWA,19,1920100,Murray Comm School District,192010001181,Murray School Murray Jr/Sr High,27,GE80,,.,,.,,.,1,PS,1,PS,25,GE80,5,PS,19,GE80,1,PS
IOWA,19,1920130,Muscatine Comm School District,192013001193,Muscatine High School,382,83,1,PS,3,PS,3,PS,76,85-89,9,GE50,290,80-84,56,60-69,138,70-74,18,GE80
IOWA,19,1920190,Nashua-Plainfield Comm School District,192019001197,Nashua-Plainfield High School,61,90-94,1,PS,,.,,.,1,PS,,.,59,GE90,9,GE50,21,GE80,,.
IOWA,19,1920250,Nevada Comm School District,192025001202,Nevada High School,115,90-94,1,PS,3,PS,,.,6,GE50,1,PS,104,GE95,17,GE80,36,80-89,2,PS
IOWA,19,1920340,New Hampton Comm School District,192034001206,New Hampton High School,80,GE95,,.,2,PS,,.,3,PS,,.,75,GE95,6,GE50,13,GE50,1,PS
IOWA,19,1920340,New Hampton Comm School District,192034001326,Education Options,17,LE20,,.,,.,2,PS,,.,,.,15,LT50,2,PS,7,LT50,,.
IOWA,19,1920460,New London Comm School District,192046001210,New London Jr-Sr High School,44,GE90,,.,,.,1,PS,,.,,.,43,GE90,5,PS,19,GE80,,.
IOWA,19,1920580,Newell-Fonda Comm School District,192058001218,Newell-Fonda High School,40,GE90,,.,,.,,.,2,PS,1,PS,37,GE90,8,GE50,16,GE80,1,PS
IOWA,19,1920610,Newton Comm School District,192061001226,Newton Senior High School,211,96,1,PS,3,PS,2,PS,4,PS,5,PS,196,GE95,27,60-79,67,90-94,2,PS
IOWA,19,1920610,Newton Comm School District,192061002052,Basics and Beyond Alternative School,37,70-79,,.,,.,,.,1,PS,,.,36,70-79,10,GE50,27,60-79,,.
IOWA,19,1913110,Nodaway Valley Comm School District,191311000788,Nodaway Valley High School,50,GE90,,.,,.,,.,,.,1,PS,49,GE90,7,GE50,14,GE50,,.
IOWA,19,1917100,North Cedar Comm School District,191710001001,North Cedar High School,53,GE90,,.,,.,2,PS,,.,,.,51,GE90,4,PS,14,GE50,,.
IOWA,19,1920760,North Central Comm School District,192076001239,Central Springs High School,74,GE95,,.,,.,,.,1,PS,1,PS,72,GE95,13,GE50,29,GE80,,.
IOWA,19,1900006,North Fayette Comm School District,190000601232,North Fayette High School,86,GE95,,.,2,PS,1,PS,1,PS,,.,82,GE95,10,GE50,26,GE80,2,PS
IOWA,19,1905750,North Iowa Comm School District,190575000177,North Iowa High School,42,GE90,,.,,.,1,PS,1,PS,,.,40,GE90,7,GE50,7,GE50,1,PS
IOWA,19,1920830,North Kossuth Comm School District,192083001885,NSK High School High School,27,GE80,,.,,.,,.,,.,1,PS,26,GE80,6,GE50,12,GE50,,.
IOWA,19,1920820,North Linn Comm School District,192082001243,North-Linn Senior High School,59,80-89,,.,,.,,.,,.,,.,59,80-89,8,LT50,13,GE50,,.
IOWA,19,1920850,North Mahaska Comm School District,192085001245,North Mahaska Jr-Sr High School,38,GE90,,.,,.,,.,,.,,.,38,GE90,7,GE50,14,GE50,,.
IOWA,19,1920910,North Polk Comm School District,192091001248,North Polk High School,88,90-94,,.,,.,,.,1,PS,1,PS,86,90-94,13,GE50,10,GE50,,.
IOWA,19,1920940,North Scott Comm School District,192094001256,North Scott Senior High School,235,89,1,PS,1,PS,1,PS,4,PS,1,PS,227,85-89,22,40-59,55,70-79,,.
IOWA,19,1921000,North Tama County Comm School District,192100001258,North Tama High School,34,GE90,2,PS,,.,,.,,.,,.,32,GE90,5,PS,7,GE50,,.
IOWA,19,1921090,Northeast Comm School District,192109001266,Northeast Middle-High School,51,GE90,1,PS,,.,1,PS,,.,,.,49,GE90,8,GE50,18,GE80,,.
IOWA,19,1921120,Northeast Hamilton Comm School District,192112001889,Northeast Hamilton High School,27,GE80,,.,,.,,.,,.,,.,27,GE80,3,PS,6,GE50,,.
IOWA,19,1921210,Northwood-Kensett Comm School District,192121001271,Northwood-Kensett Jr-Sr High School,36,GE90,,.,,.,,.,,.,,.,36,GE90,8,GE50,10,GE50,,.
IOWA,19,1921240,Norwalk Comm School District,192124001275,Norwalk Senior High School,186,GE95,1,PS,4,PS,1,PS,4,PS,7,GE50,169,GE95,24,GE80,27,GE80,,.
IOWA,19,1921630,Oelwein Comm School District,192163001288,Oelwein High School,84,90-94,,.,,.,,.,2,PS,7,GE50,75,GE95,19,GE80,39,GE90,,.
IOWA,19,1921660,Ogden Comm School District,192166001295,Ogden High School,64,GE95,,.,,.,,.,1,PS,2,PS,61,GE95,7,GE50,14,GE50,,.
IOWA,19,1900021,Okoboji Comm School District,190002102002,Okoboji High School,71,90-94,,.,1,PS,1,PS,,.,1,PS,68,90-94,13,GE50,24,60-79,,.
IOWA,19,1921720,Olin Consolidated School District,192172001297,Olin Junior-Senior High School,22,60-79,,.,,.,,.,,.,,.,22,60-79,3,PS,12,GE50,,.
IOWA,19,1921810,Orient-Macksburg Comm School District,192181001299,Orient-Macksburg Senior High School,13,GE50,,.,,.,,.,,.,,.,13,GE50,2,PS,5,PS,,.
IOWA,19,1921840,Osage Comm School District,192184001302,Osage High School,96,GE95,,.,,.,,.,,.,,.,96,GE95,9,GE50,28,GE80,,.
IOWA,19,1921870,Oskaloosa Comm School District,192187001309,Oskaloosa High School,195,85-89,1,PS,2,PS,,.,1,PS,9,GE50,182,85-89,21,60-79,78,80-84,1,PS
IOWA,19,1922110,Ottumwa Comm School District,192211001322,Ottumwa High School,351,80,3,PS,5,PS,6,GE50,51,70-79,7,GE50,279,80-84,50,70-79,180,70-74,19,60-79
IOWA,19,1999017,PCM Comm School District,199901702060,PCM High School,72,90-94,,.,,.,,.,2,PS,,.,70,90-94,10,GE50,24,60-79,,.
IOWA,19,1900025,Panorama Comm School District,190002501334,Panorama High School,62,GE95,,.,,.,,.,1,PS,,.,61,GE95,10,GE50,14,GE50,,.
IOWA,19,1922380,Paton-Churdan Comm School District,192238001339,Paton-Churdan Jr-Sr High School,10,GE50,,.,1,PS,,.,,.,,.,9,GE50,1,PS,4,PS,,.
IOWA,19,1922440,Pekin Comm School District,192244001343,Pekin Community High School,51,GE90,,.,1,PS,,.,,.,,.,50,GE90,5,PS,26,GE80,,.
IOWA,19,1922470,Pella Comm School District,192247001350,Pella High School,186,GE95,,.,6,GE50,,.,3,PS,2,PS,175,GE95,18,GE80,31,GE90,,.
IOWA,19,1922530,Perry Comm School District,192253001355,Perry High School,127,90-94,,.,2,PS,3,PS,51,GE90,,.,71,90-94,26,GE80,82,90-94,12,GE50
IOWA,19,1923110,Pleasant Valley Comm School District,192311001364,Pleasant Valley High School,263,92,1,PS,9,GE50,6,GE50,10,GE50,2,PS,235,90-94,24,GE80,30,60-79,3,PS
IOWA,19,1923160,Pleasantville Comm School District,192316001369,Pleasantville High School,55,GE90,,.,,.,1,PS,1,PS,,.,53,GE90,8,GE50,20,GE80,,.
IOWA,19,1923190,Pocahontas Area Comm School District,192319001373,Pocahontas Area High School,42,GE90,,.,1,PS,,.,,.,,.,41,GE90,8,GE50,15,GE50,1,PS
IOWA,19,1923190,Pocahontas Area Comm School District,192319000377,Pocahontas Area Regional Learning Center,9,GE50,,.,,.,,.,,.,,.,9,GE50,2,PS,8,GE50,,.
IOWA,19,1923340,Postville Comm School District,192334001378,John R Mott High School,36,GE90,,.,1,PS,1,PS,5,PS,,.,29,GE80,4,PS,14,GE50,4,PS
IOWA,19,1900028,Prairie Valley Comm School District,190002801382,Prairie Valley High School,50,70-79,,.,,.,,.,,.,,.,50,70-79,6,LT50,19,40-59,,.
IOWA,19,1923790,Preston Comm School District,192379001387,Preston High School,27,GE80,,.,,.,,.,,.,,.,27,GE80,3,PS,6,GE50,,.
IOWA,19,1924000,Red Oak Comm School District,192400001397,Red Oak High School,80,85-89,,.,2,PS,1,PS,2,PS,2,PS,73,85-89,15,GE50,36,80-89,,.
IOWA,19,1924120,Remsen-Union Comm School District,192412001407,Remsen-Union High School,29,GE80,,.,,.,,.,1,PS,,.,28,GE80,2,PS,7,GE50,,.
IOWA,19,1924150,Riceville Comm School District,192415001410,Riceville High School,26,GE80,,.,,.,,.,,.,,.,26,GE80,7,GE50,9,GE50,,.
IOWA,19,1910340,River Valley Comm School District,191034000658,River Valley Junior- Senior High School,37,GE90,,.,1,PS,,.,,.,,.,36,GE90,8,GE50,13,GE50,,.
IOWA,19,1910340,River Valley Comm School District,191034001433,River Valley Alternative High School,4,PS,,.,,.,,.,,.,,.,4,PS,,.,4,PS,,.
IOWA,19,1900027,Riverside Comm School District,190002700260,Riverside Community High School,41,GE90,,.,1,PS,1,PS,2,PS,,.,37,GE90,7,GE50,17,GE80,1,PS
IOWA,19,1924660,Rock Valley Comm School District,192466001415,Rock Valley Jr-Sr High School,46,GE90,,.,,.,1,PS,3,PS,,.,42,GE90,4,PS,9,GE50,1,PS
IOWA,19,1924720,Rockwell City-Lytton Comm School District,192472001418,Rockwell City-Lytton High School,36,GE90,,.,1,PS,1,PS,,.,,.,34,GE90,2,PS,11,GE50,,.
IOWA,19,1924870,Roland-Story Comm School District,192487001423,Roland-Story High School,82,GE95,,.,,.,1,PS,1,PS,1,PS,79,GE95,7,GE50,14,GE50,,.
IOWA,19,1924960,Rudd-Rockford-Marble Rk Comm School District,192496001431,Rockford Junior-Senior Rockford Senior High,49,GE90,,.,,.,1,PS,1,PS,,.,47,GE90,7,GE50,14,GE50,,.
IOWA,19,1925050,Ruthven-Ayrshire Comm School District,192505001967,Ruthven-Ayrshire High School,21,GE80,,.,,.,,.,1,PS,,.,20,GE80,4,PS,7,GE50,,.
IOWA,19,1925320,Saydel Comm School District,192532001447,Saydel High School,101,90-94,,.,1,PS,3,PS,4,PS,,.,93,GE95,24,GE80,44,80-89,3,PS
IOWA,19,1925590,Sergeant Bluff-Luton Comm School District,192559001460,Sergeant Bluff-Luton Senior High School,105,GE95,1,PS,,.,1,PS,1,PS,,.,102,GE95,8,GE50,25,GE80,,.
IOWA,19,1925620,Seymour Comm School District,192562001465,Seymour High School,12,GE50,,.,,.,,.,,.,,.,12,GE50,2,PS,5,PS,1,PS
IOWA,19,1925920,Sheffield Chapin Meservey Thornton CSD,192592001468,West Fork High School,71,GE95,,.,,.,,.,1,PS,,.,70,GE95,13,GE50,22,GE80,,.
IOWA,19,1925980,Sheldon Comm School District,192598001474,Sheldon High School,87,90-94,,.,3,PS,1,PS,2,PS,,.,81,90-94,10,GE50,18,60-79,,.
IOWA,19,1926070,Shenandoah Comm School District,192607001482,Shenandoah High School,83,85-89,,.,,.,,.,7,GE50,1,PS,75,85-89,11,GE50,37,80-89,,.
IOWA,19,1900015,Sibley-Ocheyedan Comm School District,190001501487,Sibley-Ocheyedan High School,71,GE95,,.,,.,,.,7,GE50,,.,64,GE95,5,PS,11,GE50,2,PS
IOWA,19,1926250,Sidney Comm School District,192625001489,Sidney High School,27,60-79,,.,,.,,.,,.,,.,27,60-79,8,GE50,10,GE50,,.
IOWA,19,1926280,Sigourney Comm School District,192628001491,Sigourney Jr-Sr High Sch,45,60-69,,.,,.,,.,,.,,.,45,60-69,10,GE50,13,GE50,,.
IOWA,19,1926280,Sigourney Comm School District,192628001051,New Directions Learning Center,1,PS,,.,,.,,.,,.,,.,1,PS,,.,,.,,.
IOWA,19,1926370,Sioux Center Comm School District,192637001496,Sioux Center High School,72,85-89,2,PS,,.,1,PS,11,GE50,1,PS,57,GE90,14,GE50,23,GE80,5,PS
IOWA,19,1900023,Sioux Central Comm School District,190002301896,Sioux Central High,57,GE90,,.,,.,,.,3,PS,1,PS,53,GE90,4,PS,21,GE80,1,PS
IOWA,19,1926400,Sioux City Comm School District,192640001504,East High School,312,91,1,PS,2,PS,4,PS,44,70-79,2,PS,259,90-94,34,80-89,115,85-89,20,60-79
