NCES ID,Free Lunch,Reduced Lunch,,,,
190798000397,311,60,,,,
192496001430,83,11,,,,
190897000580,120,15,,,,
190822000433,207,42,,,,
192682001571,36,22,,,,
192976001695,0,0,,,,
192976000520,0,0,,,,
192976001697,0,0,,,,
192976001698,0,0,,,,
192505001966,57,12,,,,
192505001967,24,12,,,,
191013000648,23,11,,,,
190948000617,47,16,,,,
191989001175,38,14,,,,
190897002093,253,46,,,,
192532001447,146,53,,,,
190897000537,171,20,,,,
190002400098,104,26,,,,
190002400961,56,16,,,,
192472002153, , ,,,,
192472001417,96,32,,,,
192538001450,78,22,,,,
192538002121,44,19,,,,
192541001452,56,10,,,,
192541001451,28,15,,,,
190393000412,78,25,,,,
192556001458,32,22,,,,
192559000726,55,19,,,,
192559001891,72,21,,,,
192559001461,90,24,,,,
192559001460,64,30,,,,
192562001464,65,14,,,,
192562001465,30,8,,,,
191965001155,43,13,,,,
192598001474,56,24,,,,
192598001475,60,32,,,,
193054001746,50,20,,,,
192931001476,98,8,,,,
192607001478,183,28,,,,
192607001482,131,31,,,,
192607001483,130,29,,,,
193051002130,18,8,,,,
190001501486,108,31,,,,
190001501487,42,11,,,,
190001501485,63,17,,,,
192625001488,62,25,,,,
192625001489,64,31,,,,
192628001494,83,21,,,,
192628001491,53,16,,,,
192628002084,9,0,,,,
192637001496,52,35,,,,
192637001497,68,27,,,,
190002301541,79,20,,,,
190002301896,85,22,,,,
190002300835,48,12,,,,
190897000576,114,9,,,,
192658001543,17,15,,,,
192658000707,25,13,,,,
190690000300,148,31,,,,
192664001547,84,41,,,,
192664001549,55,37,,,,
191431001390,58,29,,,,
190002600618,95,34,,,,
190002601341,45,32,,,,
192667001551,48,3,,,,
192667001552,43,14,,,,
190852002029,57,22,,,,
191347000819,174,28,,,,
192673001463,294,60,,,,
192673001556,123,32,,,,
192673001557,104,32,,,,
190897001472,366,72,,,,
192679001562,58,25,,,,
192679001565,49,22,,,,
192679001564,26,13,,,,
190651000230,61,10,,,,
190369000077,69,42,,,,
193054001747,32,11,,,,
191470000901,201,32,,,,
192682001572,338,154,,,,
192682001573,200,91,,,,
192685001574,26,14,,,,
192685001576,40,23,,,,
192685001575,31,15,,,,
199901902076,26,8,,,,
199901902075,54,14,,,,
192691001582,121,58,,,,
192691001583,81,22,,,,
192700001584,81,35,,,,
192700001585,71,21,,,,
192700001905,84,21,,,,
192682002134,104,39,,,,
192706001586,40,13,,,,
192706001587,34,5,,,,
192520001441,62,28,,,,
192520001442,33,17,,,,
192739000847,0,0,,,,
192520001440,30,16,,,,
192724001588,24,8,,,,
192724001589,19,13,,,,
192727001591,93,31,,,,
192727001592,41,24,,,,
192727001593,30,9,,,,
191869001077,102,18,,,,
193024001703,196,37,,,,
193093001796,139,41,,,,
192739002107,528,104,,,,
192739001601,329,82,,,,
192739001600,341,81,,,,
190897000577,295,55,,,,
192748001603,21,3,,,,
190357000064,133,43,,,,
192750001605,91,18,,,,
190897000578,299,42,,,,
190858000482,319,43,,,,
191545000749,120,41,,,,
191197000742,36,16,,,,
192760001610,44,25,,,,
192640001530,27,12,,,,
190579000194,228,19,,,,
193063001763,140,37,,,,
192928001675,82,19,,,,
190948000619,92,20,,,,
191437000861,103,22,,,,
190654000261,198,50,,,,
190654000262,196,30,,,,
190369000078,58,14,,,,
190306001383,0,0,,,,
190486000147,49,25,,,,
192061002123,182,37,,,,
190654000263,462,116,,,,
190822000435,641,176,,,,
190948000612,240,74,,,,
192931001550,153,28,,,,
191545001412,72,26,,,,
192787001621,100,32,,,,
192787001622,35,14,,,,
192787000290,42,7,,,,
191668000994,364,81,,,,
192790001624,25,11,,,,
192796001626,21,15,,,,
192796001627,24,10,,,,
192799001630,78,20,,,,
192799001632,30,13,,,,
192799000309,32,8,,,,
192802001636,66,17,,,,
192802001634,36,19,,,,
192802001635,14,4,,,,
192805001637,52,21,,,,
192805001638,30,16,,,,
191533002017,23,4,,,,
190654000264,106,32,,,,
192811001639,31,13,,,,
192811001640,32,18,,,,
192817001641,106,11,,,,
192817001642,62,8,,,,
192820001644,27,5,,,,
192823001646,40,18,,,,
192823001647,31,17,,,,
192823001892,19,7,,,,
190002200957,50,48,,,,
190002202013,46,28,,,,
192856002105,24,9,,,,
192856001650,40,5,,,,
192640002089,327,52,,,,
192868001659,178,46,,,,
192868001660,161,48,,,,
190378000084,18,8,,,,
192868002069,32,8,,,,
192871002058,50,27,,,,
192871001664,68,26,,,,
193093001797,227,56,,,,
193093000483,108,41,,,,
191989001177,151,19,,,,
190705000317,136,47,,,,
192898001667,106,43,,,,
192898001670,65,12,,,,
190654000266,243,28,,,,
190483001988,25,8,,,,
192901001671,23,20,,,,
192901001672,27,13,,,,
192910001673,33,6,,,,
192910001674,47,12,,,,
191869001078,107,37,,,,
192928001676,61,23,,,,
192931001681,130,26,,,,
192931001680,122,24,,,,
190654000731,94,26,,,,
192094001257,57,13,,,,
192949001683,94,25,,,,
192949001684,59,23,,,,
190858000484,79,12,,,,
190858000485,114,20,,,,
192082001244,37,9,,,,
193093000393,50,13,,,,
192964001688,38,4,,,,
190822000438,245,25,,,,
192964001689,23,4,,,,
193051000958,17,15,,,,
192964002023,10,6,,,,
190897001143,99,15,,,,
192973001691,168,49,,,,
192973001927,46,15,,,,
192973001692,88,30,,,,
192976001700,34,17,,,,
191134000701,69,31,,,,
190858000486,220,14,,,,
190708000324,153,38,,,,
190393000094,180,47,,,,
192640001531,123,40,,,,
192004001179,66,22,,,,
192013001194,216,35,,,,
190717000333,73,18,,,,
193024001704,96,30,,,,
192400001399,79,19,,,,
193024001705,119,35,,,,
190771000383,284,51,,,,
191914001133,20,15,,,,
190339000037,38,29,,,,
193051001742,111,34,,,,
193051001743,66,31,,,,
193051001744,87,38,,,,
193051002116,75,33,,,,
190339000038,124,58,,,,
193054002163, , ,,,,
193054001749,91,26,,,,
193056001755,89,30,,,,
193056001754,149,31,,,,
191470000304,66,25,,,,
193063001764,140,31,,,,
193063001765,198,37,,,,
192868001413,20,5,,,,
190897000584,447,68,,,,
191914001134,56,18,,,,
191563000937,133,17,,,,
192592002101, , ,,,,
193072001770,14,12,,,,
193072001044,13,6,,,,
193075001774,50,11,,,,
193075001773,36,8,,,,
193078001775,165,43,,,,
193078001776,69,17,,,,
193078001777,41,17,,,,
190339000040,73,38,,,,
193054001751,36,13,,,,
193087001779,26,8,,,,
192750001607,67,24,,,,
192750000664,65,17,,,,
193090001786,85,32,,,,
193090001787,106,37,,,,
191584002114,116,24,,,,
190420000108,115,14,,,,
191095000678,105,47,,,,
191458000869,113,44,,,,
191269000770,128,45,,,,
192592001467,38,8,,,,
192592001419, , ,,,,
192592001468,31,26,,,,
190543000171,115,30,,,,
190543000172,50,22,,,,
190543000928,48,28,,,,
193096000331,62,22,,,,
193096001801,62,14,,,,
193048001738,623,190,,,,
190858000487,737,160,,,,
192640001533,489,118,,,,
193099002109,219,45,,,,
193099001805,122,30,,,,
193099001804,102,18,,,,
193102001806,76,44,,,,
193102001807,23,22,,,,
193102001808,13,14,,,,
193108001811,80,24,,,,
193108001812,51,25,,,,
193108001813,42,20,,,,
192640001534,471,109,,,,
192013001195,230,41,,,,
190357000062,72,30,,,,
193111001817,56,19,,,,
193111000738,53,14,,,,
191470000902,353,62,,,,
190873000502,14,5,,,,
193129001821,48,36,,,,
193129001822,40,19,,,,
190000601234,95,30,,,,
193135001832,113,72,,,,
193093001798,90,18,,,,
191722000368,13,5,,,,
193093002055,56,16,,,,
190378000085,20,11,,,,
190369002026,19,14,,,,
193147001835,81,34,,,,
193147001837,75,34,,,,
193162001841,45,20,,,,
193162001842,31,29,,,,
190771000384,149,36,,,,
191464000876,70,33,,,,
192640001535,152,51,,,,
191470000436,20,8,,,,
191464002100,96,31,,,,
192211001327,164,27,,,,
191722001007,99,27,,,,
190897000585,370,37,,,,
190858000488,365,63,,,,
193168001844,48,14,,,,
193168001845,106,20,,,,
192682002068,87,36,,,,
192211001328,208,29,,,,
190858000489,310,51,,,,
190654001490,137,25,,,,
190654000267,138,30,,,,
193180001849,92,40,,,,
193180001850,92,29,,,,
190897000587,220,29,,,,
193183001851,80,20,,,,
193183001852,92,31,,,,
192163001292,177,30,,,,
193186001085,3,0,,,,
193186001856,196,32,,,,
193186000369,60,15,,,,
193186001857,115,33,,,,
193186001858,107,37,,,,
191989001015,18,3,,,,
193189001859,6,5,,,,
190858000490,331,65,,,,
193192001861,64,22,,,,
193192001862,47,23,,,,
193195001865,16,12,,,,
193195001864,18,9,,,,
191872001095,273,31,,,,
190897002140, , ,,,,
192061002119,115,32,,,,
190822000440,543,118,,,,
192532001448,120,40,,,,
193201002079,222,0,,,,
193201001867,60,15,,,,
193201000434,31,0,,,,
193201001868,31,7,,,,
193201001866,33,6,,,,
190897000589,155,29,,,,
190654000268,131,38,,,,
