State Name,FIPS Code,LEA ID,LEA Name,NCES ID,School Name,Student Count,Percent Proficient - All,Count - Native American,Percent Proficient - Native American,Count - Asian/Pacific Islander,Percent Proficient - Asian/Pacific Islander,Count-Black,Percent Proficient - Black,Count - Hispanic,Percent Proficient - Hispanic,Count - Two or More Races,Percent Proficient - Two or More Races,Count - White,Percent Proficient - White,Count - Female,Percent Proficient - Female,Count - Male,Percent Proficient - Male,Count - Disabilities,Percent Proficient - Disabilities,Count - Economically Disadvantaged,Percent Proficient - Economically Disadvantaged,Count - Limited English,Percent Proficient - Limited English,Count - Homeless,Percent Proficient - Homeless,Count - Migrant Students,Percent Proficient - Migrant
IOWA,19,1906540,Cedar Rapids Comm School District,190654000250,John F Kennedy High School,428,84,2,PS,13,GE50,37,50-59,7,GE50,0,n/a,369,86,196,85-89,232,80-84,50,30-39,79,60-64,0,n/a,0,n/a,0,n/a
IOWA,19,1906540,Cedar Rapids Comm School District,190654000251,Johnson Elementary School,154,45-49,1,PS,2,PS,85,40-44,6,LT50,0,n/a,60,60-69,73,50-54,81,45-49,21,LE20,117,40-44,3,PS,0,n/a,0,n/a
IOWA,19,1906540,Cedar Rapids Comm School District,190654000252,Kenwood Elementary School,148,65-69,1,PS,8,LT50,19,40-59,8,LT50,0,n/a,112,70-74,74,60-64,74,65-69,29,40-59,81,55-59,15,LT50,0,n/a,0,n/a
IOWA,19,1906540,Cedar Rapids Comm School District,190654000253,Madison Elementary School,143,75-79,0,n/a,0,n/a,28,60-79,2,PS,0,n/a,113,80-84,68,80-84,75,70-74,26,40-59,64,70-74,0,n/a,0,n/a,0,n/a
IOWA,19,1906540,Cedar Rapids Comm School District,190654000254,McKinley Middle School,550,64,2,PS,14,GE50,195,35-39,25,40-59,3,PS,311,82,260,70-74,290,55-59,101,20-24,289,45-49,29,LE20,0,n/a,0,n/a
IOWA,19,1906540,Cedar Rapids Comm School District,190654000259,Metro High School,63,45-49,0,n/a,0,n/a,20,21-39,0,n/a,1,PS,42,50-59,26,40-59,37,40-49,22,21-39,46,50-59,0,n/a,0,n/a,0,n/a
IOWA,19,1906540,Cedar Rapids Comm School District,190654000255,Nixon Elementary School,140,85-89,0,n/a,1,PS,10,LT50,3,PS,0,n/a,126,90-94,71,85-89,69,85-89,17,40-59,56,70-79,0,n/a,0,n/a,0,n/a
IOWA,19,1906540,Cedar Rapids Comm School District,190654000256,Pierce Elementary School,250,80,0,n/a,8,GE50,24,40-59,6,GE50,3,PS,209,80-84,134,80-84,116,75-79,25,21-39,70,60-64,0,n/a,0,n/a,0,n/a
IOWA,19,1906540,Cedar Rapids Comm School District,190654000257,Polk Elementary School,93,70-74,1,PS,1,PS,48,60-69,4,PS,3,PS,36,70-79,44,70-79,49,70-79,25,60-79,82,70-74,0,n/a,0,n/a,0,n/a
IOWA,19,1906540,Cedar Rapids Comm School District,190654000258,Roosevelt Middle School,529,63,4,PS,12,GE50,108,40-44,23,40-59,0,n/a,382,70,253,65-69,276,60-64,119,25-29,314,51,46,20-29,0,n/a,0,n/a
IOWA,19,1906540,Cedar Rapids Comm School District,190654000261,Taft Middle School,640,70,1,PS,19,GE80,64,45-49,17,60-79,3,PS,536,72,316,70,324,69,107,15-19,228,45-49,4,PS,0,n/a,0,n/a
IOWA,19,1906540,Cedar Rapids Comm School District,190654000262,Taylor Elementary School,107,55-59,1,PS,0,n/a,22,40-59,4,PS,0,n/a,80,55-59,41,60-69,66,55-59,29,21-39,92,55-59,0,n/a,0,n/a,0,n/a
IOWA,19,1906540,Cedar Rapids Comm School District,190654000263,Thomas Jefferson High School,337,82,1,PS,15,GE50,37,50-59,7,GE50,0,n/a,277,85-89,172,80-84,165,80-84,35,20-29,117,65-69,0,n/a,0,n/a,0,n/a
IOWA,19,1906540,Cedar Rapids Comm School District,190654000264,Truman Elementary School,172,75-79,2,PS,2,PS,7,GE50,4,PS,1,PS,156,80-84,77,80-84,95,75-79,30,40-59,64,70-74,1,PS,0,n/a,0,n/a
IOWA,19,1906540,Cedar Rapids Comm School District,190654000266,Van Buren Elementary School,182,65-69,0,n/a,9,GE50,20,40-59,21,40-59,1,PS,131,70-74,93,70-74,89,60-64,33,20-29,133,60-64,20,40-59,0,n/a,0,n/a
IOWA,19,1906540,Cedar Rapids Comm School District,190654000731,Viola Gibson Elementary School,271,86,2,PS,4,PS,8,LT50,1,PS,0,n/a,256,85-89,131,85-89,140,85-89,24,40-59,63,65-69,0,n/a,0,n/a,0,n/a
IOWA,19,1906540,Cedar Rapids Comm School District,190654001490,Wilson Elementary School,170,70-74,1,PS,2,PS,33,50-59,7,GE50,0,n/a,127,75-79,73,70-74,97,70-74,39,30-39,116,65-69,1,PS,0,n/a,0,n/a
IOWA,19,1906540,Cedar Rapids Comm School District,190654000267,Wilson Middle School,261,69,3,PS,3,PS,46,40-49,10,GE50,1,PS,198,75-79,143,70-74,118,65-69,50,30-39,164,65-69,1,PS,0,n/a,0,n/a
IOWA,19,1906540,Cedar Rapids Comm School District,190654000268,Wright Elementary School,119,70-74,0,n/a,0,n/a,12,GE50,10,GE50,2,PS,95,70-74,66,70-74,53,70-79,17,21-39,61,70-74,2,PS,0,n/a,0,n/a
IOWA,19,1906660,Center Point-Urbana Comm School District,190666000273,Center Point-Urbana Elementary School,236,81,0,n/a,0,n/a,1,PS,3,PS,11,GE50,221,80-84,114,85-89,122,75-79,14,LT50,35,60-69,0,n/a,0,n/a,0,n/a
IOWA,19,1906660,Center Point-Urbana Comm School District,190666000272,Center Point-Urbana High School,100,80-84,0,n/a,0,n/a,0,n/a,2,PS,2,PS,96,80-84,51,80-89,49,80-89,10,LT50,9,LT50,0,n/a,0,n/a,0,n/a
IOWA,19,1906660,Center Point-Urbana Comm School District,190666002041,Center Point-Urbana Middle School,403,83,1,PS,2,PS,5,PS,1,PS,10,GE50,384,83,211,80-84,192,80-84,42,40-49,60,60-69,2,PS,0,n/a,0,n/a
IOWA,19,1906780,Central City Comm School District,190678000284,Central City Elementary School,127,80-84,0,n/a,1,PS,6,GE50,0,n/a,0,n/a,120,80-84,67,80-84,60,70-79,17,21-39,45,60-69,0,n/a,0,n/a,0,n/a
IOWA,19,1906780,Central City Comm School District,190678000285,Central City High School,34,70-79,0,n/a,0,n/a,0,n/a,0,n/a,0,n/a,34,70-79,18,60-79,16,60-79,3,PS,7,GE50,0,n/a,0,n/a,0,n/a
IOWA,19,1906780,Central City Comm School District,190678001998,Central City Junior High,82,85-89,0,n/a,0,n/a,0,n/a,0,n/a,0,n/a,82,85-89,45,80-89,37,80-89,8,LT50,17,60-79,0,n/a,0,n/a,0,n/a
IOWA,19,1907860,College Comm School District,190786002113,Prairie Creek,731,82,4,PS,20,60-79,33,40-49,24,60-79,13,GE50,637,84,364,85,367,79,84,30-34,202,65-69,15,LT50,0,n/a,0,n/a
IOWA,19,1907860,College Comm School District,190786000389,Prairie Crest Elementary School,150,80-84,0,n/a,2,PS,4,PS,2,PS,1,PS,141,80-84,77,80-84,73,80-84,11,LT50,42,60-69,0,n/a,0,n/a,0,n/a
IOWA,19,1907860,College Comm School District,190786000104,Prairie Edge,7,LT50,0,n/a,0,n/a,0,n/a,1,PS,1,PS,5,PS,0,n/a,7,LT50,7,LT50,5,PS,0,n/a,0,n/a,0,n/a
IOWA,19,1907860,College Comm School District,190786000387,Prairie Heights Elementary School,191,75-79,0,n/a,9,GE50,6,LT50,9,LT50,8,GE50,159,80-84,99,80-84,92,70-74,24,21-39,57,60-69,9,LT50,0,n/a,0,n/a
IOWA,19,1907860,College Comm School District,190786000388,Prairie High School,297,85,1,PS,2,PS,11,GE50,12,GE50,10,GE50,261,85-89,142,85-89,155,85-89,32,40-49,74,70-74,2,PS,0,n/a,0,n/a
IOWA,19,1907860,College Comm School District,190786002110,Prairie Point,691,75,1,PS,19,60-79,32,40-49,25,60-79,12,GE50,602,77,328,77,363,73,72,15-19,203,55-59,16,40-59,0,n/a,0,n/a
IOWA,19,1907860,College Comm School District,190786000761,Prairie Ridge Elementary,198,85-89,0,n/a,3,PS,6,GE50,3,PS,11,GE50,175,90-94,88,90-94,110,85-89,27,40-59,68,75-79,0,n/a,0,n/a,0,n/a
IOWA,19,1907860,College Comm School District,190786000391,Prairie View Elementary School,195,85-89,1,PS,2,PS,11,LT50,7,GE50,7,GE50,167,85-89,101,90-94,94,80-84,17,40-59,60,60-69,4,PS,0,n/a,0,n/a
IOWA,19,1917220,Linn-Mar Comm School District,191722001002,Bowman Woods Elementary School,220,94,2,PS,11,GE50,6,GE50,11,GE50,8,GE50,182,GE95,111,GE95,109,90-94,17,60-79,27,GE80,11,GE50,0,n/a,0,n/a
IOWA,19,1917220,Linn-Mar Comm School District,191722002092,Echo Hill Elementary,215,86,0,n/a,20,GE80,30,40-59,6,GE50,0,n/a,159,90-94,97,85-89,118,85-89,25,60-79,39,50-59,10,GE50,0,n/a,0,n/a
IOWA,19,1917220,Linn-Mar Comm School District,191722001005,Excelsior Middle School,757,79,1,PS,24,GE80,29,40-59,24,GE80,8,GE50,671,80,383,78,374,80,91,30-34,157,55-59,5,PS,0,n/a,0,n/a
IOWA,19,1917220,Linn-Mar Comm School District,191722001003,Indian Creek Elementary School,234,92,1,PS,6,GE50,5,PS,3,PS,4,PS,215,90-94,115,90-94,119,90-94,25,40-59,14,GE50,0,n/a,0,n/a,0,n/a
IOWA,19,1917220,Linn-Mar Comm School District,191722001525,Linn Grove Elementary School,196,90-94,0,n/a,8,GE50,8,GE50,14,GE50,0,n/a,166,90-94,100,85-89,96,90-94,17,40-59,59,GE90,4,PS,0,n/a,0,n/a
IOWA,19,1917220,Linn-Mar Comm School District,191722001004,Linn-Mar High School,409,88,0,n/a,17,GE80,14,GE50,10,GE50,0,n/a,368,88,189,85-89,220,85-89,36,30-39,62,70-74,3,PS,0,n/a,0,n/a
IOWA,19,1917220,Linn-Mar Comm School District,191722001006,Novak Elementary School,235,79,0,n/a,7,GE50,18,40-59,5,PS,3,PS,202,80-84,123,75-79,112,80-84,16,40-59,65,60-64,2,PS,0,n/a,0,n/a
IOWA,19,1917220,Linn-Mar Comm School District,191722000810,Oak Ridge School,696,84,0,n/a,66,85-89,31,50-59,13,GE50,2,PS,584,85,324,88,372,80,63,40-44,72,65-69,10,LT50,0,n/a,0,n/a
IOWA,19,1917220,Linn-Mar Comm School District,191722000368,Westfield Elementary School,224,95,0,n/a,29,GE80,7,GE50,0,n/a,6,GE50,182,GE95,113,GE95,111,90-94,17,60-79,6,GE50,11,GE50,0,n/a,0,n/a
IOWA,19,1917220,Linn-Mar Comm School District,191722001007,Wilkins Elementary School,205,87,3,PS,3,PS,10,GE50,6,GE50,3,PS,180,85-89,94,85-89,111,85-89,27,21-39,52,70-79,3,PS,0,n/a,0,n/a
IOWA,19,1917250,Lisbon Comm School District,191725001008,Lisbon Elementary School,130,80-84,0,n/a,2,PS,1,PS,3,PS,5,PS,119,80-84,66,80-84,64,80-84,8,LT50,27,60-79,0,n/a,0,n/a,0,n/a
IOWA,19,1917250,Lisbon Comm School District,191725001009,Lisbon High School,44,70-79,0,n/a,0,n/a,2,PS,0,n/a,0,n/a,42,70-79,18,60-79,26,60-79,3,PS,8,GE50,0,n/a,0,n/a,0,n/a
IOWA,19,1917250,Lisbon Comm School District,191725001981,Lisbon Middle School,131,70-74,0,n/a,2,PS,1,PS,0,n/a,1,PS,127,70-74,62,65-69,69,75-79,9,LT50,21,60-79,0,n/a,0,n/a,0,n/a
IOWA,19,1918690,Marion Independent School District,191869001074,Emerson Elementary School,45,70-79,0,n/a,0,n/a,2,PS,1,PS,0,n/a,42,70-79,27,60-79,18,GE80,4,PS,13,GE50,0,n/a,0,n/a,0,n/a
IOWA,19,1918690,Marion Independent School District,191869000437,Francis Marion Intermediate School,297,88,2,PS,6,GE50,7,GE50,4,PS,4,PS,274,85-89,147,85-89,150,85-89,51,70-79,95,80-84,1,PS,0,n/a,0,n/a
IOWA,19,1918690,Marion Independent School District,191869001075,Marion High School,133,85-89,1,PS,0,n/a,5,PS,3,PS,0,n/a,124,90-94,74,90-94,59,80-89,8,LT50,36,80-89,1,PS,0,n/a,0,n/a
IOWA,19,1918690,Marion Independent School District,191869002098,Marion Home School,1,PS,0,n/a,0,n/a,0,n/a,0,n/a,0,n/a,1,PS,0,n/a,1,PS,1,PS,0,n/a,0,n/a,0,n/a,0,n/a
IOWA,19,1918690,Marion Independent School District,191869001077,Starry Elementary School,74,GE95,0,n/a,0,n/a,1,PS,2,PS,1,PS,70,GE95,39,GE90,35,GE90,12,GE50,18,GE80,1,PS,0,n/a,0,n/a
IOWA,19,1918690,Marion Independent School District,191869001078,Vernon Middle School,466,78,1,PS,4,PS,22,40-59,16,40-59,7,GE50,416,80,233,80-84,233,75-79,74,40-44,138,60-64,3,PS,0,n/a,0,n/a
IOWA,19,1920040,Mount Vernon Comm School District,192004001883,Mount Vernon High School,88,85-89,0,n/a,1,PS,1,PS,1,PS,0,n/a,85,85-89,38,GE90,50,80-89,10,LT50,14,GE50,0,n/a,0,n/a,0,n/a
IOWA,19,1920040,Mount Vernon Comm School District,192004001178,Mount Vernon Middle School,387,86,0,n/a,4,PS,8,GE50,4,PS,1,PS,370,86,191,85-89,196,85-89,31,40-49,71,70-74,0,n/a,0,n/a,0,n/a
IOWA,19,1920040,Mount Vernon Comm School District,192004001179,Washington Elementary School,198,85-89,1,PS,2,PS,2,PS,3,PS,0,n/a,190,85-89,88,90-94,110,85-89,14,GE50,36,80-89,1,PS,0,n/a,0,n/a
IOWA,19,1920820,North Linn Comm School District,192082001241,Coggon Elementary Center,65,80-84,0,n/a,0,n/a,0,n/a,0,n/a,0,n/a,65,80-84,35,GE90,30,60-79,5,PS,15,GE50,0,n/a,0,n/a,0,n/a
IOWA,19,1920820,North Linn Comm School District,192082001242,North-Linn Middle School,154,75-79,0,n/a,0,n/a,2,PS,0,n/a,1,PS,151,75-79,85,80-84,69,75-79,18,LE20,38,70-79,0,n/a,0,n/a,0,n/a
IOWA,19,1920820,North Linn Comm School District,192082001243,North-Linn Senior High School,57,60-69,0,n/a,1,PS,0,n/a,0,n/a,1,PS,55,70-79,28,60-79,29,60-79,7,LT50,12,GE50,0,n/a,0,n/a,0,n/a
IOWA,19,1920820,North Linn Comm School District,192082001244,Walker Elementary Center,85,80-84,0,n/a,0,n/a,0,n/a,3,PS,2,PS,80,80-84,41,80-89,44,80-89,8,LT50,22,60-79,0,n/a,0,n/a,0,n/a
IOWA,19,1927060,Springville Comm School District,192706001586,Springville Elementary School,73,75-79,0,n/a,3,PS,1,PS,1,PS,0,n/a,68,75-79,39,70-79,34,70-79,9,LT50,22,40-59,0,n/a,0,n/a,0,n/a
IOWA,19,1927060,Springville Comm School District,192706001587,Springville Secondary School,126,70-74,0,n/a,2,PS,2,PS,3,PS,0,n/a,119,70-74,61,80-84,65,60-64,14,LT50,26,60-79,0,n/a,0,n/a,0,n/a
IOWA,19,1907980,Columbus Comm School District,190798000396,Columbus Community High School,76,65-69,0,n/a,0,n/a,0,n/a,46,50-59,2,PS,28,GE80,37,70-79,39,60-69,7,LT50,46,50-59,8,LT50,0,n/a,5,PS
IOWA,19,1907980,Columbus Comm School District,190798000398,Columbus Community Junior High School,139,55-59,0,n/a,1,PS,2,PS,77,45-49,4,PS,55,60-69,73,55-59,66,50-54,26,LE20,95,45-49,22,LE20,0,n/a,11,LT50
IOWA,19,1907980,Columbus Comm School District,190798000397,Roundy Elementary School,235,51,0,n/a,2,PS,2,PS,161,45-49,1,PS,69,60-64,110,55-59,125,40-44,34,20-29,173,45-49,67,30-34,0,n/a,20,40-59
IOWA,19,1917820,Louisa-Muscatine Comm School District,191782001023,Louisa-Muscatine Elementary,230,74,0,n/a,0,n/a,0,n/a,27,60-79,0,n/a,203,75-79,105,75-79,125,70-74,35,19-Nov,114,70-74,0,n/a,0,n/a,0,n/a
IOWA,19,1917820,Louisa-Muscatine Comm School District,191782001025,Louisa-Muscatine High School,65,70-74,1,PS,0,n/a,0,n/a,5,PS,0,n/a,59,70-79,35,70-79,30,60-79,10,LT50,24,60-79,0,n/a,0,n/a,0,n/a
IOWA,19,1917820,Louisa-Muscatine Comm School District,191782002106,Louisa-Muscatine Jr High,136,60-64,0,n/a,1,PS,2,PS,15,LT50,0,n/a,118,60-64,62,65-69,74,55-59,20,LE20,53,50-59,0,n/a,0,n/a,0,n/a
IOWA,19,1919770,Morning Sun Comm School District,191977001161,Morning Sun Elementary School,63,80-84,0,n/a,0,n/a,0,n/a,6,GE50,0,n/a,57,80-89,24,60-79,39,GE90,11,GE50,31,80-89,0,n/a,0,n/a,0,n/a
IOWA,19,1929730,Wapello Comm School District,192973001691,Wapello Elementary School,234,77,0,n/a,2,PS,0,n/a,29,40-59,5,PS,198,80-84,104,80-84,130,70-74,43,60-69,126,75-79,17,40-59,0,n/a,0,n/a
IOWA,19,1929730,Wapello Comm School District,192973001927,Wapello Junior High School,113,70-74,2,PS,0,n/a,2,PS,13,GE50,2,PS,94,70-74,59,60-69,54,70-79,24,40-59,60,60-69,5,PS,0,n/a,0,n/a
IOWA,19,1929730,Wapello Comm School District,192973001692,Wapello Senior High School,49,80-89,0,n/a,0,n/a,0,n/a,3,PS,0,n/a,46,80-89,31,GE90,18,60-79,6,LT50,18,60-79,1,PS,0,n/a,0,n/a
IOWA,19,1907050,Chariton Comm School District,190705000313,Chariton High School,133,65-69,0,n/a,2,PS,0,n/a,0,n/a,4,PS,127,65-69,61,70-74,72,60-64,23,LE20,56,50-59,2,PS,0,n/a,0,n/a
IOWA,19,1907050,Chariton Comm School District,190705000314,Chariton Middle School,326,71,1,PS,1,PS,2,PS,4,PS,4,PS,314,71,158,70-74,168,65-69,49,20-29,160,55-59,19,21-39,0,n/a,0,n/a
IOWA,19,1907050,Chariton Comm School District,190705000317,Van Allen Elementary School,327,79,1,PS,0,n/a,2,PS,5,PS,0,n/a,319,79,152,75-79,175,75-79,42,40-49,189,75-79,23,60-79,0,n/a,0,n/a
IOWA,19,1906960,Central Lyon Comm School District,190696000306,Central Lyon Elementary School,137,90-94,0,n/a,1,PS,1,PS,1,PS,0,n/a,134,90-94,62,90-94,75,90-94,16,60-79,48,80-89,0,n/a,0,n/a,0,n/a
IOWA,19,1906960,Central Lyon Comm School District,190696000307,Central Lyon Middle School,124,85-89,1,PS,1,PS,0,n/a,2,PS,0,n/a,120,85-89,60,GE90,64,80-84,15,GE50,35,70-79,0,n/a,0,n/a,0,n/a
IOWA,19,1906960,Central Lyon Comm School District,190696000308,Central Lyon Senior High School,58,GE90,0,n/a,0,n/a,0,n/a,1,PS,2,PS,55,GE90,25,GE80,33,80-89,4,PS,17,60-79,0,n/a,0,n/a,0,n/a
IOWA,19,1912480,George-Little Rock Comm School District,191248000757,George Elementary School,41,GE90,0,n/a,2,PS,0,n/a,1,PS,0,n/a,38,GE90,20,GE80,21,GE80,2,PS,16,GE80,1,PS,0,n/a,0,n/a
IOWA,19,1912480,George-Little Rock Comm School District,191248001011,George-Little Rock Middle School,114,65-69,0,n/a,0,n/a,4,PS,2,PS,0,n/a,108,65-69,57,70-79,57,60-69,16,40-59,41,60-69,0,n/a,0,n/a,0,n/a
IOWA,19,1912480,George-Little Rock Comm School District,191248000758,George-Little Rock Senior High School,36,60-69,0,n/a,0,n/a,0,n/a,0,n/a,0,n/a,36,60-69,17,GE80,19,40-59,8,LT50,12,GE50,0,n/a,0,n/a,0,n/a
IOWA,19,1912480,George-Little Rock Comm School District,191248001010,Little Rock Elementary School,61,90-94,0,n/a,0,n/a,0,n/a,0,n/a,0,n/a,61,90-94,22,GE80,39,80-89,9,GE50,16,GE80,0,n/a,0,n/a,0,n/a
IOWA,19,1931020,West Lyon Comm School District,193102001806,West Lyon Elementary School,231,87,0,n/a,1,PS,1,PS,10,GE50,0,n/a,219,85-89,108,85-89,123,85-89,24,40-59,57,80-89,3,PS,0,n/a,0,n/a
IOWA,19,1931020,West Lyon Comm School District,193102001807,West Lyon High School,60,80-89,0,n/a,0,n/a,0,n/a,3,PS,0,n/a,57,80-89,26,GE80,34,80-89,3,PS,14,GE50,0,n/a,0,n/a,0,n/a
IOWA,19,1931020,West Lyon Comm School District,193102001808,West Lyon Junior High School,98,80-84,1,PS,0,n/a,0,n/a,5,PS,0,n/a,92,80-84,45,80-89,53,80-89,14,LT50,26,60-79,0,n/a,0,n/a,0,n/a
IOWA,19,1910050,Earlham Comm School District,191005000640,Earlham Elementary School,210,83,0,n/a,3,PS,4,PS,1,PS,0,n/a,202,80-84,98,85-89,112,75-79,14,GE50,53,60-69,0,n/a,0,n/a,0,n/a
IOWA,19,1910050,Earlham Comm School District,191005001956,Earlham Middle School,95,80-84,1,PS,3,PS,0,n/a,1,PS,0,n/a,90,80-84,52,80-89,43,80-89,12,LT50,13,GE50,0,n/a,0,n/a,0,n/a
IOWA,19,1910050,Earlham Comm School District,191005000641,Earlham Senior High School,49,70-79,0,n/a,2,PS,1,PS,1,PS,0,n/a,45,70-79,25,60-79,24,60-79,7,LT50,3,PS,0,n/a,0,n/a,0,n/a
IOWA,19,1914670,Interstate 35 Comm School District,191467000880,Interstate 35 Elementary School,128,75-79,0,n/a,0,n/a,3,PS,1,PS,1,PS,123,75-79,62,75-79,66,75-79,16,21-39,36,60-69,0,n/a,0,n/a,0,n/a
IOWA,19,1914670,Interstate 35 Comm School District,191467000877,Interstate 35 High School,61,85-89,0,n/a,1,PS,1,PS,1,PS,0,n/a,58,GE90,31,GE90,30,GE80,7,LT50,14,GE50,0,n/a,0,n/a,0,n/a
IOWA,19,1914670,Interstate 35 Comm School District,191467000878,Interstate 35 Middle School,262,80,0,n/a,1,PS,4,PS,1,PS,6,GE50,250,80-84,128,80-84,134,75-79,29,40-59,94,65-69,1,PS,0,n/a,0,n/a
IOWA,19,1931860,Winterset Comm School District,193186001085,Winterset Bridges School,3,PS,0,n/a,0,n/a,0,n/a,0,n/a,0,n/a,3,PS,1,PS,2,PS,0,n/a,1,PS,0,n/a,0,n/a,0,n/a
IOWA,19,1931860,Winterset Comm School District,193186001856,Winterset Elementary School,152,80-84,1,PS,1,PS,1,PS,7,LT50,1,PS,141,80-84,81,75-79,71,85-89,13,LT50,60,70-79,2,PS,0,n/a,0,n/a
IOWA,19,1931860,Winterset Comm School District,193186000369,Winterset Junior High School,278,84,4,PS,0,n/a,0,n/a,7,GE50,2,PS,265,85-89,138,85-89,140,80-84,31,30-39,78,70-74,1,PS,0,n/a,0,n/a
IOWA,19,1931860,Winterset Comm School District,193186001857,Winterset Middle School,397,83,3,PS,4,PS,2,PS,8,GE50,3,PS,377,84,199,80-84,198,80-84,66,40-44,155,70-74,5,PS,0,n/a,0,n/a
IOWA,19,1931860,Winterset Comm School District,193186001858,Winterset Senior High School,124,80-84,0,n/a,0,n/a,0,n/a,5,PS,1,PS,118,80-84,58,80-89,66,75-79,16,LE20,31,60-69,0,n/a,0,n/a,0,n/a
IOWA,19,1912060,Fremont Comm School District,191206000743,Fremont Elementary School,61,55-59,0,n/a,0,n/a,0,n/a,2,PS,0,n/a,59,50-59,26,40-59,35,60-69,15,LT50,35,50-59,0,n/a,0,n/a,0,n/a
IOWA,19,1920850,North Mahaska Comm School District,192085001246,North Mahaska Elementary School,173,70-74,0,n/a,0,n/a,0,n/a,0,n/a,0,n/a,173,70-74,82,70-74,91,75-79,17,21-39,67,65-69,0,n/a,0,n/a,0,n/a
IOWA,19,1920850,North Mahaska Comm School District,192085001245,North Mahaska Jr-Sr High School,118,75-79,0,n/a,0,n/a,0,n/a,1,PS,1,PS,116,75-79,61,80-84,57,60-69,21,LE20,43,60-69,0,n/a,0,n/a,0,n/a
IOWA,19,1921870,Oskaloosa Comm School District,192187001094,Oskaloosa Elementary School,549,73,3,PS,15,GE50,4,PS,18,60-79,19,60-79,490,74,249,70-74,300,70-74,80,30-34,258,60-64,9,GE50,0,n/a,0,n/a
IOWA,19,1921870,Oskaloosa Comm School District,192187001309,Oskaloosa High School,154,65-69,1,PS,5,PS,2,PS,1,PS,1,PS,144,65-69,75,65-69,79,70-74,19,21-39,59,40-49,1,PS,0,n/a,0,n/a
IOWA,19,1921870,Oskaloosa Comm School District,192187001310,Oskaloosa Middle School,536,71,3,PS,8,GE50,5,PS,13,GE50,8,GE50,499,72,271,70-74,265,70-74,55,20-29,238,55-59,3,PS,0,n/a,0,n/a
IOWA,19,1915840,Knoxville Comm School District,191584000948,Knoxville High School,162,75-79,1,PS,1,PS,0,n/a,5,PS,1,PS,154,75-79,73,75-79,89,70-74,29,21-39,63,65-69,1,PS,0,n/a,0,n/a
IOWA,19,1915840,Knoxville Comm School District,191584000949,Knoxville Middle School,408,74,1,PS,1,PS,6,GE50,12,GE50,4,PS,384,74,207,75-79,201,65-69,60,20-29,172,65-69,1,PS,0,n/a,0,n/a
IOWA,19,1915840,Knoxville Comm School District,191584002132,Northstar Elementary School,392,86,2,PS,4,PS,1,PS,17,GE80,5,PS,363,86,198,85-89,194,80-84,72,55-59,178,75-79,3,PS,0,n/a,0,n/a
IOWA,19,1915840,Knoxville Comm School District,191584000524,Trabert Center GOAL Alternative School,5,PS,0,n/a,0,n/a,0,n/a,0,n/a,1,PS,4,PS,1,PS,4,PS,0,n/a,2,PS,0,n/a,0,n/a,0,n/a
IOWA,19,1918960,Melcher-Dallas Comm School District,191896001121,Melcher-Dallas Elem,78,75-79,0,n/a,2,PS,1,PS,2,PS,0,n/a,73,75-79,40,80-89,38,70-79,2,PS,40,70-79,0,n/a,0,n/a,0,n/a
IOWA,19,1918960,Melcher-Dallas Comm School District,191896001122,Melcher-Dallas High School,18,60-79,0,n/a,0,n/a,0,n/a,0,n/a,0,n/a,18,60-79,12,GE50,6,GE50,6,LT50,9,LT50,0,n/a,0,n/a,0,n/a
IOWA,19,1918960,Melcher-Dallas Comm School District,191896001123,Melcher-Dallas Junior High School,34,60-69,0,n/a,0,n/a,0,n/a,1,PS,0,n/a,33,60-69,14,GE50,20,60-79,8,LT50,14,GE50,0,n/a,0,n/a,0,n/a
IOWA,19,1925050,Ruthven-Ayrshire Comm School District,192505001966,Ruthven-Ayrshire Elementary School,68,80-84,0,n/a,2,PS,0,n/a,0,n/a,0,n/a,66,80-84,31,80-89,37,70-79,4,PS,31,70-79,0,n/a,0,n/a,0,n/a
IOWA,19,1925050,Ruthven-Ayrshire Comm School District,192505001967,Ruthven-Ayrshire High School,56,60-69,1,PS,1,PS,1,PS,0,n/a,0,n/a,53,60-69,22,40-59,34,70-79,3,PS,21,40-59,0,n/a,0,n/a,0,n/a
IOWA,19,1930720,West Bend-Mallard Comm School District,193072001042,Mallard Elementary School,64,80-84,0,n/a,0,n/a,0,n/a,0,n/a,2,PS,62,85-89,25,GE80,39,80-89,5,PS,15,GE50,0,n/a,0,n/a,0,n/a
IOWA,19,1930720,West Bend-Mallard Comm School District,193072001770,West Bend-Mallard High School,25,GE80,0,n/a,0,n/a,0,n/a,1,PS,1,PS,23,GE80,14,GE50,11,GE50,5,PS,6,GE50,0,n/a,0,n/a,0,n/a
IOWA,19,1930720,West Bend-Mallard Comm School District,193072001044,West Bend-Mallard Middle School,70,75-79,0,n/a,1,PS,0,n/a,2,PS,0,n/a,67,75-79,31,70-79,39,70-79,12,GE50,16,40-59,0,n/a,0,n/a,0,n/a
IOWA,19,1903220,Akron Westfield Comm School District,190322001937,Akron Westfield Elementary School,112,85-89,1,PS,1,PS,0,n/a,7,GE50,9,GE50,94,85-89,46,80-89,66,85-89,15,LT50,45,80-89,3,PS,0,n/a,0,n/a
