State Name,FIPS Code,LEA ID,LEA Name,NCES ID,School Name,Student Count,Percent Proficient - All,Count - Native American,Percent Proficient - Native American,Count - Asian/Pacific Islander,Percent Proficient - Asian/Pacific Islander,Count-Black,Percent Proficient - Black,Count - Hispanic,Percent Proficient - Hispanic,Count - Two or More Races,Percent Proficient - Two or More Races,Count - White,Percent Proficient - White,Count - Female,Percent Proficient - Female,Count - Male,Percent Proficient - Male,Count - Disabilities,Percent Proficient - Disabilities,Count - Economically Disadvantaged,Percent Proficient - Economically Disadvantaged,Count - Limited English,Percent Proficient - Limited English,Count - Homeless,Percent Proficient - Homeless,Count - Migrant Students,Percent Proficient - Migrant
IOWA,19,1907710,Clinton Comm School District,190771000370,Clinton High School,258,73,1,PS,2,PS,19,40-59,8,GE50,1,PS,227,70-74,122,70-74,136,70-74,46,20-29,108,60-64,0,n/a,0,n/a,0,n/a
IOWA,19,1907710,Clinton Comm School District,190771001519,Eagle Heights Elementary School,286,79,1,PS,2,PS,18,60-79,12,GE50,7,LT50,246,80-84,149,75-79,137,75-79,56,30-39,140,70-74,0,n/a,0,n/a,0,n/a
IOWA,19,1907710,Clinton Comm School District,190771000378,Jefferson Elementary School,149,75-79,0,n/a,0,n/a,30,60-79,20,GE80,2,PS,97,80-84,69,80-84,80,75-79,43,40-49,125,75-79,4,PS,0,n/a,0,n/a
IOWA,19,1907710,Clinton Comm School District,190771002028,Lincoln High School,18,40-59,0,n/a,0,n/a,5,PS,0,n/a,0,n/a,13,GE50,12,GE50,6,LT50,2,PS,11,LT50,0,n/a,0,n/a,0,n/a
IOWA,19,1907710,Clinton Comm School District,190771000382,Lyons Middle School,393,76,1,PS,7,GE50,18,60-79,20,40-59,13,GE50,334,79,200,75-79,193,70-74,77,50-54,158,65-69,1,PS,0,n/a,0,n/a
IOWA,19,1907710,Clinton Comm School District,190771000383,Washington Middle School,470,62,1,PS,3,PS,50,50-59,28,40-59,23,60-79,365,65,225,60-64,245,60-64,93,20-24,328,57,4,PS,0,n/a,0,n/a
IOWA,19,1907710,Clinton Comm School District,190771000384,Whittier Elementary School,202,89,1,PS,6,GE50,17,60-79,10,GE50,10,GE50,158,90-94,107,85-89,95,85-89,33,50-59,81,85-89,1,PS,0,n/a,0,n/a
IOWA,19,1908880,Delwood Comm School District,190888000505,Delwood Elementary School,59,GE90,0,n/a,0,n/a,0,n/a,1,PS,2,PS,56,GE90,22,GE80,37,GE90,11,GE50,26,GE80,0,n/a,0,n/a,0,n/a
IOWA,19,1921090,Northeast Comm School District,192109001265,Northeast Elementary School,204,80,0,n/a,1,PS,0,n/a,6,GE50,6,LT50,191,80-84,99,75-79,105,80-84,24,40-59,63,65-69,1,PS,0,n/a,0,n/a
IOWA,19,1921090,Northeast Comm School District,192109001266,Northeast Middle-High School,172,80-84,0,n/a,2,PS,4,PS,3,PS,3,PS,160,80-84,73,80-84,99,80-84,21,21-39,48,70-79,1,PS,0,n/a,0,n/a
IOWA,19,1903780,Ar-We-Va Comm School District,190378000083,Arcadia Elementary School,46,80-89,0,n/a,0,n/a,0,n/a,3,PS,0,n/a,43,GE90,24,GE80,22,GE80,4,PS,12,GE50,2,PS,0,n/a,0,n/a
IOWA,19,1903780,Ar-We-Va Comm School District,190378000085,Westside Junior-Senior High School,75,70-74,0,n/a,0,n/a,0,n/a,8,LT50,0,n/a,67,75-79,31,GE90,44,60-69,7,LT50,19,60-79,2,PS,0,n/a,0,n/a
IOWA,19,1900060,GMG Comm School District,190006000182,GMG Elementary School,145,75-79,0,n/a,1,PS,0,n/a,3,PS,2,PS,139,75-79,67,75-79,78,75-79,23,40-59,53,60-69,0,n/a,0,n/a,0,n/a
IOWA,19,1900060,GMG Comm School District,190006000179,GMG Secondary School,100,70-74,0,n/a,1,PS,2,PS,4,PS,2,PS,91,70-74,37,80-89,63,60-64,18,60-79,37,60-69,1,PS,0,n/a,0,n/a
IOWA,19,1907110,Charter Oak-Ute Comm School District,190711000327,Charter Oak-Ute Elementary School,93,70-74,2,PS,0,n/a,0,n/a,0,n/a,0,n/a,91,70-74,48,70-79,45,60-69,20,40-59,48,60-69,1,PS,0,n/a,0,n/a
IOWA,19,1907110,Charter Oak-Ute Comm School District,190711000326,Charter Oak-Ute High School,27,60-79,0,n/a,0,n/a,0,n/a,0,n/a,0,n/a,27,60-79,19,60-79,8,GE50,3,PS,12,GE50,0,n/a,0,n/a,0,n/a
IOWA,19,1907110,Charter Oak-Ute Comm School District,190711000328,Charter Oak-Ute Junior High School,42,60-69,0,n/a,1,PS,0,n/a,0,n/a,0,n/a,41,60-69,23,60-79,19,60-79,5,PS,19,40-59,0,n/a,0,n/a,0,n/a
IOWA,19,1908910,Denison Comm School District,190891002097,Broadway Elementary School,260,73,0,n/a,2,PS,10,GE50,153,65-69,0,n/a,95,85-89,131,75-79,129,65-69,40,30-39,193,65-69,155,65-69,0,n/a,34,50-59
IOWA,19,1908910,Denison Comm School District,190891000915,Denison Alternative High School,11,LT50,0,n/a,0,n/a,3,PS,1,PS,0,n/a,7,LT50,7,LT50,4,PS,0,n/a,0,n/a,0,n/a,0,n/a,0,n/a
IOWA,19,1908910,Denison Comm School District,190891000511,Denison Elementary School,146,70-74,0,n/a,3,PS,1,PS,96,65-69,0,n/a,46,70-79,73,70-74,73,65-69,16,LE20,110,65-69,93,70-74,0,n/a,14,GE50
IOWA,19,1908910,Denison Comm School District,190891000508,Denison High School,143,70-74,1,PS,0,n/a,2,PS,58,50-59,0,n/a,82,80-84,72,70-74,71,70-74,13,LT50,78,55-59,48,50-59,0,n/a,17,21-39
IOWA,19,1908910,Denison Comm School District,190891000509,Denison Middle School,439,64,1,PS,6,GE50,7,GE50,235,50-54,2,PS,188,75-79,202,60-64,237,65-69,44,20-29,288,55-59,225,50-54,0,n/a,51,40-49
IOWA,19,1914640,Indianola Comm School District,191464000870,Emerson Elementary School,189,85-89,0,n/a,2,PS,3,PS,6,GE50,5,PS,173,85-89,92,90-94,97,80-84,20,60-79,67,80-84,3,PS,0,n/a,0,n/a
IOWA,19,1914640,Indianola Comm School District,191464000872,Indianola High School,240,90,0,n/a,6,GE50,1,PS,8,GE50,10,GE50,215,90-94,119,90-94,121,85-89,21,60-79,0,n/a,0,n/a,0,n/a,0,n/a
IOWA,19,1914640,Indianola Comm School District,191464000875,Indianola Middle School,811,84,0,n/a,10,GE50,6,GE50,18,60-79,20,GE80,757,85,414,83,397,86,83,35-39,231,75-79,2,PS,0,n/a,0,n/a
IOWA,19,1914640,Indianola Comm School District,191464000874,Irving Elementary School,203,88,0,n/a,2,PS,0,n/a,5,PS,3,PS,193,85-89,89,85-89,114,85-89,22,40-59,41,70-79,0,n/a,0,n/a,0,n/a
IOWA,19,1914640,Indianola Comm School District,191464000876,Whittier Elementary School,155,90-94,0,n/a,0,n/a,0,n/a,6,GE50,4,PS,145,90-94,72,90-94,83,85-89,10,GE50,47,80-89,0,n/a,0,n/a,0,n/a
IOWA,19,1914640,Indianola Comm School District,191464002100,Wilder Elementary School,217,82,0,n/a,3,PS,2,PS,2,PS,3,PS,207,80-84,104,85-89,113,75-79,28,40-59,63,80-84,0,n/a,0,n/a,0,n/a
IOWA,19,1918750,Martensdale-St Marys Comm School District,191875001096,Martensdale Elementary School,151,75-79,0,n/a,0,n/a,1,PS,9,GE50,3,PS,138,75-79,68,70-74,83,75-79,18,21-39,34,70-79,0,n/a,0,n/a,0,n/a
IOWA,19,1918750,Martensdale-St Marys Comm School District,191875001097,Martensdale-St Marys Jr-Sr High School,123,80-84,0,n/a,1,PS,0,n/a,3,PS,1,PS,118,80-84,62,90-94,61,75-79,8,LT50,29,60-79,0,n/a,0,n/a,0,n/a
IOWA,19,1921240,Norwalk Comm School District,192124001273,Lakewood Elementary School,596,84,1,PS,2,PS,3,PS,27,60-79,7,GE50,556,86,294,85-89,302,82,90,40-44,119,75-79,4,PS,0,n/a,0,n/a
IOWA,19,1921240,Norwalk Comm School District,192124001274,Norwalk Middle School,588,82,6,GE50,5,PS,2,PS,12,GE50,18,60-79,545,83,268,80-84,320,80,95,40-44,107,70-74,4,PS,0,n/a,0,n/a
IOWA,19,1921240,Norwalk Comm School District,192124001275,Norwalk Senior High School,161,85-89,0,n/a,1,PS,0,n/a,6,GE50,8,GE50,146,90-94,86,90-94,75,85-89,24,60-79,17,60-79,0,n/a,0,n/a,0,n/a
IOWA,19,1921240,Norwalk Comm School District,192124001276,Oviatt Elementary School,0,n/a,0,n/a,0,n/a,0,n/a,0,n/a,0,n/a,0,n/a,0,n/a,0,n/a,0,n/a,0,n/a,0,n/a,0,n/a,0,n/a
IOWA,19,1926850,Southeast Warren Comm School District,192685001574,Southeast Warren Intermediate,119,85-89,0,n/a,1,PS,3,PS,3,PS,0,n/a,112,85-89,50,80-89,69,85-89,23,60-79,44,70-79,0,n/a,0,n/a,0,n/a
IOWA,19,1926850,Southeast Warren Comm School District,192685001576,Southeast Warren Jr-Sr High School,99,80-84,0,n/a,0,n/a,4,PS,2,PS,0,n/a,93,80-84,51,80-89,48,70-79,12,LT50,29,60-79,0,n/a,0,n/a,0,n/a
IOWA,19,1926850,Southeast Warren Comm School District,192685001575,Southeast Warren Primary,33,70-79,0,n/a,0,n/a,1,PS,1,PS,0,n/a,31,80-89,11,GE50,22,60-79,7,LT50,12,GE50,0,n/a,0,n/a,0,n/a
IOWA,19,1914010,Highland Comm School District,191401000838,Ainsworth Elementary School,59,70-79,0,n/a,0,n/a,1,PS,9,GE50,0,n/a,49,70-79,30,60-79,29,60-79,9,LT50,23,60-79,6,GE50,0,n/a,0,n/a
IOWA,19,1914010,Highland Comm School District,191401000839,Highland High School,55,60-69,0,n/a,0,n/a,2,PS,3,PS,0,n/a,50,60-69,26,GE80,29,40-59,8,LT50,15,LT50,1,PS,0,n/a,0,n/a
IOWA,19,1914010,Highland Comm School District,191401000840,Highland Middle School,164,65-69,0,n/a,0,n/a,4,PS,9,GE50,1,PS,150,65-69,74,75-79,90,55-59,23,LE20,39,60-69,7,GE50,0,n/a,0,n/a
IOWA,19,1914010,Highland Comm School District,191401000842,Riverside Elementary School,95,65-69,0,n/a,0,n/a,2,PS,3,PS,1,PS,89,70-74,43,70-79,52,60-69,10,LT50,15,GE50,2,PS,0,n/a,0,n/a
IOWA,19,1919140,Mid-Prairie Comm School District,191914001250,Alterntive Learning Cent,0,n/a,0,n/a,0,n/a,0,n/a,0,n/a,0,n/a,0,n/a,0,n/a,0,n/a,0,n/a,0,n/a,0,n/a,0,n/a,0,n/a
IOWA,19,1919140,Mid-Prairie Comm School District,191914001130,Kalona Elementary School,122,75-79,0,n/a,0,n/a,2,PS,5,PS,4,PS,111,75-79,60,80-89,62,65-69,26,40-59,35,60-69,1,PS,0,n/a,0,n/a
IOWA,19,1919140,Mid-Prairie Comm School District,191914001131,Mid-Prairie High School,73,80-84,0,n/a,0,n/a,0,n/a,2,PS,4,PS,67,85-89,39,80-89,34,80-89,8,LT50,13,GE50,0,n/a,0,n/a,0,n/a
IOWA,19,1919140,Mid-Prairie Comm School District,191914001132,Mid-Prairie Middle School,266,76,0,n/a,1,PS,2,PS,6,GE50,9,GE50,248,75-79,142,80-84,124,65-69,43,20-29,79,65-69,0,n/a,0,n/a,0,n/a
IOWA,19,1919140,Mid-Prairie Comm School District,191914001133,Washington Township Elementary School,64,GE95,0,n/a,0,n/a,0,n/a,0,n/a,2,PS,62,GE95,26,GE80,38,GE90,2,PS,19,GE80,0,n/a,0,n/a,0,n/a
IOWA,19,1919140,Mid-Prairie Comm School District,191914001134,Wellman Elementary School,84,80-84,0,n/a,0,n/a,0,n/a,2,PS,1,PS,81,80-84,39,80-89,45,80-89,14,LT50,33,60-69,0,n/a,0,n/a,0,n/a
IOWA,19,1930240,Washington Comm School District,193024000427,Assure Center Alternative School,8,GE50,0,n/a,0,n/a,0,n/a,2,PS,0,n/a,6,GE50,6,GE50,2,PS,0,n/a,6,GE50,0,n/a,0,n/a,0,n/a
IOWA,19,1930240,Washington Comm School District,193024001702,Lincoln Upper Elementary School,423,72,1,PS,1,PS,9,GE50,70,60-64,6,GE50,336,74,166,70-74,257,70-74,50,30-39,199,60-64,9,LT50,0,n/a,0,n/a
IOWA,19,1930240,Washington Comm School District,193024001703,Stewart Elementary School,117,70-74,1,PS,1,PS,4,PS,20,60-79,3,PS,88,75-79,65,75-79,52,60-69,13,LT50,56,60-69,6,LT50,0,n/a,0,n/a
IOWA,19,1930240,Washington Comm School District,193024001704,Washington High School,125,80-84,2,PS,2,PS,2,PS,15,GE50,2,PS,102,80-84,65,85-89,60,70-79,20,40-59,43,60-69,3,PS,0,n/a,0,n/a
IOWA,19,1930240,Washington Comm School District,193024001705,Washington Junior High School,257,72,1,PS,2,PS,7,LT50,35,40-49,5,PS,207,75-79,144,75-79,113,65-69,32,LE10,109,55-59,4,PS,0,n/a,0,n/a
IOWA,19,1903030,Lineville-Clio Comm School District,190303000002,Lineville Elementary School,12,GE50,0,n/a,0,n/a,0,n/a,0,n/a,0,n/a,12,GE50,9,GE50,3,PS,0,n/a,5,PS,0,n/a,0,n/a,0,n/a
IOWA,19,1919740,Mormon Trail Comm School District,191974001158,Mormon Trail Elementary School,60,70-79,2,PS,0,n/a,0,n/a,0,n/a,0,n/a,58,70-79,26,60-79,34,70-79,7,LT50,32,70-79,0,n/a,0,n/a,0,n/a
IOWA,19,1919740,Mormon Trail Comm School District,191974001160,Mormon Trail Jr-Sr High School,69,65-69,0,n/a,0,n/a,0,n/a,0,n/a,2,PS,67,60-64,25,GE80,44,50-59,13,LT50,41,50-59,0,n/a,0,n/a,0,n/a
IOWA,19,1925620,Seymour Comm School District,192562001464,Seymour Elementary School,74,80-84,0,n/a,0,n/a,0,n/a,0,n/a,2,PS,72,80-84,40,80-89,34,80-89,5,PS,41,70-79,0,n/a,0,n/a,0,n/a
IOWA,19,1925620,Seymour Comm School District,192562001465,Seymour High School,46,80-89,0,n/a,0,n/a,0,n/a,0,n/a,1,PS,45,80-89,26,GE80,20,GE80,8,LT50,24,60-79,0,n/a,0,n/a,0,n/a
IOWA,19,1930560,Wayne Comm School District,193056001755,Wayne Community Jr-Sr High School,110,80-84,1,PS,1,PS,1,PS,5,PS,0,n/a,102,80-84,64,80-84,46,80-89,12,LT50,50,80-89,1,PS,0,n/a,0,n/a
IOWA,19,1930560,Wayne Comm School District,193056001754,Wayne Elementary School,167,80-84,0,n/a,1,PS,5,PS,2,PS,0,n/a,159,85-89,90,80-84,77,85-89,21,21-39,77,75-79,2,PS,0,n/a,0,n/a
IOWA,19,1911820,Fort Dodge Comm School District,191182000720,Butler Elementary School,132,75-79,0,n/a,1,PS,7,LT50,10,GE50,7,LT50,107,80-84,70,80-84,62,70-74,17,21-39,90,75-79,0,n/a,0,n/a,0,n/a
IOWA,19,1911820,Fort Dodge Comm School District,191182000721,Cooper Elementary School,99,70-74,0,n/a,1,PS,2,PS,2,PS,3,PS,91,70-74,44,80-89,55,60-69,18,21-39,39,50-59,0,n/a,0,n/a,0,n/a
IOWA,19,1911820,Fort Dodge Comm School District,191182000722,Duncombe Elementary School,102,70-74,0,n/a,2,PS,14,GE50,20,40-59,7,GE50,59,70-79,42,70-79,60,70-79,12,LT50,64,60-64,12,LT50,0,n/a,0,n/a
IOWA,19,1911820,Fort Dodge Comm School District,191182001980,Fair Oaks Middle School,512,62,1,PS,6,GE50,36,50-59,37,30-39,27,60-79,405,64,254,65-69,258,55-59,105,20-24,275,50-54,2,PS,0,n/a,0,n/a
IOWA,19,1911820,Fort Dodge Comm School District,191182000723,Feelhaver Elementary School,70,75-79,1,PS,0,n/a,10,LT50,1,PS,6,GE50,52,80-89,28,60-79,42,80-89,9,LT50,34,50-59,0,n/a,0,n/a,0,n/a
IOWA,19,1911820,Fort Dodge Comm School District,191182000724,Fort Dodge High School,276,67,1,PS,6,GE50,13,LT50,7,LT50,7,LT50,242,65-69,126,70-74,150,60-64,47,20-29,101,55-59,1,PS,0,n/a,0,n/a
IOWA,19,1911820,Fort Dodge Comm School District,191182000727,Hillcrest Elementary School,51,60-69,0,n/a,0,n/a,8,GE50,0,n/a,2,PS,41,70-79,24,60-79,27,60-79,7,LT50,34,60-69,0,n/a,0,n/a,0,n/a
IOWA,19,1911820,Fort Dodge Comm School District,191182001979,Phillips Middle School,508,62,0,n/a,6,GE50,42,30-39,25,40-59,17,40-59,418,65,257,65-69,251,55-59,96,15-19,258,50-54,7,LT50,0,n/a,0,n/a
IOWA,19,1911820,Fort Dodge Comm School District,191182000730,Riverside Elementary School,50,50-59,0,n/a,0,n/a,6,GE50,6,GE50,3,PS,35,40-49,32,40-49,18,60-79,11,LT50,47,50-59,0,n/a,0,n/a,0,n/a
IOWA,19,1900028,Prairie Valley Comm School District,190002801381,Prairie Valley Elementary School,196,75-79,0,n/a,0,n/a,1,PS,6,GE50,2,PS,187,75-79,93,75-79,103,80-84,25,21-39,94,60-64,0,n/a,0,n/a,0,n/a
IOWA,19,1900028,Prairie Valley Comm School District,190002801382,Prairie Valley High School,166,70-74,3,PS,0,n/a,0,n/a,3,PS,2,PS,158,70-74,88,75-79,78,65-69,23,LE20,52,50-59,0,n/a,0,n/a,0,n/a
IOWA,19,1999019,Southeast Webster Grand Comm School District,199901902077,Dayton Center,36,80-89,0,n/a,0,n/a,0,n/a,2,PS,1,PS,33,80-89,20,GE80,16,GE80,3,PS,19,GE80,0,n/a,0,n/a,0,n/a
IOWA,19,1999019,Southeast Webster Grand Comm School District,199901900777,Grand Elementary School,121,75-79,0,n/a,0,n/a,2,PS,5,PS,1,PS,113,75-79,59,80-89,62,70-74,18,21-39,55,70-79,0,n/a,0,n/a,0,n/a
IOWA,19,1999019,Southeast Webster Grand Comm School District,199901901259,Iowa Central Charter High School,0,n/a,0,n/a,0,n/a,0,n/a,0,n/a,0,n/a,0,n/a,0,n/a,0,n/a,0,n/a,0,n/a,0,n/a,0,n/a,0,n/a
IOWA,19,1999019,Southeast Webster Grand Comm School District,199901902076,Southeast Webster Junior High,74,70-74,0,n/a,0,n/a,3,PS,1,PS,0,n/a,70,70-74,37,70-79,37,70-79,9,LT50,32,50-59,0,n/a,0,n/a,0,n/a
IOWA,19,1999019,Southeast Webster Grand Comm School District,199901902075,Southeast Webster-Grand High School,49,80-89,2,PS,0,n/a,0,n/a,1,PS,0,n/a,46,70-79,22,GE80,27,60-79,7,LT50,23,60-79,0,n/a,0,n/a,0,n/a
IOWA,19,1921630,Oelwein Comm School District,192163001288,Oelwein High School,86,80-84,0,n/a,0,n/a,0,n/a,2,PS,2,PS,82,80-84,40,GE90,46,70-79,18,21-39,23,60-79,0,n/a,0,n/a,0,n/a
IOWA,19,1921630,Oelwein Comm School District,192163001289,Oelwein Middle School,299,72,3,PS,0,n/a,3,PS,12,GE50,13,GE50,268,70-74,144,75-79,155,65-69,62,25-29,152,60-64,0,n/a,0,n/a,0,n/a
IOWA,19,1921630,Oelwein Comm School District,192163001292,Wings Park Elementary School,224,83,1,PS,1,PS,3,PS,9,GE50,16,GE80,194,80-84,104,75-79,120,85-89,44,30-39,140,75-79,0,n/a,0,n/a,0,n/a
IOWA,19,1927270,Starmont Comm School District,192727001591,Starmont Elementary School,177,85-89,0,n/a,0,n/a,0,n/a,1,PS,2,PS,174,85-89,92,90-94,85,80-84,25,40-59,73,75-79,0,n/a,0,n/a,0,n/a
IOWA,19,1927270,Starmont Comm School District,192727001592,Starmont High School,50,80-89,0,n/a,0,n/a,0,n/a,0,n/a,1,PS,49,80-89,24,GE80,26,GE80,9,GE50,15,GE50,0,n/a,0,n/a,0,n/a
IOWA,19,1927270,Starmont Comm School District,192727001593,Starmont Middle School Comm School District,90,70-74,0,n/a,0,n/a,0,n/a,1,PS,2,PS,87,70-74,44,70-79,46,70-79,19,21-39,35,60-69,0,n/a,0,n/a,0,n/a
IOWA,19,1928710,Valley Comm School District,192871002058,Valley Elementary,95,70-74,0,n/a,0,n/a,0,n/a,2,PS,0,n/a,93,70-74,51,70-79,44,60-69,14,LT50,40,60-69,2,PS,0,n/a,0,n/a
IOWA,19,1928710,Valley Comm School District,192871001664,Valley High School,136,75-79,0,n/a,0,n/a,0,n/a,0,n/a,1,PS,135,75-79,66,80-84,70,70-74,15,LT50,50,60-69,0,n/a,0,n/a,0,n/a
IOWA,19,1930870,West Central Comm School District,193087001778,Maynard Elementary School,116,80-84,2,PS,3,PS,0,n/a,1,PS,0,n/a,110,85-89,57,80-89,59,80-89,14,GE50,47,80-89,0,n/a,0,n/a,0,n/a
IOWA,19,1930870,West Central Comm School District,193087001353,Northeast Iowa High School Charter,23,GE80,0,n/a,0,n/a,0,n/a,1,PS,0,n/a,22,GE80,15,GE50,8,GE50,0,n/a,8,GE50,0,n/a,0,n/a,0,n/a
IOWA,19,1930870,West Central Comm School District,193087001779,West Central Jr-Sr High School,5,PS,0,n/a,0,n/a,0,n/a,2,PS,0,n/a,3,PS,3,PS,2,PS,1,PS,2,PS,0,n/a,0,n/a,0,n/a
IOWA,19,1907080,Charles City Comm School District,190708000982,Carrie Lane High School,7,LT50,0,n/a,0,n/a,0,n/a,0,n/a,0,n/a,7,LT50,4,PS,3,PS,0,n/a,1,PS,0,n/a,0,n/a,0,n/a
IOWA,19,1907080,Charles City Comm School District,190708000319,Charles City High School,122,80-84,0,n/a,4,PS,2,PS,7,GE50,0,n/a,109,80-84,55,80-89,67,80-84,14,LT50,45,70-79,1,PS,0,n/a,0,n/a
IOWA,19,1907080,Charles City Comm School District,190708000320,Charles City Middle Sch.,330,75,3,PS,5,PS,16,40-59,19,60-79,0,n/a,287,75-79,148,75-79,182,70-74,45,20-29,148,60-64,6,LT50,0,n/a,0,n/a
IOWA,19,1907080,Charles City Comm School District,190708000323,Lincoln Elementary School,130,80-84,0,n/a,4,PS,17,40-59,9,GE50,0,n/a,100,85-89,65,85-89,65,75-79,22,40-59,74,70-74,7,LT50,0,n/a,0,n/a
IOWA,19,1907080,Charles City Comm School District,190708000324,Washington Elementary School,175,75-79,0,n/a,9,GE50,11,GE50,6,GE50,0,n/a,149,75-79,86,70-74,89,80-84,22,21-39,87,65-69,5,PS,0,n/a,0,n/a
IOWA,19,1920730,Nora Springs-Rock Falls Comm School District,192073001235,Nora Springs Elementary School,53,80-89,0,n/a,0,n/a,2,PS,1,PS,1,PS,49,80-89,29,GE80,24,GE80,6,GE50,14,GE50,0,n/a,0,n/a,0,n/a
IOWA,19,1920730,Nora Springs-Rock Falls Comm School District,192073001236,Nora Springs-Rock Falls Middle School,232,77,1,PS,0,n/a,2,PS,3,PS,3,PS,223,75-79,118,80-84,114,70-74,31,30-39,79,70-74,0,n/a,0,n/a,0,n/a
IOWA,19,1924960,Rudd-Rockford-Marble Rk Comm School District,192496001430,RRMR Elementary School,154,65-69,1,PS,0,n/a,1,PS,2,PS,2,PS,148,65-69,77,65-69,77,65-69,22,21-39,55,60-69,0,n/a,0,n/a,0,n/a
IOWA,19,1924960,Rudd-Rockford-Marble Rk Comm School District,192496001431,Rockford Junior-Senior Rockford Senior High,112,70-74,0,n/a,0,n/a,1,PS,1,PS,1,PS,109,70-74,57,70-79,55,70-79,10,GE50,31,50-59,0,n/a,0,n/a,0,n/a
IOWA,19,1905970,CAL Comm School District,190597000201,CAL Community High School,53,60-69,0,n/a,0,n/a,0,n/a,12,GE50,0,n/a,41,70-79,23,60-79,30,60-79,10,LT50,25,60-79,2,PS,0,n/a,0,n/a
IOWA,19,1905970,CAL Comm School District,190597000203,CAL Elementary School,71,65-69,1,PS,0,n/a,0,n/a,15,LT50,2,PS,53,70-79,33,70-79,38,60-69,14,GE50,31,50-59,10,LT50,0,n/a,0,n/a
IOWA,19,1913470,Hampton-Dumont Comm School District,191347000813,Hampton-Dumont High School,104,70-74,1,PS,0,n/a,0,n/a,17,40-59,0,n/a,86,75-79,56,70-79,48,60-69,16,21-39,34,40-49,3,PS,0,n/a,0,n/a
IOWA,19,1913470,Hampton-Dumont Comm School District,191347000814,Hampton-Dumont Middle School,427,75,4,PS,1,PS,4,PS,100,50-54,3,PS,315,82,212,80-84,215,65-69,71,30-34,218,65-69,37,30-39,0,n/a,0,n/a
IOWA,19,1913470,Hampton-Dumont Comm School District,191347000819,South Side Elementary School,75,65-69,3,PS,0,n/a,0,n/a,27,40-59,0,n/a,45,70-79,35,80-89,40,50-59,18,40-59,48,60-69,12,GE50,0,n/a,0,n/a
IOWA,19,1925920,Sheffield Chapin Meservey Thornton CSD,192592001467,West Fork  Elementary Sheffield,24,60-79,0,n/a,0,n/a,0,n/a,1,PS,3,PS,20,60-79,9,GE50,15,GE50,2,PS,9,GE50,0,n/a,0,n/a,0,n/a
IOWA,19,1925920,Sheffield Chapin Meservey Thornton CSD,192592001468,West Fork High School,59,70-79,0,n/a,0,n/a,0,n/a,0,n/a,0,n/a,59,70-79,27,GE80,32,60-69,8,LT50,13,GE50,0,n/a,0,n/a,0,n/a
IOWA,19,1911520,Farragut Comm School District,191152000702,Farragut Elementary School,53,80-89,0,n/a,1,PS,0,n/a,1,PS,0,n/a,51,80-89,28,GE80,25,60-79,5,PS,22,60-79,0,n/a,0,n/a,0,n/a
IOWA,19,1911520,Farragut Comm School District,191152000703,Farragut Senior High School,38,80-89,0,n/a,1,PS,1,PS,0,n/a,0,n/a,36,80-89,18,GE80,20,60-79,3,PS,15,GE50,0,n/a,0,n/a,0,n/a
IOWA,19,1912120,Fremont-Mills Comm School District,191212000747,Fremont-Mills Elementary School,126,70-74,0,n/a,0,n/a,1,PS,2,PS,1,PS,122,70-74,68,65-69,58,70-79,20,21-39,55,50-59,0,n/a,0,n/a,0,n/a
IOWA,19,1912120,Fremont-Mills Comm School District,191212000745,Fremont-Mills Middle And Senior High School,102,70-74,0,n/a,0,n/a,4,PS,2,PS,0,n/a,96,70-74,46,60-69,56,70-79,15,LT50,40,60-69,0,n/a,0,n/a,0,n/a
IOWA,19,1913440,Hamburg Comm School District,191344000811,Hamburg Junior-Senior High School,47,70-79,0,n/a,0,n/a,1,PS,2,PS,1,PS,43,70-79,20,60-79,27,60-79,7,LT50,15,GE50,0,n/a,0,n/a,0,n/a
IOWA,19,1913440,Hamburg Comm School District,191344000812,Marnie Simons Elementary School,77,70-74,0,n/a,0,n/a,1,PS,8,GE50,0,n/a,68,70-74,32,70-79,45,60-69,16,21-39,44,60-69,5,PS,0,n/a,0,n/a
IOWA,19,1926250,Sidney Comm School District,192625001488,Sidney Elementary School,76,85-89,0,n/a,0,n/a,0,n/a,3,PS,3,PS,70,85-89,44,80-89,32,80-89,5,PS,32,80-89,2,PS,0,n/a,0,n/a
IOWA,19,1926250,Sidney Comm School District,192625001489,Sidney High School,118,75-79,0,n/a,0,n/a,1,PS,6,GE50,1,PS,110,80-84,55,80-89,63,70-74,16,40-59,51,70-79,1,PS,0,n/a,0,n/a
IOWA,19,1910200,East Greene Comm School District,191020000651,Grand Junction High School,81,65-69,0,n/a,0,n/a,0,n/a,3,PS,0,n/a,78,65-69,25,60-79,56,60-69,8,LT50,48,50-59,2,PS,0,n/a,0,n/a
IOWA,19,1910200,East Greene Comm School District,191020000652,Rippey Elementary School,61,50-54,0,n/a,0,n/a,0,n/a,4,PS,0,n/a,57,50-59,24,40-59,37,40-49,11,LT50,38,40-49,2,PS,0,n/a,0,n/a
IOWA,19,1915210,Jefferson-Scranton Comm School District,191521000076,Jefferson-Scranton Elem,143,80-84,0,n/a,3,PS,0,n/a,5,PS,4,PS,131,80-84,73,80-84,70,80-84,26,21-39,82,75-79,0,n/a,0,n/a,0,n/a
