school,latitude,longitude
EASTBUCHANANHIGHSCHOOL,45.8082231,-96.4902547
EASTBUCHANANMIDDLESCHOOL,45.8082231,-96.4902547
CENTRALMIDDLESCHOOL,45.8082231,-96.4902547
EDISONELEMENTARYSCHOOL,38.7772785,-90.6553589
HOOVERMIDDLESCHOOL,35.0845041,-90.7693334
KINGSLEYELEMENTARYSCHOOL,35.8121454,-94.1305444
LOUHENRYELEMENTARYSCHOOL,42.4626808,-92.3622921
ORANGEELEMENTARYSCHOOL,42.4626808,-92.3622921
BLESSEDSACRAMENTSCHOOL,42.4626808,-92.3622921
IRVINGELEMENTARYSCHOOL,35.5537853,-77.0661768
KITTRELLELEMENTARYSCHOOL,42.1533592,-83.5327855
LOWELLELEMENTARYSCHOOL,42.1533592,-83.5327855
WESTHIGHSCHOOL,42.1533592,-83.5327855
COLUMBUSHIGHSCHOOL,36.8223041,-86.9177855
SACREDHEARTSCHOOL,35.5500581,-77.059217
SONRISECHRISTIANSCHOOL&DAYCARE928,34.3168833,-96.1691849
STEDWARDSCHOOL,39.1608177,-84.4984481
CUNNINGHAMSCHOOL,39.1608177,-84.4984481
EASTHIGHSCHOOL,43.3315964,-71.650353
EXPOALTERNATIVELEARNINGCENTER,38.9053222,-81.6831012
FREEBURGEARLYCHILDHOOD,38.9053222,-81.6831012
GEORGEWASHINGTONCARVERACADEMY,42.521848,-92.3377558
HIGHLANDELEMENTARYSCHOOL,40.8350725,-115.7603132
LINCOLNELEMENTARYSCHOOL,41.080518,-96.8318
IMMANUELLUTHERANSCHOOL,43.7949603,-73.0806702
BUNGERMIDDLESCHOOL,44.2931009,-90.8427777
ELKRUNEARLYCHILDHOODCENTER,31.0807723,-85.3174264
POYNERELEMENTARY,42.6909922,-73.8025442
CRESTONEARLYCHILDHOODCENTER,33.2220471,-97.1335937
CRESTONELEMENTARYSCHOOL,44.9711169,-64.9378773
CRESTONHIGHSCHOOL,41.0774656,-84.7345048
MAYFLOWERHERITAGECHRISTIANSCHOOL,41.0710292,-94.3533346
STMALACHYSCHOOL,40.9407851,-87.1587185
EASTUNIONMIDDLE-HIGHSCHOOL,38.6235687,-90.3529523
EASTUNIONPRIMARYCENTER,35.4626522,-97.370838
CORNINGELEMENTARYSCHOOL,44.5793657,-91.2202319
CORNINGHIGHSCHOOL,40.9247386,-100.1578516
CORNINGJUNIORHIGHSCHOOL,5.5511494,-61.0466105
NODAWAYVALLEYEASTELEMENTARYSCHOOL,27.9481573,-82.493263
NODAWAYVALLEYHIGHSCHOOL,32.1327868,-96.2318572
LENOXELEMENTARYSCHOOL,33.3211535,-81.1466345
LENOXHIGHSCHOOL,33.3211535,-81.1466345
CANDMELEMENTARYSCHOOL,60.3294251,25.4734151
CAMMIDDLESCHOOL,60.3294251,25.4734151
MOUNTAYRELEMENTARY,39.5580984,-86.7492705
MOUNTAYRHIGHSCHOOL,39.5580984,-86.7492705
AKRONWESTFIELDSENIORHIGHSCHOOL,18.0631584,-93.1647219
ALTA5-8MIDDLESCHOOL,41.2917915,-73.9192882
ALTAELEMENTARYSCHOOL,41.2917915,-73.9192882
ALTASENIORHIGHSCHOOL,40.8011143,-124.1718529
MOC-FLOYDVALLEYMIDDLESCHOOL,40.8011143,-124.1718529
ANTHON-OTOELEMENTARYSCHOOL,-16.0689348,136.3064149
ANTHON-OTO-MAPLEVALLEYMIDDLESCHOOL,-16.0689348,136.3064149
AURELIAELEMENTARYSCHOOL,37.8375073,-93.1700131
BATTLECREEK-IDAGROVEINTERMEDIATESCHOOL,41.2310776,-87.8057275
LITTLESIOUXSUCCESSCENTER,30.7753382,-94.4202646
MARCUS-MERIDEN-CLEGHORNEASTELEMENTARY,18.0629104,-93.1662617
WESTSIOUXMIDDLESCHOOL,38.2063948,-85.7207264
IRETONELEMENTARYSCHOOL,21.1461271,-101.6569543
IRETONCHRISTIANSCHOOLS,14.6486828,120.988048
KINGSLEYELEMENTARYSCHOOL,14.6486828,120.988048
LEMARSMIDDLESCHOOL,42.7820288,-96.1800548
GEHLENCATHOLICSCHOOLS,42.4978169,-96.3782394
MAPLEVALLEY-ANTHONOTOHIGHSCHOOL,42.2759516,-83.7584745
MAPLETONELEMENTARYSCHOOL,34.5356544,-90.6379137
MARCUS-MERIDEN-CLEGHORNCOMMUNITYHIGHSCHOOL,18.0631584,-93.1647219
MARCUS-MERIDEN-CLEGHORNPRIMARY,18.0631584,-93.1647219
CENTRALELEMENTARYSCHOOL,39.6084347,-106.9657018
ORANGECITYELEMENTARYSCHOOL,44.3613575,-97.3873684
ORANGECITYCHRISTIANSCHOOL,28.017923,-81.7306648
UNITYCHRISTIANHIGHSCHOOL,43.0047453,-96.0716413
ZION-STJOHNLUTHERANSCHOOL,42.9744191,-95.6890233
PIERSONELEMENTARYSCHOOL,37.7817447,-122.4007569
PIERSONMIDDLESCHOOL,41.330968,-89.1012464
REMSEN-UNIONELEMENTARYSCHOOL,37.9383407,-89.2340887
REMSEN-UNIONHIGHSCHOOL,37.9383407,-89.2340887
REMSEN-UNIONMIDDLESCHOOL,38.226983,-89.5931287
SERGEANTBLUFF-LUTONELEMENTARYSCHOOL,42.3998428,-96.3554988
SERGEANTBLUFF-LUTONMIDDLESCHOOL,42.3997838,-96.3554803
SERGEANTBLUFF-LUTONPRIMARYSCHOOL,34.5013247,-97.1258488
SERGEANTBLUFF-LUTONSENIORHIGHSCHOOL,33.4575916,-86.9609012
WESTWOODELEMENTARYSCHOOL,37.2500159,-121.8996199
WESTWOODHIGHSCHOOL,37.2500159,-121.8996199
CHARTEROAK-UTEELEMENTARYSCHOOL,33.5377899,-92.4658387
ROOSEVELTELEMENTARYSCHOOL,38.973133,-95.2581671
SMITHELEMENTARYSCHOOL,42.5074401,-96.4254903
WESTHIGHSCHOOL,42.5105892,-96.4437157
WESTMIDDLESCHOOL,42.5105892,-96.4437157
SACREDHEARTSCHOOL,-41.1999973,174.92963
BRYANTELEMENTARYSCHOOL,41.2100398,-111.9588288
CLARKELEMENTARYSCHOOL,41.2100398,-111.9588288
HUNTELEMENTARYSCHOOL,27.6379271,-80.3855328
LINCOLNELEMENTARYSCHOOL,27.6379271,-80.3855328
NORTHHIGHSCHOOL,32.2808733,-96.1160639
HOLYCROSSSCHOOL/BLESSEDSACRAMENTSCHOOL,38.6157844,-94.505168
IRVINGELEMENTARYSCHOOL,38.6157844,-94.505168
IRVINGPRESCHOOL,38.9692163,-95.2603917
UNITYELEMENTARYSCHOOL,38.9692163,-95.2603917
EASTHIGHSCHOOL,42.4517557,-96.3403478
EASTMIDDLESCHOOL,42.4517557,-96.3403478
JOYELEMENTARYSCHOOL,39.2553688,-103.6960296
LONGFELLOWELEMENTARYSCHOOL,42.9257238,-106.3444227
NODLANDELEMENTARYSCHOOL,42.9257238,-106.3444227
SUNNYSIDEELEMENTARYSCHOOL,41.5290327,-80.8679203
MATERDEISCHOOLNATIVITYCENTER,42.451683,-96.3542163
SIOUXLANDCOMMUNITYCHRISTIANSCHOOL,42.4612036,-96.32864
LEEDSELEMENTARYSCHOOL,38.4259099,-90.7828793
NORTHMIDDLESCHOOL,38.4259099,-90.7828793
HOLYCROSSSCHOOL-STMICHAELCENTER,33.4682054,-116.1028706
RIVERSIDEELEMENTARYSCHOOL,42.5186372,-96.47539
EASTELEMENTARYSCHOOL,40.5108148,-88.9932762
SHELDONHIGHSCHOOL,37.7754594,-87.0914782
SHELDONMIDDLESCHOOL,40.429261,-104.7158371
SHELDONCHRISTIANSCHOOL,33.430881,-94.0275812
DOONCHRISTIANSCHOOL,42.0056589,-80.3238571
GEORGEELEMENTARYSCHOOL,42.0056589,-80.3238571
GEORGE-LITTLEROCKSENIORHIGHSCHOOL,42.0056589,-80.3238571
HOSPERSELEMENTARYSCHOOL,47.4474568,-99.1173667
HULLPROTESTANTREFORMEDCHRISTIANSCHOOL,37.2314192,-77.402284
WESTLYONELEMENTARYSCHOOL,42.9610337,-91.3637842
LITTLEROCKELEMENTARYSCHOOL,21.1461271,-101.6569543
SOUTHO'BRIENELEMSCHPRIMGHARCENTER,40.8088857,-90.3763898
ROCKVALLEYELEMENTARYSCHOOL,40.8088857,-90.3763898
ROCKVALLEYJR-SRHIGHSCHOOL,43.0116608,-94.4227567
NETHERLANDSREFORMEDCHRISTIANSCHOOL,45.0113754,-95.5539454
ROCKVALLEYCHRISTIANSCHOOL,32.751581,-99.9005386
SIBLEY-OCHEYEDANMIDDLESCHOOL,40.445133,-99.3794636
KINSEYELEMENTARYSCHOOL,40.4796928,-95.9558871
SIOUXCENTERHIGHSCHOOL,40.4796928,-95.9558871
SIOUXCENTERMIDDLESCHOOL,40.4796928,-95.9558871
JOHNSONELEMENTARY,36.8385864,-86.8944751
IOWAGREATLAKESLUTHERANSCHOOL,33.376562,-86.9756899
ESTHERVILLELINCOLNCENTRALMIDDLESCHOOL,45.0004954,-95.5948993
ROOSEVELTELEMENTARY,40.2691166,-96.7467497
HARTLEY-MELVIN-SANBORNELEMENTARYSCHOOL,45.9749256,-94.3629547
HARRIS-LAKEPARKELEMENTARYSCHOOL,18.0631584,-93.1647219
HARRIS-LAKEPARKHIGHSCHOOL,18.0631584,-93.1647219
OKOBOJIELEMENTARYSCHOOL,21.1461271,-101.6569543
SPIRITLAKEELEMENTARYSCHOOL,41.6380806,-83.6083148
SPIRITLAKEHIGHSCHOOL,41.6380806,-83.6083148
SPIRITLAKEMIDDLESCHOOL,41.6380806,-83.6083148
ADAMSELEMENTARYSCHOOL,40.783323,-99.7488465
CARROLLHIGHSCHOOL,42.0906352,-94.8591834
CARROLLMIDDLESCHOOL,38.5287972,-100.9994966
DENISONELEMENTARYSCHOOL,33.4491869,-112.0389786
DENISONHIGHSCHOOL,30.097308,-93.7471409
DENISONMIDDLESCHOOL,39.972056,-75.1626511
STROSEOFLIMASCHOOL,46.4478612,-90.1817177
ZIONLUTHERANSCHOOL,34.0028845,-86.750954
GLIDDEN-RALSTONELEMENTARYSCHOOL,18.0631584,-93.1647219
GLIDDEN-RALSTONJR-SRHIGHSCHOOL,18.0631584,-93.1647219
BATTLECREEK-IDAGROVESENIORHIGHSCHOOL,42.3371645,-95.4588614
BCIGELEMENTARYSCHOOL,34.7868578,-91.895545
SOUTHERNCALELEMENTARYSCHOOL,18.0631584,-93.1647219
IKM-MANNINGHIGHSCHOOL,44.5793721,-91.2211779
MANNINGELEMENTARYSCHOOL,44.5793721,-91.2211779
ARCADIAELEMENTARYSCHOOL,42.8847247,-78.8701734
EDISONELEMENTARYSCHOOL,40.8009831,-73.937813
FRANKLINELEMENTARYSCHOOL,40.8009831,-73.937813
LONGFELLOWELEMENTARYSCHOOL,40.8009831,-73.937813
ROOSEVELTELEMENTARYSCHOOL,43.0363399,-87.9342038
RUEELEMENTARYSCHOOL,34.0259688,-118.3235538
THOMASJEFFERSONHIGHSCHOOL,34.0259688,-118.3235538
WALNUTGROVEELEMENTARYSCHOOL,34.0259688,-118.3235538
WOODROWWILSONMIDDLESCHOOL,34.0259688,-118.3235538
HEARTLANDCHRISTIANSCHOOL,36.8696284,-121.4071617
ABRAHAMLINCOLNHIGHSCHOOL,36.8696284,-121.4071617
HOOVERELEMENTARYSCHOOL,35.9841487,-83.9222338
LEWIS&CLARKELEMENTARYSCHOOL1603,33.5104271,-112.0825772
LEWISCENTRALMIDDLESCHOOL,33.5104271,-112.0825772
LEWISCENTRALSENIORHIGHSCHOOL,33.5104271,-112.0825772
TITANHILLINTERMEDIATESCHOOL,33.5104271,-112.0825772
WASHINGTONELEMENTARYSCHOOL,37.1572209,-87.68465
BRIDGEWOODEDUCATION,43.076667,-70.7802486
MONTESSORICHILDRENSHOUSE,43.076667,-70.7802486
STALBERTCATHOLICSCHOOLS,43.076667,-70.7802486
CARTERLAKEELEMENTARYSCHOOL,43.076667,-70.7802486
BOYERVALLEYELEMENTARYSCHOOL,41.9196254,-71.9033282
BOYERVALLEYMIDDLE/HIGHSCHOOL,41.854336,-95.5948175
ELKHORN-KIMBALLTONELEMENTARYSCHOOL,48.458654,10.959519
ELKHORN-KIMBALLTONHIGHSCHOOL,48.458654,10.959519
ELLIOTTELEMENTARYSCHOOL,21.1461271,-101.6569543
GLENWOODMIDDLESCHOOL,41.0508561,-95.7373311
GLENWOODSENIORHIGHSCHOOL,41.0463011,-95.7437204
NORTHEASTELEMENTARYSCHOOL,33.2744949,-93.2433031
WESTELEMENTARYSCHOOL,41.0462223,-95.7462783
SHELBYCOUNTYCATHOLICSCHOOL,41.6490288,-95.3310566
EASTMILLSMIDDLESCHOOL,43.932283,-94.9162149
NISHNAVALLEYELEMENTARYSCHOOL,43.932283,-94.9162149
LEWISELEMENTARYSCHOOL,-16.0689348,136.3064149
LOGAN-MAGNOLIAELEMENTARYSCHOOL,-16.0689348,136.3064149
LOGAN-MAGNOLIAJR-SRHIGHSCHOOL,-16.0689348,136.3064149
CHANTRYELEMENTARYSCHOOL,33.4310394,-94.039537
EASTMILLSHIGHSCHOOL,36.1406221,-95.9719667
MALVERNLEARNINGCENTER,42.8854422,-78.8743571
MISSOURIVALLEYELEMENTA,40.4228594,-86.8868623
MISSOURIVALLEYMIDDLESCHOOL,41.5062603,-87.6066338
WESTHARRISONELEMENTARY,40.8024499,-75.9692264
WESTHARRISONHIGHSCHOOL,40.8024499,-75.9692264
TRI-CENTERELEMENTARYSCHOOL,43.5435988,-95.5740967
TRI-CENTERHIGHSCHOOL,43.5435988,-95.5740967
TRI-CENTERMIDDLESCHOOL,43.5435988,-95.5740967
RIVERSIDEELEMENTARY,31.0212856,-96.4824167
INMANPRIMARYSCHOOL,34.5183314,-82.6704181
REDOAKEARLYCHILDHOOD,33.9440202,-80.3710183
REDOAKMIDDLESCHOOL,41.0113805,-95.2290245
WASHINGTONINTERMEDIATESCHOOL,41.0113805,-95.2290245
STANTONELEMENTARYSCHOOL,31.3122497,-92.4496067
STANTONHIGHSCHOOL,31.3122497,-92.4496067
TREYNORELEMENTARYSCHOOL,18.0631584,-93.1647219
WOODBINEELEMENTARYSCHOOL,41.7370599,-95.7065189
WOODBINEHIGHSCHOOL,41.7370599,-95.7065189
SHENANDOAHELEMENTARYSCHOOL,41.7370599,-95.7065189
SHENANDOAHHIGHSCHOOL,32.9183058,-97.0840597
SHENANDOAHMIDDLESCHOOL,32.9183058,-97.0840597
ESSEXJUNIOR-SENIORHIGHSCHOOL,41.7732769,-72.606845
HAMBURGJUNIOR-SENIORHIGHSCHOOL,41.318171,-89.8374688
MARNIESIMONSELEMENTARYSCHOOL,38.5728653,-121.5069307
AUDUBONELEMENTARYSCHOOL,42.7148964,-94.2269764
IRVINGELEMENTARYSCHOOL,42.7148964,-94.2269764
JONESHAND-IN-HANDPRESCHOOL,33.2045976,-117.2276267
LINCOLNELEMENTARYSCHOOL,38.9152016,-121.0802046
MARSHALLELEMENTARYSCHOOL,38.9152016,-121.0802046
PRESCOTTELEMENTARYSCHOOL,42.5042768,-90.6654778
THOMASJEFFERSONMIDDLESCHOOL,42.5042768,-90.6654778
HILLCRESTONCAMPUSSCHOOL,42.5042768,-90.6654778
HOLYGHOSTELEMENTARYSCHOOL,41.1453415,-104.8221072
MAZZUCHELLICATHOLICMIDDLESCHOOL,41.1453415,-104.8221072
STANTHONYSCHOOL,40.21214,-76.7785789
ELEANORROOSEVELTMIDDLESCHOOL,37.1325668,-80.4592854
HEMPSTEADHIGHSCHOOL,38.3975646,-81.5578143
JOHNKENNEDYELEMENTARYSCHOOL,30.4300442,-91.1408422
SAGEVILLEELEMENTARYSCHOOL,42.5683637,-90.7215445
DUBUQUELUTHERANSCHOOL,34.780915,-92.2653614
RESURRECTIONSCHOOL,34.780915,-92.2653614
BRYANTELEMENTARYSCHOOL,41.6614361,-86.2427497
TABLEMOUNDELEMENTARYSCHOOL,29.57679,-98.479343
STCOLUMBKILLESCHOOL,29.57679,-98.479343
ANDREWELEMENTARYSCHOOL,21.1461271,-101.6569543
MARQUETTESCHOOLSYSTEMPK-12,21.1461271,-101.6569543
BERNARDELEMENTARYSCHOOL,42.3085732,-90.8303396
AQUINCATHOLICELEMENTARYSCHOOL,42.3085732,-90.8303396
DYERSVILLEELEMENTARY/DREXLERFEEDERSCHOOL,36.8710221,-94.8709665
BECKMANJRSRHIGHSCHOOL,36.8710221,-94.8709665
STFRANCISXAVIERELEMENTARYSCHOOL,35.0832108,-106.6494248
ELKADERELEMENTARYSCHOOL,44.3613483,-97.3869286
SETONCATHOLICSCHOOL,30.515307,-82.9460182
CLAYTONRIDGEMIDDLESCHOOL,30.515307,-82.9460182
CLAYTONRIDGEELEMENTARYSCHOOL,18.0631584,-93.1647219
CLAYTONRIDGEHIGHSCHOOL,18.0631584,-93.1647219
BRIGGSELEMENTARYSCHOOL,42.0709804,-90.6690408
CARDINALELEMENTARYSCHOOL,39.9253012,-82.0190946
MAQUOKETAALTERNATIVECLASSROOM,38.5877548,-99.5684348
MAQUOKETACOMMUNITYHIGHSCHOOL,38.5877548,-99.5684348
MAQUOKETAMIDDLESCHOOL,38.5877548,-99.5684348
SACREDHEARTELEMENTARYSCHOOL,41.8057055,-71.4071847
PEOSTAELEMENTARYSCHOOL,20.2849592,100.0881379
SETONCATHOLICSCHOOLPEOSTACENTER,42.4542958,-90.8504091
PRESTONELEMENTARYSCHOOL,43.6894293,-98.0041342
JOHNCLINEELEMENTARYSCHOOL,35.6856451,-88.8841732
NORTHWINNESHIEKELEMENTARYSCHOOL,35.6856451,-88.8841732
NORTHWINNESHIEKMIDDLESCHOOL,35.6856451,-88.8841732
WESTSIDEELEMENTARYSCHOOL,41.7726855,-72.5323185
STBENEDICTSCHOOL,41.2482189,-77.009427
CRESCOEARLYCHILDHOODDEVELOPMENTCENTER,42.2780813,-71.1226248
CRESCOJUNIORHIGHSCHOOL,45.5420685,-100.4281448
CRESTWOODALTERNATIVESCHOOL,33.5065177,-86.839066
VALLEYHIGHSCHOOL,42.9737696,-91.6518451
NORTHMIDDLESCHOOL,42.9737696,-91.6518451
KEEHIGHSCHOOL,43.6587148,-90.2225877
LANSINGMIDDLESCHOOL,43.6587148,-90.2225877
MCGREGORINTERMEDIATESCHOOL,43.6587148,-90.2225877
MFLMARMACMIDDLESCHOOL,-16.0689348,136.3064149
MFLMARMACELEMENTARYSCHOOL,-16.0689348,136.3064149
MFLMARMACHS,-16.0689348,136.3064149
TURKEYVALLEYELEMENTARYSCHOOL,39.6426604,-76.4122287
TURKEYVALLEYJR-SRHIGHSCHOOL,39.6426604,-76.4122287
ALLAMAKEEJUNIORHIGHSCHOOL,47.4988278,-92.8826035
EASTCAMPUSELEMENTARYSCHOOL,28.023201,-81.7330027
WAUKONHIGHSCHOOL,47.4988345,-92.8826074
AMANAELEMENTARYSCHOOL,41.7953097,-91.8980655
ANAMOSAHIGHSCHOOL,41.7953097,-91.8980655
STRAWBERRYHILL,35.4484855,-97.0114104
WESTMIDDLESCHOOL,42.1063289,-91.2867957
STPATRICKSCHOOL,42.1094241,-91.2868037
ATKINSELEMENTARYSCHOOL,40.4379443,-99.3777405
BELLEPLAINEJR/SRHIGHSCHOOL,46.8615773,-96.7890789
LONGFELLOWELEMENTARYSCHOOL,40.1094741,-96.1520436
CENTRALCITYELEMENTARYSCHOOL,33.9666916,-83.3859342
CENTRALCITYHIGHSCHOOL,33.9666916,-83.3859342
CENTRALCITYJUNIORHIGH,33.9666916,-83.3859342
DYSART-GENESEOELEMENTARYSCHOOL,38.8507126,-97.6125829
UNIONMIDDLESCHOOL,64.4202577,-21.912083
ELIZABETHTATEALT.HIGHSCHOOL,36.3237915,-119.6690874
GRANTWOODELEMENTARYSCHOOL,37.4021443,-79.1981681
LONGFELLOWELEMENTARYSCHOOL,39.1924733,-84.476555
MARKTWAINELEMENTARY,39.1924733,-84.476555
SOUTHEASTJUNIORHIGHSCHOOL,38.1998433,-85.6452375
CENTRALELEMENTARYSCHOOL,36.803742,-98.6667933
KIRKWOODELEMENTARYSCHOOL,37.6444031,-121.0067968
NORTHWESTJUNIORHIGHSCHOOL,44.6521499,-84.1501276
WICKHAMELEMENTARY,44.6521499,-84.1501276
HILLSIDECHRISTIANSCHOOL,41.4995767,-90.579804
HELENLEMMEELEMENTARYSCHOOL,41.4995767,-90.579804
HERBERTHOOVERELEMENTARYSCHOOL,41.4995767,-90.579804
HORACEMANNELEMENTARYSCHOOL,41.4995767,-90.579804
IOWACITYHIGHSCHOOL,36.0437213,-94.1495279
ROBERTLUCASELEMENTARYSCHOOL,36.0437213,-94.1495279
REGINACATHOLICELEMENTARYSCHOOL,34.0744835,-117.5463264
REGINAINTER-PARISHCATHOLICEDUCATIONCENTER,34.0744731,-117.5463204
WILLOWWINDSCHOOL,34.0744731,-117.5463204
ERNESTHORNELEMENTARYSCHOOL,34.0744731,-117.5463204
LINCOLNELEMENTARYSCHOOL,34.0744731,-117.5463204
KALONAELEMENTARYSCHOOL,38.5890568,-99.5684834
MID-PRAIRIEMIDDLESCHOOL,42.1052249,-94.0670865
WASHINGTONTOWNSHIPELEMENTARYSCHOOL,41.5463343,-91.7714262
IOWAMENNONITESCHOOL,41.5463343,-91.7714262
PATHWAYCHRISTIANSCHOOL,33.5200323,-117.760793
KEYSTONEELEMENTARYSCHOOL,36.2688809,-97.2816801
MIDLANDELEMENTARYATLOSTNATION,46.7278189,-92.0800205
IOWAVALLEYELEMENTARYSCHOOL,39.6405935,-89.1877021
IOWAVALLEYJR-SRHIGHSCHOOL,34.5526557,-80.5809086
ECHOHILLELEMENTARY,34.5526557,-80.5809086
EMERSONELEMENTARYSCHOOL,44.9622927,-92.3749069
EXCELSIORMIDDLESCHOOL,35.413598,-94.3888543
FRANCISMARIONINTERMEDIATESCHOOL,38.4293493,-82.3811413
INDIANCREEKELEMENTARYSCHOOL,42.0519719,-123.5851456
LINNGROVEELEMENTARYSCHOOL,43.5654334,-94.4060025
MARIONHIGHSCHOOL,39.9430156,-75.1673632
MARIONHOMESCHOOL,39.944746,-75.1669892
NOVAKELEMENTARYSCHOOL,39.944746,-75.1669892
OAKRIDGESCHOOL,39.944746,-75.1669892
STARRYELEMENTARYSCHOOL,39.944746,-75.1669892
VERNONMIDDLESCHOOL,38.4206121,-82.4364883
WILKINSELEMENTARYSCHOOL,45.5118643,-91.6009965
GRACEBAPTISTACADEMY,45.5118643,-91.6009965
STJOSEPHCATHOLICSCHOOL,41.5062611,-87.5864046
NORTHCEDARMECHANICSVILLEELEMCTR,42.9444593,-93.3860462
MONTICELLOHIGHSCHOOL,35.0915733,-92.4204745
MONTICELLOMIDDLESCHOOL,39.0370892,-90.1446674
SHANNONELEMENTARYSCHOOL,32.4939858,-94.7445719
SACREDHEARTSCHOOL,34.8277589,-78.0228638
MOUNTVERNONHIGHSCHOOL,47.3695264,-119.9577465
MOUNTVERNONMIDDLESCHOOL,47.3695264,-119.9577465
WASHINGTONELEMENTARYSCHOOL,48.8414347,-95.7683795
PENNELEMENTARYSCHOOL,48.8414347,-95.7683795
HERITAGECHRISTIANSCHOOL,41.7347101,-91.5809062
MONTESSORICHILDREN'SGARDEN,39.2174563,-80.2933762
NORWAYELEMENTARYSCHOOL,39.2174563,-80.2933762
OLINELEMENTARYSCHOOL,41.9949693,-91.139976
OLINJUNIOR-SENIORHIGHSCHOOL,41.9949693,-91.139976
MIDLANDELEMENTARYATOXFORDJUNCTION,41.9949693,-91.139976
HIGHLANDHIGHSCHOOL,41.9891764,-87.829107
HIGHLANDMIDDLESCHOOL,41.9891764,-87.829107
SOLONMIDDLESCHOOL,41.6728748,-86.2948229
SPRINGVILLEELEMENTARYSCHOOL,42.9521383,-91.6425411
SPRINGVILLESECONDARYSCHOOL,42.9521383,-91.6425411
NORTHCEDARHIGHSCHOOL,21.1461271,-101.6569543
MESKWAKISETTLEMENTSCHOOL,41.913638,-94.3353974
SOUTHTAMACOUNTYELEMENTARYSCHOOL,32.5930023,-97.1105743
SOUTHTAMACOUNTYHIGHSCHOOL,31.7290558,-99.9568485
SOUTHTAMACOUNTYMIDDLESCHOOL,40.4760102,-85.8629932
H-L-VELEMENTARYSCHOOL,40.8088857,-90.3763898
H-L-VJUNIOR-SENIORHIGHSCHOOL,40.8088857,-90.3763898
TILFORDELEMENTARYSCHOOL,28.2460337,-81.2656034
VINTON-SHELLSBURGHIGHSCHOOL,41.4514357,-82.1676169
VINTON-SHELLSBURGMIDDLESCHOOL,41.4514357,-82.1676169
CONOCHRISTIANSCHOOL,42.3166582,-91.7737727
ASSURECENTERALTERNATIVESCHOOL,33.0042078,-80.0435309
WASHINGTONJUNIORHIGHSCHOOL,33.0042078,-80.0435309
STJAMESSCHOOL,33.3942269,-104.530458
WELLMANELEMENTARYSCHOOL,40.8088857,-90.3763898
HOOVERELEMENTARYSCHOOL,18.0631584,-93.1647219
WESTBRANCHHIGHSCHOOL,18.0631584,-93.1647219
WESTBRANCHMIDDLESCHOOL,18.0631584,-93.1647219
SCATTERGOODFRIENDSSCHOOL,18.0631584,-93.1647219
BOWMANWOODSELEMENTARYSCHOOL,18.0631584,-93.1647219
