NCES ID,Total Revenue,Revenue Per Student,Federal Total - Rev,Federal PS Rev,Local Total Rev,Local PS Rev,State Total Rev,State PS Rev,Total Exp,Exp PS,Total Current Exp,Current Exp PS,Exp - Instruction,Exp - Instructional PS,"Total Exp Student, Staf","PS Exp, Student, Staff",Total Exp Admin,PS Exp Admin,Total Exp Ops,PS Exp Ops,Total Capital Outlay,PS Cap Outlay,Total Construction Outlay,PS Construction Outlay,Total Non El-Sec Ed,PS Non El-Sec Ed,Total Interest on Debt,PS Interest on Debt
1913320,"$6,437,000 ","$11,855 ","$649,000 ","$1,195 ","$3,211,000 ","$5,913 ","$2,577,000 ","$4,746 ","$5,566,000 ","$10,250 ","$4,669,000 ","$8,599 ","$2,976,000 ","$5,481 ","$287,000 ",$529 ,"$548,000 ","$1,009 ","$858,000 ","$1,580 ","$622,000 ","$1,145 ","$464,000 ",$855 ,$0 ,$0 ,"$18,000 ",$33 
1926850,"$6,488,000 ","$10,465 ","$586,000 ",$945 ,"$3,141,000 ","$5,066 ","$2,761,000 ","$4,453 ","$5,736,000 ","$9,252 ","$4,793,000 ","$7,731 ","$3,019,000 ","$4,869 ","$270,000 ",$435 ,"$514,000 ",$829 ,"$990,000 ","$1,597 ","$286,000 ",$461 ,"$76,000 ",$123 ,$0 ,$0 ,"$80,000 ",$129 
1900023,"$6,494,000 ","$14,056 ","$418,000 ",$905 ,"$4,313,000 ","$9,335 ","$1,763,000 ","$3,816 ","$6,493,000 ","$14,054 ","$5,265,000 ","$11,396 ","$3,426,000 ","$7,416 ","$245,000 ",$530 ,"$626,000 ","$1,355 ","$968,000 ","$2,095 ","$1,026,000 ","$2,221 ","$140,000 ",$303 ,$0 ,$0 ,"$57,000 ",$123 
1927600,"$6,502,000 ","$11,590 ","$559,000 ",$996 ,"$3,496,000 ","$6,232 ","$2,447,000 ","$4,362 ","$6,516,000 ","$11,615 ","$5,144,000 ","$9,169 ","$3,280,000 ","$5,847 ","$181,000 ",$323 ,"$700,000 ","$1,248 ","$983,000 ","$1,752 ","$377,000 ",$672 ,"$184,000 ",$328 ,$0 ,$0 ,"$101,000 ",$180 
1929580,"$6,622,000 ","$11,783 ","$544,000 ",$968 ,"$4,123,000 ","$7,336 ","$1,955,000 ","$3,479 ","$6,322,000 ","$11,249 ","$5,688,000 ","$10,121 ","$3,945,000 ","$7,020 ","$131,000 ",$233 ,"$543,000 ",$966 ,"$1,069,000 ","$1,902 ","$372,000 ",$662 ,"$332,000 ",$591 ,$0 ,$0 ,$0 ,$0 
1930560,"$6,633,000 ","$12,038 ","$840,000 ","$1,525 ","$3,306,000 ","$6,000 ","$2,487,000 ","$4,514 ","$6,372,000 ","$11,564 ","$5,465,000 ","$9,918 ","$3,632,000 ","$6,592 ","$192,000 ",$348 ,"$579,000 ","$1,051 ","$1,062,000 ","$1,927 ","$773,000 ","$1,403 ","$508,000 ",$922 ,$0 ,$0 ,"$31,000 ",$56 
1905430,"$6,634,000 ","$9,991 ","$570,000 ",$858 ,"$3,768,000 ","$5,675 ","$2,296,000 ","$3,458 ","$6,755,000 ","$10,173 ","$5,500,000 ","$8,283 ","$3,660,000 ","$5,512 ","$186,000 ",$280 ,"$530,000 ",$798 ,"$1,124,000 ","$1,693 ","$783,000 ","$1,179 ","$598,000 ",$901 ,$0 ,$0 ,"$231,000 ",$348 
1914850,"$6,643,000 ","$10,412 ","$244,000 ",$382 ,"$3,319,000 ","$5,202 ","$3,080,000 ","$4,828 ","$6,113,000 ","$9,582 ","$5,080,000 ","$7,962 ","$3,548,000 ","$5,561 ","$219,000 ",$343 ,"$485,000 ",$760 ,"$828,000 ","$1,298 ","$455,000 ",$713 ,"$394,000 ",$618 ,"$60,000 ",$94 ,"$86,000 ",$135 
1910050,"$6,652,000 ","$10,443 ","$492,000 ",$772 ,"$3,252,000 ","$5,105 ","$2,908,000 ","$4,565 ","$5,795,000 ","$9,097 ","$5,180,000 ","$8,132 ","$3,496,000 ","$5,488 ","$211,000 ",$331 ,"$540,000 ",$848 ,"$933,000 ","$1,465 ","$163,000 ",$256 ,"$20,000 ",$31 ,$0 ,$0 ,"$130,000 ",$204 
1929490,"$6,669,000 ","$12,237 ","$595,000 ","$1,092 ","$3,571,000 ","$6,552 ","$2,503,000 ","$4,593 ","$6,126,000 ","$11,240 ","$5,272,000 ","$9,673 ","$3,554,000 ","$6,521 ","$110,000 ",$202 ,"$732,000 ","$1,343 ","$876,000 ","$1,607 ","$203,000 ",$372 ,"$125,000 ",$229 ,$0 ,$0 ,"$177,000 ",$325 
1910980,"$6,671,000 ","$11,326 ","$500,000 ",$849 ,"$3,559,000 ","$6,042 ","$2,612,000 ","$4,435 ","$5,691,000 ","$9,662 ","$5,159,000 ","$8,759 ","$3,619,000 ","$6,144 ","$60,000 ",$102 ,"$624,000 ","$1,059 ","$856,000 ","$1,453 ","$101,000 ",$171 ,$0 ,$0 ,$0 ,$0 ,"$48,000 ",$81 
1914160,"$6,726,000 ","$12,011 ","$509,000 ",$909 ,"$3,957,000 ","$7,066 ","$2,260,000 ","$4,036 ","$8,127,000 ","$14,513 ","$5,908,000 ","$10,550 ","$3,803,000 ","$6,791 ","$305,000 ",$545 ,"$734,000 ","$1,311 ","$1,066,000 ","$1,904 ","$1,741,000 ","$3,109 ","$1,124,000 ","$2,007 ",$0 ,$0 ,"$136,000 ",$243 
1903960,"$6,770,000 ","$10,611 ","$711,000 ","$1,114 ","$3,470,000 ","$5,439 ","$2,589,000 ","$4,058 ","$6,304,000 ","$9,881 ","$5,392,000 ","$8,451 ","$3,468,000 ","$5,436 ","$377,000 ",$591 ,"$566,000 ",$887 ,"$981,000 ","$1,538 ","$525,000 ",$823 ,"$297,000 ",$466 ,$0 ,$0 ,"$180,000 ",$282 
1912120,"$6,774,000 ","$15,326 ","$544,000 ","$1,231 ","$4,002,000 ","$9,054 ","$2,228,000 ","$5,041 ","$6,726,000 ","$15,217 ","$3,589,000 ","$8,120 ","$2,228,000 ","$5,041 ","$131,000 ",$296 ,"$497,000 ","$1,124 ","$733,000 ","$1,658 ","$2,659,000 ","$6,016 ","$2,561,000 ","$5,794 ",$0 ,$0 ,"$177,000 ",$400 
1919200,"$6,775,000 ","$11,348 ","$448,000 ",$750 ,"$3,832,000 ","$6,419 ","$2,495,000 ","$4,179 ","$7,349,000 ","$12,310 ","$4,678,000 ","$7,836 ","$2,859,000 ","$4,789 ","$202,000 ",$338 ,"$531,000 ",$889 ,"$1,086,000 ","$1,819 ","$1,674,000 ","$2,804 ","$1,621,000 ","$2,715 ",$0 ,$0 ,$0 ,$0 
1916440,"$6,794,000 ","$11,156 ","$520,000 ",$854 ,"$3,795,000 ","$6,232 ","$2,479,000 ","$4,071 ","$8,359,000 ","$13,726 ","$5,066,000 ","$8,319 ","$3,183,000 ","$5,227 ","$306,000 ",$502 ,"$577,000 ",$947 ,"$1,000,000 ","$1,642 ","$2,469,000 ","$4,054 ","$2,117,000 ","$3,476 ",$0 ,$0 ,"$367,000 ",$603 
1909600,"$6,819,000 ","$11,106 ","$413,000 ",$673 ,"$4,055,000 ","$6,604 ","$2,351,000 ","$3,829 ","$6,483,000 ","$10,559 ","$6,006,000 ","$9,782 ","$3,808,000 ","$6,202 ","$379,000 ",$617 ,"$693,000 ","$1,129 ","$1,126,000 ","$1,834 ","$223,000 ",$363 ,"$78,000 ",$127 ,$0 ,$0 ,"$88,000 ",$143 
1905190,"$6,835,000 ","$11,223 ","$722,000 ","$1,186 ","$3,273,000 ","$5,374 ","$2,840,000 ","$4,663 ","$6,129,000 ","$10,064 ","$5,665,000 ","$9,302 ","$3,807,000 ","$6,251 ","$131,000 ",$215 ,"$773,000 ","$1,269 ","$954,000 ","$1,567 ","$152,000 ",$250 ,"$74,000 ",$122 ,$0 ,$0 ,"$99,000 ",$163 
1926280,"$6,863,000 ","$10,791 ","$885,000 ","$1,392 ","$3,038,000 ","$4,777 ","$2,940,000 ","$4,623 ","$8,832,000 ","$13,887 ","$6,161,000 ","$9,687 ","$4,199,000 ","$6,602 ","$207,000 ",$325 ,"$789,000 ","$1,241 ","$966,000 ","$1,519 ","$2,483,000 ","$3,904 ","$1,822,000 ","$2,865 ",$0 ,$0 ,$0 ,$0 
1903300,"$6,865,000 ","$12,281 ","$425,000 ",$760 ,"$4,050,000 ","$7,245 ","$2,390,000 ","$4,275 ","$6,729,000 ","$12,038 ","$5,011,000 ","$8,964 ","$3,111,000 ","$5,565 ","$303,000 ",$542 ,"$590,000 ","$1,055 ","$1,007,000 ","$1,801 ","$1,009,000 ","$1,805 ","$663,000 ","$1,186 ",$0 ,$0 ,"$155,000 ",$277 
1929010,"$6,870,000 ","$11,704 ","$442,000 ",$753 ,"$4,036,000 ","$6,876 ","$2,392,000 ","$4,075 ","$6,304,000 ","$10,739 ","$5,193,000 ","$8,847 ","$3,118,000 ","$5,312 ","$500,000 ",$852 ,"$714,000 ","$1,216 ","$861,000 ","$1,467 ","$422,000 ",$719 ,"$149,000 ",$254 ,$0 ,$0 ,"$306,000 ",$521 
1918480,"$6,884,000 ","$13,393 ","$535,000 ","$1,041 ","$3,921,000 ","$7,628 ","$2,428,000 ","$4,724 ","$6,462,000 ","$12,572 ","$5,211,000 ","$10,138 ","$3,385,000 ","$6,586 ","$267,000 ",$519 ,"$571,000 ","$1,111 ","$988,000 ","$1,922 ","$590,000 ","$1,148 ","$86,000 ",$167 ,"$5,000 ",$10 ,"$153,000 ",$298 
1904620,"$6,942,000 ","$11,551 ","$628,000 ","$1,045 ","$3,328,000 ","$5,537 ","$2,986,000 ","$4,968 ","$12,735,000 ","$21,190 ","$5,017,000 ","$8,348 ","$3,422,000 ","$5,694 ","$156,000 ",$260 ,"$543,000 ",$903 ,"$896,000 ","$1,491 ","$7,020,000 ","$11,681 ","$6,929,000 ","$11,529 ",$0 ,$0 ,"$455,000 ",$757 
1904650,"$7,056,000 ","$10,773 ","$657,000 ","$1,003 ","$3,485,000 ","$5,321 ","$2,914,000 ","$4,449 ","$10,165,000 ","$15,519 ","$5,642,000 ","$8,614 ","$3,540,000 ","$5,405 ","$404,000 ",$617 ,"$638,000 ",$974 ,"$1,060,000 ","$1,618 ","$4,223,000 ","$6,447 ","$3,807,000 ","$5,812 ",$0 ,$0 ,"$124,000 ",$189 
1931470,"$7,144,000 ","$11,927 ","$685,000 ","$1,144 ","$4,414,000 ","$7,369 ","$2,045,000 ","$3,414 ","$6,644,000 ","$11,092 ","$5,846,000 ","$9,760 ","$3,765,000 ","$6,285 ","$281,000 ",$469 ,"$684,000 ","$1,142 ","$1,116,000 ","$1,863 ","$560,000 ",$935 ,"$171,000 ",$285 ,$0 ,$0 ,"$27,000 ",$45 
1913660,"$7,160,000 ","$10,332 ","$456,000 ",$658 ,"$3,756,000 ","$5,420 ","$2,948,000 ","$4,254 ","$6,984,000 ","$10,078 ","$6,240,000 ","$9,004 ","$4,617,000 ","$6,662 ","$73,000 ",$105 ,"$534,000 ",$771 ,"$1,016,000 ","$1,466 ","$395,000 ",$570 ,"$65,000 ",$94 ,$0 ,$0 ,"$74,000 ",$107 
1999019,"$7,186,000 ","$12,139 ","$801,000 ","$1,353 ","$3,792,000 ","$6,405 ","$2,593,000 ","$4,380 ","$6,835,000 ","$11,546 ","$5,861,000 ","$9,900 ","$3,968,000 ","$6,703 ","$147,000 ",$248 ,"$594,000 ","$1,003 ","$1,152,000 ","$1,946 ","$506,000 ",$855 ,"$288,000 ",$486 ,"$75,000 ",$127 ,"$4,000 ",$7 
1904440,"$7,194,000 ","$12,173 ","$643,000 ","$1,088 ","$4,033,000 ","$6,824 ","$2,518,000 ","$4,261 ","$6,635,000 ","$11,227 ","$5,962,000 ","$10,088 ","$3,705,000 ","$6,269 ","$358,000 ",$606 ,"$744,000 ","$1,259 ","$1,155,000 ","$1,954 ","$379,000 ",$641 ,"$182,000 ",$308 ,"$19,000 ",$32 ,"$117,000 ",$198 
1906960,"$7,225,000 ","$10,162 ","$730,000 ","$1,027 ","$3,544,000 ","$4,985 ","$2,951,000 ","$4,150 ","$6,880,000 ","$9,677 ","$5,863,000 ","$8,246 ","$3,893,000 ","$5,475 ","$250,000 ",$352 ,"$685,000 ",$963 ,"$1,035,000 ","$1,456 ","$339,000 ",$477 ,"$169,000 ",$238 ,$0 ,$0 ,"$74,000 ",$104 
1927960,"$7,258,000 ","$12,137 ","$517,000 ",$865 ,"$4,314,000 ","$7,214 ","$2,427,000 ","$4,059 ","$6,409,000 ","$10,717 ","$5,335,000 ","$8,921 ","$3,396,000 ","$5,679 ","$308,000 ",$515 ,"$485,000 ",$811 ,"$1,146,000 ","$1,916 ","$389,000 ",$651 ,"$194,000 ",$324 ,$0 ,$0 ,"$318,000 ",$532 
1900026,"$7,276,000 ","$11,494 ","$789,000 ","$1,246 ","$4,058,000 ","$6,411 ","$2,429,000 ","$3,837 ","$6,840,000 ","$10,806 ","$6,012,000 ","$9,498 ","$3,966,000 ","$6,265 ","$366,000 ",$578 ,"$748,000 ","$1,182 ","$932,000 ","$1,472 ","$439,000 ",$694 ,"$157,000 ",$248 ,$0 ,$0 ,"$67,000 ",$106 
1917460,"$7,276,000 ","$11,387 ","$650,000 ","$1,017 ","$3,483,000 ","$5,451 ","$3,143,000 ","$4,919 ","$6,692,000 ","$10,473 ","$6,188,000 ","$9,684 ","$3,978,000 ","$6,225 ","$335,000 ",$524 ,"$616,000 ",$964 ,"$1,259,000 ","$1,970 ","$195,000 ",$305 ,"$31,000 ",$49 ,$0 ,$0 ,"$106,000 ",$166 
1913230,"$7,278,000 ","$10,961 ","$792,000 ","$1,193 ","$3,701,000 ","$5,574 ","$2,785,000 ","$4,194 ","$5,917,000 ","$8,911 ","$5,169,000 ","$7,785 ","$3,066,000 ","$4,617 ","$351,000 ",$529 ,"$580,000 ",$873 ,"$1,172,000 ","$1,765 ","$359,000 ",$541 ,"$113,000 ",$170 ,$0 ,$0 ,$0 ,$0 
1931020,"$7,343,000 ","$9,675 ","$719,000 ",$947 ,"$3,623,000 ","$4,773 ","$3,001,000 ","$3,954 ","$7,133,000 ","$9,398 ","$6,200,000 ","$8,169 ","$4,337,000 ","$5,714 ","$215,000 ",$283 ,"$486,000 ",$640 ,"$1,162,000 ","$1,531 ","$632,000 ",$833 ,"$479,000 ",$631 ,$0 ,$0 ,"$116,000 ",$153 
1926790,"$7,354,000 ","$10,863 ","$691,000 ","$1,021 ","$3,737,000 ","$5,520 ","$2,926,000 ","$4,322 ","$6,898,000 ","$10,189 ","$5,413,000 ","$7,996 ","$3,597,000 ","$5,313 ","$246,000 ",$363 ,"$602,000 ",$889 ,"$968,000 ","$1,430 ","$867,000 ","$1,281 ","$381,000 ",$563 ,$0 ,$0 ,"$12,000 ",$18 
1913290,"$7,364,000 ","$11,707 ","$599,000 ",$952 ,"$4,007,000 ","$6,370 ","$2,758,000 ","$4,385 ","$6,952,000 ","$11,052 ","$5,527,000 ","$8,787 ","$3,485,000 ","$5,541 ","$273,000 ",$434 ,"$712,000 ","$1,132 ","$1,057,000 ","$1,680 ","$454,000 ",$722 ,"$235,000 ",$374 ,$0 ,$0 ,"$86,000 ",$137 
1906240,"$7,370,000 ","$11,321 ","$969,000 ","$1,488 ","$3,103,000 ","$4,767 ","$3,298,000 ","$5,066 ","$6,071,000 ","$9,326 ","$5,300,000 ","$8,141 ","$3,364,000 ","$5,167 ","$299,000 ",$459 ,"$735,000 ","$1,129 ","$902,000 ","$1,386 ","$263,000 ",$404 ,"$126,000 ",$194 ,$0 ,$0 ,"$12,000 ",$18 
1931110,"$7,395,000 ","$11,070 ","$868,000 ","$1,299 ","$3,563,000 ","$5,334 ","$2,964,000 ","$4,437 ","$7,537,000 ","$11,283 ","$5,799,000 ","$8,681 ","$3,691,000 ","$5,525 ","$393,000 ",$588 ,"$685,000 ","$1,025 ","$1,030,000 ","$1,542 ","$1,122,000 ","$1,680 ","$971,000 ","$1,454 ","$12,000 ",$18 ,"$12,000 ",$18 
1900027,"$7,397,000 ","$10,274 ","$611,000 ",$849 ,"$4,317,000 ","$5,996 ","$2,469,000 ","$3,429 ","$6,685,000 ","$9,285 ","$5,583,000 ","$7,754 ","$3,597,000 ","$4,996 ","$219,000 ",$304 ,"$707,000 ",$982 ,"$1,060,000 ","$1,472 ","$450,000 ",$625 ,"$237,000 ",$329 ,"$99,000 ",$138 ,"$2,000 ",$3 
1920190,"$7,427,000 ","$10,230 ","$815,000 ","$1,123 ","$3,452,000 ","$4,755 ","$3,160,000 ","$4,353 ","$6,860,000 ","$9,449 ","$5,953,000 ","$8,200 ","$4,030,000 ","$5,551 ","$317,000 ",$437 ,"$583,000 ",$803 ,"$1,023,000 ","$1,409 ","$543,000 ",$748 ,"$100,000 ",$138 ,$0 ,$0 ,$0 ,$0 
1923160,"$7,445,000 ","$10,743 ","$658,000 ",$949 ,"$3,437,000 ","$4,960 ","$3,350,000 ","$4,834 ","$6,459,000 ","$9,320 ","$5,767,000 ","$8,322 ","$3,939,000 ","$5,684 ","$202,000 ",$291 ,"$656,000 ",$947 ,"$970,000 ","$1,400 ","$437,000 ",$631 ,"$131,000 ",$189 ,"$22,000 ",$32 ,"$48,000 ",$69 
1904080,"$7,460,000 ","$10,718 ","$741,000 ","$1,065 ","$3,921,000 ","$5,634 ","$2,798,000 ","$4,020 ","$8,064,000 ","$11,586 ","$5,139,000 ","$7,384 ","$3,441,000 ","$4,944 ","$105,000 ",$151 ,"$714,000 ","$1,026 ","$879,000 ","$1,263 ","$1,927,000 ","$2,769 ","$1,465,000 ","$2,105 ",$0 ,$0 ,"$269,000 ",$386 
1913110,"$7,466,000 ","$10,227 ","$491,000 ",$673 ,"$3,742,000 ","$5,126 ","$3,233,000 ","$4,429 ","$8,101,000 ","$11,097 ","$6,785,000 ","$9,295 ","$4,278,000 ","$5,860 ","$349,000 ",$478 ,"$800,000 ","$1,096 ","$1,358,000 ","$1,860 ","$1,029,000 ","$1,410 ","$930,000 ","$1,274 ",$0 ,$0 ,"$51,000 ",$70 
1921090,"$7,468,000 ","$13,288 ","$567,000 ","$1,009 ","$4,462,000 ","$7,940 ","$2,439,000 ","$4,340 ","$7,105,000 ","$12,642 ","$6,166,000 ","$10,972 ","$3,861,000 ","$6,870 ","$382,000 ",$680 ,"$692,000 ","$1,231 ","$1,231,000 ","$2,190 ","$526,000 ",$936 ,"$407,000 ",$724 ,$0 ,$0 ,"$60,000 ",$107 
1912660,"$7,492,000 ","$11,266 ","$643,000 ",$967 ,"$4,023,000 ","$6,050 ","$2,826,000 ","$4,250 ","$7,801,000 ","$11,731 ","$5,204,000 ","$7,826 ","$3,109,000 ","$4,675 ","$278,000 ",$418 ,"$629,000 ",$946 ,"$1,188,000 ","$1,786 ","$1,506,000 ","$2,265 ","$1,035,000 ","$1,556 ",$0 ,$0 ,"$28,000 ",$42 
1929760,"$7,506,000 ","$10,677 ","$798,000 ","$1,135 ","$3,534,000 ","$5,027 ","$3,174,000 ","$4,515 ","$13,142,000 ","$18,694 ","$5,430,000 ","$7,724 ","$3,644,000 ","$5,183 ","$183,000 ",$260 ,"$535,000 ",$761 ,"$1,068,000 ","$1,519 ","$6,624,000 ","$9,422 ","$6,611,000 ","$9,404 ",$0 ,$0 ,"$252,000 ",$358 
1916110,"$7,555,000 ","$12,146 ","$702,000 ","$1,129 ","$4,465,000 ","$7,178 ","$2,388,000 ","$3,839 ","$6,898,000 ","$11,090 ","$5,976,000 ","$9,608 ","$3,697,000 ","$5,944 ","$548,000 ",$881 ,"$652,000 ","$1,048 ","$1,079,000 ","$1,735 ","$652,000 ","$1,048 ","$273,000 ",$439 ,$0 ,$0 ,"$143,000 ",$230 
1923340,"$7,576,000 ","$13,901 ","$1,130,000 ","$2,073 ","$2,888,000 ","$5,299 ","$3,558,000 ","$6,528 ","$8,181,000 ","$15,011 ","$5,617,000 ","$10,306 ","$3,690,000 ","$6,771 ","$355,000 ",$651 ,"$602,000 ","$1,105 ","$970,000 ","$1,780 ","$2,156,000 ","$3,956 ","$2,015,000 ","$3,697 ",$0 ,$0 ,"$96,000 ",$176 
1913350,"$7,590,000 ","$11,431 ","$696,000 ","$1,048 ","$4,231,000 ","$6,372 ","$2,663,000 ","$4,011 ","$8,380,000 ","$12,620 ","$6,605,000 ","$9,947 ","$4,323,000 ","$6,511 ","$542,000 ",$816 ,"$604,000 ",$910 ,"$1,136,000 ","$1,711 ","$1,563,000 ","$2,354 ","$416,000 ",$627 ,$0 ,$0 ,$0 ,$0 
1925200,"$7,595,000 ","$11,490 ","$599,000 ",$906 ,"$4,410,000 ","$6,672 ","$2,586,000 ","$3,912 ","$6,015,000 ","$9,100 ","$5,414,000 ","$8,191 ","$3,529,000 ","$5,339 ","$259,000 ",$392 ,"$498,000 ",$753 ,"$1,128,000 ","$1,707 ","$196,000 ",$297 ,"$89,000 ",$135 ,$0 ,$0 ,"$48,000 ",$73 
1904320,"$7,660,000 ","$11,037 ","$699,000 ","$1,007 ","$4,031,000 ","$5,808 ","$2,930,000 ","$4,222 ","$7,814,000 ","$11,259 ","$6,593,000 ","$9,500 ","$4,610,000 ","$6,643 ","$355,000 ",$512 ,"$477,000 ",$687 ,"$1,151,000 ","$1,659 ","$1,040,000 ","$1,499 ","$666,000 ",$960 ,$0 ,$0 ,"$5,000 ",$7 
1908940,"$7,676,000 ","$10,796 ","$644,000 ",$906 ,"$3,718,000 ","$5,229 ","$3,314,000 ","$4,661 ","$6,824,000 ","$9,598 ","$5,419,000 ","$7,622 ","$3,352,000 ","$4,714 ","$351,000 ",$494 ,"$766,000 ","$1,077 ","$950,000 ","$1,336 ","$550,000 ",$774 ,"$294,000 ",$414 ,$0 ,$0 ,"$76,000 ",$107 
1924660,"$7,874,000 ","$11,841 ","$721,000 ","$1,084 ","$4,318,000 ","$6,493 ","$2,835,000 ","$4,263 ","$6,741,000 ","$10,137 ","$5,818,000 ","$8,749 ","$3,982,000 ","$5,988 ","$250,000 ",$376 ,"$608,000 ",$914 ,"$978,000 ","$1,471 ","$553,000 ",$832 ,"$413,000 ",$621 ,$0 ,$0 ,"$259,000 ",$389 
1917250,"$7,904,000 ","$11,658 ","$535,000 ",$789 ,"$4,121,000 ","$6,078 ","$3,248,000 ","$4,791 ","$7,063,000 ","$10,417 ","$5,040,000 ","$7,434 ","$3,104,000 ","$4,578 ","$297,000 ",$438 ,"$609,000 ",$898 ,"$1,030,000 ","$1,519 ","$775,000 ","$1,143 ","$286,000 ",$422 ,"$403,000 ",$594 ,"$90,000 ",$133 
1930780,"$7,918,000 ","$16,669 ","$657,000 ","$1,383 ","$5,012,000 ","$10,552 ","$2,249,000 ","$4,735 ","$7,494,000 ","$15,777 ","$6,406,000 ","$13,486 ","$4,324,000 ","$9,103 ","$381,000 ",$802 ,"$668,000 ","$1,406 ","$1,033,000 ","$2,175 ","$823,000 ","$1,733 ","$526,000 ","$1,107 ",$0 ,$0 ,"$76,000 ",$160 
1927270,"$7,972,000 ","$11,276 ","$859,000 ","$1,215 ","$4,054,000 ","$5,734 ","$3,059,000 ","$4,327 ","$7,535,000 ","$10,658 ","$6,557,000 ","$9,274 ","$4,538,000 ","$6,419 ","$194,000 ",$274 ,"$695,000 ",$983 ,"$1,130,000 ","$1,598 ","$551,000 ",$779 ,"$434,000 ",$614 ,$0 ,$0 ,"$11,000 ",$16 
1914340,"$8,053,000 ","$11,913 ","$548,000 ",$811 ,"$4,361,000 ","$6,451 ","$3,144,000 ","$4,651 ","$7,703,000 ","$11,395 ","$6,163,000 ","$9,117 ","$3,822,000 ","$5,654 ","$481,000 ",$712 ,"$787,000 ","$1,164 ","$1,073,000 ","$1,587 ","$555,000 ",$821 ,"$266,000 ",$393 ,$0 ,$0 ,"$66,000 ",$98 
1909120,"$8,076,000 ","$10,354 ","$710,000 ",$910 ,"$3,873,000 ","$4,965 ","$3,493,000 ","$4,478 ","$7,874,000 ","$10,095 ","$6,167,000 ","$7,906 ","$3,784,000 ","$4,851 ","$394,000 ",$505 ,"$825,000 ","$1,058 ","$1,164,000 ","$1,492 ","$361,000 ",$463 ,"$154,000 ",$197 ,$0 ,$0 ,"$245,000 ",$314 
1920820,"$8,188,000 ","$10,109 ","$707,000 ",$873 ,"$3,968,000 ","$4,899 ","$3,513,000 ","$4,337 ","$7,407,000 ","$9,144 ","$6,269,000 ","$7,740 ","$3,988,000 ","$4,923 ","$408,000 ",$504 ,"$665,000 ",$821 ,"$1,208,000 ","$1,491 ","$310,000 ",$383 ,"$122,000 ",$151 ,$0 ,$0 ,"$73,000 ",$90 
1914010,"$8,192,000 ","$11,191 ","$639,000 ",$873 ,"$4,425,000 ","$6,045 ","$3,128,000 ","$4,273 ","$10,537,000 ","$14,395 ","$6,473,000 ","$8,843 ","$4,105,000 ","$5,608 ","$362,000 ",$495 ,"$904,000 ","$1,235 ","$1,102,000 ","$1,505 ","$3,373,000 ","$4,608 ","$2,923,000 ","$3,993 ","$31,000 ",$42 ,"$199,000 ",$272 
1927990,"$8,244,000 ","$11,324 ","$588,000 ",$808 ,"$4,460,000 ","$6,126 ","$3,196,000 ","$4,390 ","$11,933,000 ","$16,391 ","$6,630,000 ","$9,107 ","$3,922,000 ","$5,387 ","$295,000 ",$405 ,"$768,000 ","$1,055 ","$1,645,000 ","$2,260 ","$4,672,000 ","$6,418 ","$4,163,000 ","$5,718 ","$3,000 ",$4 ,"$166,000 ",$228 
1906900,"$8,263,000 ","$11,638 ","$1,327,000 ","$1,869 ","$3,201,000 ","$4,508 ","$3,735,000 ","$5,261 ","$7,890,000 ","$11,113 ","$6,559,000 ","$9,238 ","$4,237,000 ","$5,968 ","$330,000 ",$465 ,"$664,000 ",$935 ,"$1,328,000 ","$1,870 ","$934,000 ","$1,315 ","$762,000 ","$1,073 ",$0 ,$0 ,"$124,000 ",$175 
1900028,"$8,316,000 ","$12,658 ","$761,000 ","$1,158 ","$5,014,000 ","$7,632 ","$2,541,000 ","$3,868 ","$8,225,000 ","$12,519 ","$6,855,000 ","$10,434 ","$4,386,000 ","$6,676 ","$319,000 ",$486 ,"$670,000 ","$1,020 ","$1,480,000 ","$2,253 ","$978,000 ","$1,489 ","$531,000 ",$808 ,$0 ,$0 ,$0 ,$0 
1929730,"$8,398,000 ","$10,892 ","$802,000 ","$1,040 ","$3,966,000 ","$5,144 ","$3,630,000 ","$4,708 ","$8,283,000 ","$10,743 ","$6,940,000 ","$9,001 ","$4,876,000 ","$6,324 ","$197,000 ",$256 ,"$667,000 ",$865 ,"$1,200,000 ","$1,556 ","$697,000 ",$904 ,"$382,000 ",$495 ,"$3,000 ",$4 ,"$26,000 ",$34 
1923190,"$8,400,000 ","$16,185 ","$602,000 ","$1,160 ","$5,394,000 ","$10,393 ","$2,404,000 ","$4,632 ","$10,640,000 ","$20,501 ","$6,233,000 ","$12,010 ","$4,043,000 ","$7,790 ","$311,000 ",$599 ,"$621,000 ","$1,197 ","$1,258,000 ","$2,424 ","$3,768,000 ","$7,260 ","$3,303,000 ","$6,364 ","$7,000 ",$13 ,"$452,000 ",$871 
1922440,"$8,426,000 ","$12,159 ","$724,000 ","$1,045 ","$4,751,000 ","$6,856 ","$2,951,000 ","$4,258 ","$7,936,000 ","$11,452 ","$6,838,000 ","$9,867 ","$4,445,000 ","$6,414 ","$289,000 ",$417 ,"$595,000 ",$859 ,"$1,509,000 ","$2,177 ","$923,000 ","$1,332 ","$485,000 ",$700 ,$0 ,$0 ,$0 ,$0 
