NCES ID,Total Revenue,Revenue Per Student,Federal Total - Rev,Federal PS Rev,Local Total Rev,Local PS Rev,State Total Rev,State PS Rev,Total Exp,Exp PS,Total Current Exp,Current Exp PS,Exp - Instruction,Exp - Instructional PS,"Total Exp Student, Staf","PS Exp, Student, Staff",Total Exp Admin,PS Exp Admin,Total Exp Ops,PS Exp Ops,Total Capital Outlay,PS Cap Outlay,Total Construction Outlay,PS Construction Outlay,Total Non El-Sec Ed,PS Non El-Sec Ed,Total Interest on Debt,PS Interest on Debt
1924150,"$4,292,000 ","$15,220 ","$505,000 ","$1,791 ","$2,815,000 ","$9,982 ","$972,000 ","$3,447 ","$3,605,000 ","$12,784 ","$3,266,000 ","$11,582 ","$2,095,000 ","$7,429 ","$116,000 ",$411 ,"$393,000 ","$1,394 ","$662,000 ","$2,348 ","$164,000 ",$582 ,"$77,000 ",$273 ,$0 ,$0 ,$0 ,$0 
1910200,"$4,340,000 ","$11,481 ","$368,000 ",$974 ,"$2,306,000 ","$6,101 ","$1,666,000 ","$4,407 ","$4,320,000 ","$11,429 ","$3,277,000 ","$8,669 ","$2,143,000 ","$5,669 ","$192,000 ",$508 ,"$379,000 ","$1,003 ","$563,000 ","$1,489 ","$233,000 ",$616 ,"$14,000 ",$37 ,$0 ,$0 ,$0 ,$0 
1903850,"$4,373,000 ","$13,172 ","$365,000 ","$1,099 ","$2,679,000 ","$8,069 ","$1,329,000 ","$4,003 ","$3,848,000 ","$11,590 ","$3,059,000 ","$9,214 ","$2,049,000 ","$6,172 ","$98,000 ",$295 ,"$326,000 ",$982 ,"$586,000 ","$1,765 ","$331,000 ",$997 ,"$126,000 ",$380 ,$0 ,$0 ,"$40,000 ",$120 
1916320,"$4,457,000 ","$11,917 ","$626,000 ","$1,674 ","$1,870,000 ","$5,000 ","$1,961,000 ","$5,243 ","$3,989,000 ","$10,666 ","$3,552,000 ","$9,497 ","$2,400,000 ","$6,417 ","$84,000 ",$225 ,"$397,000 ","$1,061 ","$671,000 ","$1,794 ","$141,000 ",$377 ,"$48,000 ",$128 ,$0 ,$0 ,"$149,000 ",$398 
1929280,"$4,495,000 ","$11,322 ","$518,000 ","$1,305 ","$2,198,000 ","$5,537 ","$1,779,000 ","$4,481 ","$4,445,000 ","$11,196 ","$3,567,000 ","$8,985 ","$2,197,000 ","$5,534 ","$194,000 ",$489 ,"$455,000 ","$1,146 ","$721,000 ","$1,816 ","$401,000 ","$1,010 ","$113,000 ",$285 ,$0 ,$0 ,"$217,000 ",$547 
1931830,"$4,500,000 ","$11,139 ","$466,000 ","$1,153 ","$2,331,000 ","$5,770 ","$1,703,000 ","$4,215 ","$4,020,000 ","$9,950 ","$3,657,000 ","$9,052 ","$2,314,000 ","$5,728 ","$200,000 ",$495 ,"$524,000 ","$1,297 ","$619,000 ","$1,532 ","$222,000 ",$550 ,"$166,000 ",$411 ,$0 ,$0 ,"$9,000 ",$22 
1904380,"$4,532,000 ","$12,282 ","$385,000 ","$1,043 ","$2,370,000 ","$6,423 ","$1,777,000 ","$4,816 ","$4,112,000 ","$11,144 ","$3,661,000 ","$9,921 ","$2,070,000 ","$5,610 ","$270,000 ",$732 ,"$604,000 ","$1,637 ","$717,000 ","$1,943 ","$199,000 ",$539 ,"$93,000 ",$252 ,$0 ,$0 ,"$140,000 ",$379 
1930720,"$4,545,000 ","$13,649 ","$302,000 ",$907 ,"$2,985,000 ","$8,964 ","$1,258,000 ","$3,778 ","$4,181,000 ","$12,556 ","$3,409,000 ","$10,237 ","$2,095,000 ","$6,291 ","$264,000 ",$793 ,"$357,000 ","$1,072 ","$693,000 ","$2,081 ","$265,000 ",$796 ,"$94,000 ",$282 ,"$4,000 ",$12 ,"$8,000 ",$24 
1924120,"$4,557,000 ","$11,836 ","$567,000 ","$1,473 ","$2,579,000 ","$6,699 ","$1,411,000 ","$3,665 ","$4,446,000 ","$11,548 ","$3,823,000 ","$9,930 ","$2,548,000 ","$6,618 ","$193,000 ",$501 ,"$431,000 ","$1,119 ","$651,000 ","$1,691 ","$284,000 ",$738 ,"$101,000 ",$262 ,$0 ,$0 ,"$59,000 ",$153 
1918240,"$4,573,000 ","$11,909 ","$368,000 ",$958 ,"$2,595,000 ","$6,758 ","$1,610,000 ","$4,193 ","$5,132,000 ","$13,365 ","$3,088,000 ","$8,042 ","$1,755,000 ","$4,570 ","$144,000 ",$375 ,"$513,000 ","$1,336 ","$676,000 ","$1,760 ","$1,349,000 ","$3,513 ","$1,122,000 ","$2,922 ",$0 ,$0 ,"$105,000 ",$273 
1916420,"$4,585,000 ","$11,787 ","$334,000 ",$859 ,"$2,749,000 ","$7,067 ","$1,502,000 ","$3,861 ","$3,929,000 ","$10,100 ","$3,425,000 ","$8,805 ","$2,093,000 ","$5,380 ","$304,000 ",$781 ,"$392,000 ","$1,008 ","$636,000 ","$1,635 ","$162,000 ",$416 ,"$89,000 ",$229 ,$0 ,$0 ,"$38,000 ",$98 
1926250,"$4,621,000 ","$11,640 ","$676,000 ","$1,703 ","$2,180,000 ","$5,491 ","$1,765,000 ","$4,446 ","$4,438,000 ","$11,179 ","$3,747,000 ","$9,438 ","$2,255,000 ","$5,680 ","$256,000 ",$645 ,"$501,000 ","$1,262 ","$735,000 ","$1,851 ","$389,000 ",$980 ,"$76,000 ",$191 ,$0 ,$0 ,"$62,000 ",$156 
1921600,"$4,653,000 ","$13,034 ","$373,000 ","$1,045 ","$2,863,000 ","$8,020 ","$1,417,000 ","$3,969 ","$3,843,000 ","$10,765 ","$3,296,000 ","$9,232 ","$2,272,000 ","$6,364 ","$149,000 ",$417 ,"$411,000 ","$1,151 ","$464,000 ","$1,300 ","$385,000 ","$1,078 ","$365,000 ","$1,022 ",$0 ,$0 ,"$1,000 ",$3 
1928170,"$4,657,000 ","$10,560 ","$550,000 ","$1,247 ","$2,094,000 ","$4,748 ","$2,013,000 ","$4,565 ","$4,650,000 ","$10,544 ","$3,949,000 ","$8,955 ","$2,633,000 ","$5,971 ","$163,000 ",$370 ,"$402,000 ",$912 ,"$751,000 ","$1,703 ","$460,000 ","$1,043 ","$213,000 ",$483 ,$0 ,$0 ,"$25,000 ",$57 
1914880,"$4,704,000 ","$11,254 ","$437,000 ","$1,045 ","$2,576,000 ","$6,163 ","$1,691,000 ","$4,045 ","$4,678,000 ","$11,191 ","$3,992,000 ","$9,550 ","$2,415,000 ","$5,778 ","$231,000 ",$553 ,"$618,000 ","$1,478 ","$728,000 ","$1,742 ","$72,000 ",$172 ,"$26,000 ",$62 ,$0 ,$0 ,"$33,000 ",$79 
1925380,"$4,745,000 ","$11,191 ","$513,000 ","$1,210 ","$2,834,000 ","$6,684 ","$1,398,000 ","$3,297 ","$4,817,000 ","$11,361 ","$3,875,000 ","$9,139 ","$2,523,000 ","$5,950 ","$181,000 ",$427 ,"$478,000 ","$1,127 ","$693,000 ","$1,634 ","$485,000 ","$1,144 ","$375,000 ",$884 ,"$99,000 ",$233 ,$0 ,$0 
1913380,"$4,777,000 ","$12,946 ","$373,000 ","$1,011 ","$2,919,000 ","$7,911 ","$1,485,000 ","$4,024 ","$6,048,000 ","$16,390 ","$3,705,000 ","$10,041 ","$2,123,000 ","$5,753 ","$168,000 ",$455 ,"$590,000 ","$1,599 ","$824,000 ","$2,233 ","$1,905,000 ","$5,163 ","$1,858,000 ","$5,035 ",$0 ,$0 ,"$241,000 ",$653 
1907470,"$4,794,000 ","$11,496 ","$408,000 ",$978 ,"$3,032,000 ","$7,271 ","$1,354,000 ","$3,247 ","$4,571,000 ","$10,962 ","$3,945,000 ","$9,460 ","$2,375,000 ","$5,695 ","$243,000 ",$583 ,"$530,000 ","$1,271 ","$797,000 ","$1,911 ","$220,000 ",$528 ,"$70,000 ",$168 ,$0 ,$0 ,$0 ,$0 
1920580,"$4,846,000 ","$10,512 ","$519,000 ","$1,126 ","$2,530,000 ","$5,488 ","$1,797,000 ","$3,898 ","$5,673,000 ","$12,306 ","$3,914,000 ","$8,490 ","$2,460,000 ","$5,336 ","$245,000 ",$531 ,"$495,000 ","$1,074 ","$714,000 ","$1,549 ","$1,591,000 ","$3,451 ","$1,408,000 ","$3,054 ",$0 ,$0 ,$0 ,$0 
1916620,"$4,851,000 ","$12,250 ","$547,000 ","$1,381 ","$2,403,000 ","$6,068 ","$1,901,000 ","$4,801 ","$4,486,000 ","$11,328 ","$3,804,000 ","$9,606 ","$2,516,000 ","$6,354 ","$208,000 ",$525 ,"$452,000 ","$1,141 ","$628,000 ","$1,586 ","$392,000 ",$990 ,"$302,000 ",$763 ,$0 ,$0 ,"$119,000 ",$301 
1913530,"$4,855,000 ","$11,187 ","$563,000 ","$1,297 ","$2,266,000 ","$5,221 ","$2,026,000 ","$4,668 ","$4,303,000 ","$9,915 ","$3,624,000 ","$8,350 ","$2,144,000 ","$4,940 ","$108,000 ",$249 ,"$577,000 ","$1,329 ","$795,000 ","$1,832 ","$225,000 ",$518 ,"$71,000 ",$164 ,$0 ,$0 ,"$111,000 ",$256 
1920830,"$4,909,000 ","$13,268 ","$500,000 ","$1,351 ","$3,275,000 ","$8,851 ","$1,134,000 ","$3,065 ","$4,416,000 ","$11,935 ","$3,388,000 ","$9,157 ","$2,253,000 ","$6,089 ","$63,000 ",$170 ,"$450,000 ","$1,216 ","$622,000 ","$1,681 ","$374,000 ","$1,011 ","$295,000 ",$797 ,$0 ,$0 ,"$13,000 ",$35 
1918630,"$4,951,000 ","$10,534 ","$367,000 ",$781 ,"$3,261,000 ","$6,938 ","$1,323,000 ","$2,815 ","$4,685,000 ","$9,968 ","$3,928,000 ","$8,357 ","$2,386,000 ","$5,077 ","$274,000 ",$583 ,"$501,000 ","$1,066 ","$767,000 ","$1,632 ","$309,000 ",$657 ,"$185,000 ",$394 ,$0 ,$0 ,"$113,000 ",$240 
1910410,"$4,953,000 ","$10,652 ","$492,000 ","$1,058 ","$2,890,000 ","$6,215 ","$1,571,000 ","$3,378 ","$5,091,000 ","$10,948 ","$3,994,000 ","$8,589 ","$2,452,000 ","$5,273 ","$245,000 ",$527 ,"$408,000 ",$877 ,"$889,000 ","$1,912 ","$751,000 ","$1,615 ","$513,000 ","$1,103 ",$0 ,$0 ,"$212,000 ",$456 
1917550,"$4,973,000 ","$10,811 ","$396,000 ",$861 ,"$2,851,000 ","$6,198 ","$1,726,000 ","$3,752 ","$4,766,000 ","$10,361 ","$4,160,000 ","$9,043 ","$2,663,000 ","$5,789 ","$171,000 ",$372 ,"$559,000 ","$1,215 ","$767,000 ","$1,667 ","$335,000 ",$728 ,"$158,000 ",$343 ,$0 ,$0 ,"$124,000 ",$270 
1927060,"$5,100,000 ","$11,751 ","$358,000 ",$825 ,"$2,779,000 ","$6,403 ","$1,963,000 ","$4,523 ","$6,500,000 ","$14,977 ","$3,403,000 ","$7,841 ","$2,024,000 ","$4,664 ","$207,000 ",$477 ,"$518,000 ","$1,194 ","$654,000 ","$1,507 ","$2,469,000 ","$5,689 ","$2,419,000 ","$5,574 ","$27,000 ",$62 ,"$98,000 ",$226 
1915750,"$5,145,000 ","$11,017 ","$435,000 ",$931 ,"$2,826,000 ","$6,051 ","$1,884,000 ","$4,034 ","$4,649,000 ","$9,955 ","$3,995,000 ","$8,555 ","$2,603,000 ","$5,574 ","$172,000 ",$368 ,"$444,000 ",$951 ,"$776,000 ","$1,662 ","$193,000 ",$413 ,"$104,000 ",$223 ,$0 ,$0 ,"$129,000 ",$276 
1900060,"$5,175,000 ","$13,512 ","$418,000 ","$1,091 ","$3,179,000 ","$8,300 ","$1,578,000 ","$4,120 ","$7,898,000 ","$20,621 ","$4,178,000 ","$10,909 ","$2,784,000 ","$7,269 ","$142,000 ",$371 ,"$453,000 ","$1,183 ","$799,000 ","$2,086 ","$3,128,000 ","$8,167 ","$2,953,000 ","$7,710 ",$0 ,$0 ,"$269,000 ",$702 
1928050,"$5,196,000 ","$10,089 ","$498,000 ",$967 ,"$2,459,000 ","$4,775 ","$2,239,000 ","$4,348 ","$4,782,000 ","$9,285 ","$4,326,000 ","$8,400 ","$3,016,000 ","$5,856 ","$190,000 ",$369 ,"$431,000 ",$837 ,"$689,000 ","$1,338 ","$261,000 ",$507 ,"$140,000 ",$272 ,$0 ,$0 ,"$60,000 ",$117 
1928710,"$5,234,000 ","$10,617 ","$674,000 ","$1,367 ","$2,312,000 ","$4,690 ","$2,248,000 ","$4,560 ","$6,075,000 ","$12,323 ","$4,889,000 ","$9,917 ","$2,992,000 ","$6,069 ","$415,000 ",$842 ,"$559,000 ","$1,134 ","$923,000 ","$1,872 ","$1,077,000 ","$2,185 ","$552,000 ","$1,120 ",$0 ,$0 ,"$21,000 ",$43 
1918030,"$5,248,000 ","$10,956 ","$425,000 ",$887 ,"$2,852,000 ","$5,954 ","$1,971,000 ","$4,115 ","$5,850,000 ","$12,213 ","$4,333,000 ","$9,046 ","$2,784,000 ","$5,812 ","$171,000 ",$357 ,"$558,000 ","$1,165 ","$820,000 ","$1,712 ","$1,205,000 ","$2,516 ","$916,000 ","$1,912 ",$0 ,$0 ,"$101,000 ",$211 
1907900,"$5,252,000 ","$9,817 ","$413,000 ",$772 ,"$2,501,000 ","$4,675 ","$2,338,000 ","$4,370 ","$4,777,000 ","$8,929 ","$4,265,000 ","$7,972 ","$2,899,000 ","$5,419 ","$264,000 ",$493 ,"$457,000 ",$854 ,"$645,000 ","$1,206 ","$83,000 ",$155 ,"$32,000 ",$60 ,$0 ,$0 ,"$56,000 ",$105 
1908070,"$5,301,000 ","$10,774 ","$541,000 ","$1,100 ","$2,672,000 ","$5,431 ","$2,088,000 ","$4,244 ","$4,794,000 ","$9,744 ","$4,173,000 ","$8,482 ","$2,750,000 ","$5,589 ","$165,000 ",$335 ,"$472,000 ",$959 ,"$786,000 ","$1,598 ","$271,000 ",$551 ,"$96,000 ",$195 ,$0 ,$0 ,"$23,000 ",$47 
1928110,"$5,417,000 ","$12,311 ","$492,000 ","$1,118 ","$3,084,000 ","$7,009 ","$1,841,000 ","$4,184 ","$5,336,000 ","$12,127 ","$4,759,000 ","$10,816 ","$3,096,000 ","$7,036 ","$315,000 ",$716 ,"$523,000 ","$1,189 ","$825,000 ","$1,875 ","$322,000 ",$732 ,"$194,000 ",$441 ,$0 ,$0 ,$0 ,$0 
1931920,"$5,443,000 ","$12,570 ","$564,000 ","$1,303 ","$2,847,000 ","$6,575 ","$2,032,000 ","$4,693 ","$4,871,000 ","$11,249 ","$4,378,000 ","$10,111 ","$2,978,000 ","$6,878 ","$107,000 ",$247 ,"$453,000 ","$1,046 ","$840,000 ","$1,940 ","$69,000 ",$159 ,"$19,000 ",$44 ,$0 ,$0 ,"$166,000 ",$383 
1909540,"$5,491,000 ","$10,662 ","$562,000 ","$1,091 ","$2,740,000 ","$5,320 ","$2,189,000 ","$4,250 ","$4,772,000 ","$9,266 ","$4,147,000 ","$8,052 ","$2,650,000 ","$5,146 ","$205,000 ",$398 ,"$523,000 ","$1,016 ","$769,000 ","$1,493 ","$138,000 ",$268 ,"$52,000 ",$101 ,"$6,000 ",$12 ,$0 ,$0 
1910340,"$5,491,000 ","$11,093 ","$589,000 ","$1,190 ","$3,043,000 ","$6,147 ","$1,859,000 ","$3,756 ","$5,602,000 ","$11,317 ","$4,190,000 ","$8,465 ","$2,612,000 ","$5,277 ","$173,000 ",$349 ,"$523,000 ","$1,057 ","$882,000 ","$1,782 ","$970,000 ","$1,960 ","$885,000 ","$1,788 ",$0 ,$0 ,"$140,000 ",$283 
1910350,"$5,499,000 ","$10,435 ","$666,000 ","$1,264 ","$2,459,000 ","$4,666 ","$2,374,000 ","$4,505 ","$5,616,000 ","$10,657 ","$4,732,000 ","$8,979 ","$3,065,000 ","$5,816 ","$172,000 ",$326 ,"$552,000 ","$1,047 ","$943,000 ","$1,789 ","$387,000 ",$734 ,"$351,000 ",$666 ,$0 ,$0 ,"$24,000 ",$46 
1900024,"$5,591,000 ","$9,948 ","$587,000 ","$1,044 ","$2,942,000 ","$5,235 ","$2,062,000 ","$3,669 ","$6,134,000 ","$10,915 ","$5,034,000 ","$8,957 ","$3,277,000 ","$5,831 ","$307,000 ",$546 ,"$489,000 ",$870 ,"$961,000 ","$1,710 ","$686,000 ","$1,221 ","$519,000 ",$923 ,$0 ,$0 ,$0 ,$0 
1924720,"$5,604,000 ","$11,344 ","$504,000 ","$1,020 ","$3,138,000 ","$6,352 ","$1,962,000 ","$3,972 ","$4,520,000 ","$9,150 ","$4,090,000 ","$8,279 ","$2,786,000 ","$5,640 ","$156,000 ",$316 ,"$493,000 ",$998 ,"$655,000 ","$1,326 ","$295,000 ",$597 ,"$46,000 ",$93 ,$0 ,$0 ,$0 ,$0 
1909570,"$5,635,000 ","$12,197 ","$704,000 ","$1,524 ","$2,786,000 ","$6,030 ","$2,145,000 ","$4,643 ","$5,204,000 ","$11,264 ","$4,663,000 ","$10,093 ","$2,912,000 ","$6,303 ","$213,000 ",$461 ,"$592,000 ","$1,281 ","$946,000 ","$2,048 ","$174,000 ",$377 ,"$121,000 ",$262 ,"$1,000 ",$2 ,"$207,000 ",$448 
1906780,"$5,662,000 ","$11,102 ","$516,000 ","$1,012 ","$2,795,000 ","$5,480 ","$2,351,000 ","$4,610 ","$5,197,000 ","$10,190 ","$4,006,000 ","$7,855 ","$2,486,000 ","$4,875 ","$289,000 ",$567 ,"$452,000 ",$886 ,"$779,000 ","$1,527 ","$266,000 ",$522 ,"$183,000 ",$359 ,"$241,000 ",$473 ,"$184,000 ",$361 
1921000,"$5,764,000 ","$10,674 ","$549,000 ","$1,017 ","$3,145,000 ","$5,824 ","$2,070,000 ","$3,833 ","$7,650,000 ","$14,167 ","$4,243,000 ","$7,857 ","$2,611,000 ","$4,835 ","$173,000 ",$320 ,"$601,000 ","$1,113 ","$858,000 ","$1,589 ","$2,638,000 ","$4,885 ","$2,467,000 ","$4,569 ",$0 ,$0 ,"$113,000 ",$209 
1912480,"$5,777,000 ","$11,196 ","$601,000 ","$1,165 ","$2,995,000 ","$5,804 ","$2,181,000 ","$4,227 ","$4,735,000 ","$9,176 ","$4,163,000 ","$8,068 ","$2,770,000 ","$5,368 ","$211,000 ",$409 ,"$408,000 ",$791 ,"$774,000 ","$1,500 ","$166,000 ",$322 ,"$63,000 ",$122 ,"$1,000 ",$2 ,"$173,000 ",$335 
1919590,"$5,783,000 ","$10,420 ","$592,000 ","$1,067 ","$3,325,000 ","$5,991 ","$1,866,000 ","$3,362 ","$5,419,000 ","$9,764 ","$4,553,000 ","$8,204 ","$3,154,000 ","$5,683 ","$144,000 ",$259 ,"$522,000 ",$941 ,"$733,000 ","$1,321 ","$445,000 ",$802 ,"$266,000 ",$479 ,$0 ,$0 ,$0 ,$0 
1906000,"$5,799,000 ","$11,859 ","$518,000 ","$1,059 ","$3,098,000 ","$6,335 ","$2,183,000 ","$4,464 ","$5,255,000 ","$10,746 ","$4,554,000 ","$9,313 ","$2,928,000 ","$5,988 ","$269,000 ",$550 ,"$501,000 ","$1,025 ","$856,000 ","$1,751 ","$393,000 ",$804 ,"$83,000 ",$170 ,$0 ,$0 ,"$41,000 ",$84 
1910500,"$5,806,000 ","$11,729 ","$515,000 ","$1,040 ","$3,107,000 ","$6,277 ","$2,184,000 ","$4,412 ","$5,430,000 ","$10,970 ","$4,947,000 ","$9,994 ","$3,180,000 ","$6,424 ","$168,000 ",$339 ,"$569,000 ","$1,149 ","$1,030,000 ","$2,081 ","$206,000 ",$416 ,"$26,000 ",$53 ,$0 ,$0 ,"$85,000 ",$172 
1920460,"$5,845,000 ","$10,925 ","$646,000 ","$1,207 ","$2,390,000 ","$4,467 ","$2,809,000 ","$5,250 ","$5,563,000 ","$10,398 ","$4,768,000 ","$8,912 ","$3,396,000 ","$6,348 ","$124,000 ",$232 ,"$541,000 ","$1,011 ","$707,000 ","$1,321 ","$413,000 ",$772 ,"$194,000 ",$363 ,$0 ,$0 ,$0 ,$0 
1924960,"$5,861,000 ","$11,359 ","$626,000 ","$1,213 ","$3,154,000 ","$6,112 ","$2,081,000 ","$4,033 ","$5,684,000 ","$11,016 ","$4,731,000 ","$9,169 ","$2,931,000 ","$5,680 ","$208,000 ",$403 ,"$527,000 ","$1,021 ","$1,065,000 ","$2,064 ","$653,000 ","$1,266 ","$457,000 ",$886 ,$0 ,$0 ,$0 ,$0 
1920850,"$5,868,000 ","$10,497 ","$569,000 ","$1,018 ","$3,014,000 ","$5,392 ","$2,285,000 ","$4,088 ","$5,303,000 ","$9,487 ","$4,989,000 ","$8,925 ","$3,375,000 ","$6,038 ","$235,000 ",$420 ,"$543,000 ",$971 ,"$836,000 ","$1,496 ","$105,000 ",$188 ,"$32,000 ",$57 ,$0 ,$0 ,"$68,000 ",$122 
5900196,5900196,,,,,,,,,,,,,,,,,,,,,,,,,,,
1925920,"$5,962,000 ","$13,161 ","$494,000 ","$1,091 ","$3,676,000 ","$8,115 ","$1,792,000 ","$3,956 ","$4,624,000 ","$10,208 ","$3,870,000 ","$8,543 ","$2,670,000 ","$5,894 ","$113,000 ",$249 ,"$498,000 ","$1,099 ","$589,000 ","$1,300 ","$469,000 ","$1,035 ","$102,000 ",$225 ,$0 ,$0 ,"$51,000 ",$113 
1908130,"$5,978,000 ","$11,814 ","$677,000 ","$1,338 ","$2,995,000 ","$5,919 ","$2,306,000 ","$4,557 ","$6,219,000 ","$12,291 ","$5,125,000 ","$10,128 ","$3,402,000 ","$6,723 ","$188,000 ",$372 ,"$580,000 ","$1,146 ","$955,000 ","$1,887 ","$959,000 ","$1,895 ","$835,000 ","$1,650 ",$0 ,$0 ,"$11,000 ",$22 
1920760,"$6,043,000 ","$11,966 ","$484,000 ",$958 ,"$3,579,000 ","$7,087 ","$1,980,000 ","$3,921 ","$6,422,000 ","$12,717 ","$5,567,000 ","$11,024 ","$3,443,000 ","$6,818 ","$228,000 ",$451 ,"$889,000 ","$1,760 ","$1,007,000 ","$1,994 ","$148,000 ",$293 ,"$20,000 ",$40 ,$0 ,$0 ,"$94,000 ",$186 
1906840,"$6,064,000 ","$11,209 ","$539,000 ",$996 ,"$3,136,000 ","$5,797 ","$2,389,000 ","$4,416 ","$5,694,000 ","$10,525 ","$4,757,000 ","$8,793 ","$3,160,000 ","$5,841 ","$292,000 ",$540 ,"$524,000 ",$969 ,"$781,000 ","$1,444 ","$452,000 ",$835 ,"$278,000 ",$514 ,$0 ,$0 ,$0 ,$0 
1907920,"$6,074,000 ","$12,447 ","$443,000 ",$908 ,"$3,829,000 ","$7,846 ","$1,802,000 ","$3,693 ","$6,715,000 ","$13,760 ","$4,730,000 ","$9,693 ","$2,790,000 ","$5,717 ","$145,000 ",$297 ,"$585,000 ","$1,199 ","$1,210,000 ","$2,480 ","$1,576,000 ","$3,230 ","$1,506,000 ","$3,086 ",$0 ,$0 ,"$75,000 ",$154 
1914310,"$6,120,000 ","$14,299 ","$445,000 ","$1,040 ","$4,201,000 ","$9,815 ","$1,474,000 ","$3,444 ","$7,423,000 ","$17,343 ","$4,129,000 ","$9,647 ","$2,692,000 ","$6,290 ","$121,000 ",$283 ,"$455,000 ","$1,063 ","$861,000 ","$2,012 ","$2,251,000 ","$5,259 ","$2,036,000 ","$4,757 ",$0 ,$0 ,"$104,000 ",$243 
1931950,"$6,127,000 ","$10,456 ","$541,000 ",$923 ,"$3,001,000 ","$5,121 ","$2,585,000 ","$4,411 ","$5,879,000 ","$10,032 ","$5,068,000 ","$8,648 ","$3,516,000 ","$6,000 ","$176,000 ",$300 ,"$421,000 ",$718 ,"$955,000 ","$1,630 ","$597,000 ","$1,019 ","$227,000 ",$387 ,$0 ,$0 ,$0 ,$0 
1904560,"$6,143,000 ","$11,292 ","$755,000 ","$1,388 ","$2,772,000 ","$5,096 ","$2,616,000 ","$4,809 ","$6,251,000 ","$11,491 ","$4,970,000 ","$9,136 ","$3,020,000 ","$5,551 ","$377,000 ",$693 ,"$527,000 ",$969 ,"$1,046,000 ","$1,923 ","$959,000 ","$1,763 ","$450,000 ",$827 ,$0 ,$0 ,"$24,000 ",$44 
1921210,"$6,174,000 ","$11,455 ","$614,000 ","$1,139 ","$3,672,000 ","$6,813 ","$1,888,000 ","$3,503 ","$5,995,000 ","$11,122 ","$4,857,000 ","$9,011 ","$3,233,000 ","$5,998 ","$231,000 ",$429 ,"$542,000 ","$1,006 ","$851,000 ","$1,579 ","$591,000 ","$1,096 ","$395,000 ",$733 ,$0 ,$0 ,"$286,000 ",$531 
1912230,"$6,230,000 ","$13,906 ","$406,000 ",$906 ,"$3,995,000 ","$8,917 ","$1,829,000 ","$4,083 ","$5,888,000 ","$13,143 ","$4,040,000 ","$9,018 ","$2,587,000 ","$5,775 ","$187,000 ",$417 ,"$472,000 ","$1,054 ","$794,000 ","$1,772 ","$1,602,000 ","$3,576 ","$1,482,000 ","$3,308 ",$0 ,$0 ,"$84,000 ",$188 
1905490,"$6,239,000 ","$11,023 ","$477,000 ",$843 ,"$3,641,000 ","$6,433 ","$2,121,000 ","$3,747 ","$5,633,000 ","$9,952 ","$4,908,000 ","$8,671 ","$3,152,000 ","$5,569 ","$211,000 ",$373 ,"$427,000 ",$754 ,"$1,118,000 ","$1,975 ","$429,000 ",$758 ,"$233,000 ",$412 ,$0 ,$0 ,"$128,000 ",$226 
1903480,"$6,242,000 ","$12,027 ","$671,000 ","$1,293 ","$3,507,000 ","$6,757 ","$2,064,000 ","$3,977 ","$5,270,000 ","$10,154 ","$4,629,000 ","$8,919 ","$3,128,000 ","$6,027 ","$185,000 ",$356 ,"$492,000 ",$948 ,"$824,000 ","$1,588 ","$196,000 ",$378 ,"$114,000 ",$220 ,$0 ,$0 ,"$119,000 ",$229 
1908550,"$6,252,000 ","$12,093 ","$428,000 ",$828 ,"$3,462,000 ","$6,696 ","$2,362,000 ","$4,569 ","$5,482,000 ","$10,603 ","$4,713,000 ","$9,116 ","$2,946,000 ","$5,698 ","$171,000 ",$331 ,"$651,000 ","$1,259 ","$945,000 ","$1,828 ","$255,000 ",$493 ,"$92,000 ",$178 ,$0 ,$0 ,"$109,000 ",$211 
1905750,"$6,258,000 ","$12,271 ","$581,000 ","$1,139 ","$3,827,000 ","$7,504 ","$1,850,000 ","$3,627 ","$5,787,000 ","$11,347 ","$5,138,000 ","$10,075 ","$3,250,000 ","$6,373 ","$303,000 ",$594 ,"$681,000 ","$1,335 ","$904,000 ","$1,773 ","$244,000 ",$478 ,"$219,000 ",$429 ,"$42,000 ",$82 ,"$111,000 ",$218 
1918180,"$6,286,000 ","$9,994 ","$589,000 ",$936 ,"$2,669,000 ","$4,243 ","$3,028,000 ","$4,814 ","$6,038,000 ","$9,599 ","$5,123,000 ","$8,145 ","$3,310,000 ","$5,262 ","$279,000 ",$444 ,"$553,000 ",$879 ,"$981,000 ","$1,560 ","$448,000 ",$712 ,"$294,000 ",$467 ,$0 ,$0 ,"$42,000 ",$67 
1918750,"$6,386,000 ","$11,782 ","$531,000 ",$980 ,"$3,460,000 ","$6,384 ","$2,395,000 ","$4,419 ","$9,044,000 ","$16,686 ","$4,561,000 ","$8,415 ","$2,925,000 ","$5,397 ","$133,000 ",$245 ,"$593,000 ","$1,094 ","$910,000 ","$1,679 ","$3,580,000 ","$6,605 ","$3,198,000 ","$5,900 ","$49,000 ",$90 ,"$202,000 ",$373 
1910110,"$6,398,000 ","$11,166 ","$604,000 ","$1,054 ","$3,240,000 ","$5,654 ","$2,554,000 ","$4,457 ","$8,455,000 ","$14,756 ","$4,355,000 ","$7,600 ","$2,669,000 ","$4,658 ","$252,000 ",$440 ,"$533,000 ",$930 ,"$901,000 ","$1,572 ","$2,863,000 ","$4,997 ","$2,738,000 ","$4,778 ",$0 ,$0 ,"$98,000 ",$171 
