,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,18-24,,,,,,,25-34,,,,,,,35-44,,,,,,,45-64,,,,,,,65+,,,,,,,18-24,,,,,,,25-34,,,,,,,35-44,,,,,,,45-64,,,,,,,65+,,,,,,,
,< 9th,Some HS,HS or GED,Some College,Associates,Bachelors,Grad/Professional,< 9th,Some HS,HS or GED,Some College,Associates,Bachelors,Grad/Professional,< 9th,Some HS,HS or GED,Some College,Associates,Bachelors,Grad/Professional,< 9th,Some HS,HS or GED,Some College,Associates,Bachelors,Grad/Professional,< 9th,Some HS,HS or GED,Some College,Associates,Bachelors,Grad/Professional,< 9th,Some HS,HS or GED,Some College,Associates,Bachelors,Grad/Professional,< 9th,Some HS,HS or GED,Some College,Associates,Bachelors,Grad/Professional,< 9th,Some HS,HS or GED,Some College,Associates,Bachelors,Grad/Professional,< 9th,Some HS,HS or GED,Some College,Associates,Bachelors,Grad/Professional,< 9th,Some HS,HS or GED,Some College,Associates,Bachelors,Grad/Professional,
51449,0,27,0,31,1,1,0,0,11,25,16,21,15,0,0,0,20,20,5,13,0,0,0,122,59,14,54,17,58,10,93,28,0,0,19,0,15,46,18,19,0,0,0,19,0,52,38,16,0,0,0,33,11,45,7,0,0,5,58,92,57,50,17,38,27,169,55,0,6,7,F
51450,0,19,7,5,0,0,0,0,0,29,14,10,19,0,0,0,16,14,19,16,7,0,24,134,88,13,37,9,16,37,88,20,7,19,6,0,16,8,17,7,0,0,0,0,30,22,15,2,5,0,0,5,14,24,9,17,13,12,99,57,31,38,19,6,20,137,45,25,22,14,F
51451,0,0,0,3,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,2,9,0,6,0,0,0,2,6,0,0,0,0,0,0,0,7,3,0,0,0,0,3,2,0,0,0,0,0,0,5,3,0,0,3,0,5,0,0,0,5,2,0,4,0,0,0,0,F
51453,0,3,10,3,0,0,0,0,1,24,6,2,7,0,0,0,26,5,6,4,0,0,4,62,7,0,19,4,3,0,37,6,0,0,0,0,1,4,1,0,0,0,0,7,9,15,18,2,0,0,0,2,2,4,12,0,0,3,65,7,9,15,10,0,5,13,19,4,5,10,F
51454,0,21,12,13,0,3,0,0,8,3,21,11,10,8,0,5,17,3,27,5,0,4,30,100,75,15,24,3,15,6,70,5,6,0,0,0,25,16,6,6,3,0,0,9,16,5,3,22,0,0,4,19,25,5,26,7,0,9,77,51,27,17,21,19,20,92,10,6,3,0,F
51455,0,14,31,25,10,0,4,4,0,46,25,25,14,0,5,5,85,31,7,24,0,3,4,195,73,32,27,17,41,13,133,30,0,15,8,0,5,52,63,7,4,0,0,0,10,56,33,20,3,0,3,66,23,12,10,9,3,12,107,85,33,57,22,23,36,174,33,20,29,6,F
51458,0,6,52,16,3,0,0,0,0,9,6,16,13,0,0,9,72,43,0,6,4,0,19,148,24,23,27,19,0,10,83,12,0,13,9,0,0,11,5,0,0,0,0,0,19,25,2,15,8,0,5,19,48,4,19,5,5,3,78,39,34,53,24,13,23,113,35,6,31,3,F
51459,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,8,0,0,2,2,6,0,2,0,0,3,2,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,3,0,0,0,2,8,0,6,0,0,0,3,3,4,3,0,0,0,0,8,0,0,0,0,F
51461,0,12,21,0,9,1,0,0,4,22,19,3,27,0,3,0,17,25,6,6,0,7,10,84,44,4,16,3,24,3,64,6,4,4,3,0,6,8,7,5,0,0,0,0,5,14,8,25,3,0,0,12,23,15,26,4,0,0,77,54,27,13,0,37,12,61,9,4,14,0,F
51462,0,9,2,0,0,3,0,4,43,18,43,0,22,0,0,0,36,3,0,0,0,2,11,47,49,2,5,11,4,3,80,24,3,0,4,0,0,0,5,0,0,0,0,8,12,12,48,0,0,0,3,22,13,0,4,0,0,2,35,50,17,18,0,9,4,41,34,3,14,0,F
51463,0,0,0,4,0,0,0,0,0,3,18,2,10,0,0,0,17,8,7,0,0,2,0,73,10,0,1,12,33,5,23,0,0,2,3,0,0,4,0,2,2,0,0,0,3,10,4,24,0,0,0,10,3,13,4,0,0,0,29,18,14,10,3,26,5,21,4,0,4,0,F
51465,0,7,0,8,0,0,0,4,0,18,0,2,0,0,0,0,11,10,4,4,0,16,0,96,25,1,7,2,3,3,25,11,0,0,0,0,6,15,23,0,0,0,3,0,2,9,6,1,3,0,0,5,6,0,9,7,3,7,67,51,9,2,2,2,1,28,26,6,6,0,F
51466,0,1,0,9,0,0,0,0,2,10,13,4,33,0,0,0,4,2,0,5,15,3,3,63,18,25,17,8,18,30,32,6,0,8,0,0,11,0,8,0,6,0,0,0,6,51,8,6,5,0,0,4,11,10,6,0,6,14,43,15,41,8,0,15,24,76,27,2,30,0,F
51467,0,3,0,1,5,0,0,0,0,4,4,11,8,0,0,0,30,3,0,4,2,4,0,82,28,5,23,9,14,6,60,6,0,7,1,0,4,5,3,0,8,0,0,0,3,5,2,12,10,0,0,2,4,10,0,6,3,0,39,69,8,10,11,6,2,56,6,0,5,0,F
51501,36,479,651,256,88,87,0,78,236,1083,668,239,361,61,160,300,980,418,198,103,46,271,444,1786,924,393,246,135,157,241,736,380,71,51,59,28,241,528,613,107,157,28,61,189,719,752,367,315,85,129,191,814,622,296,154,51,158,400,2120,1045,402,355,84,281,421,1305,363,22,74,38,F
51503,51,344,704,776,151,38,0,64,230,511,559,241,450,75,35,72,692,460,359,433,114,107,165,1515,1312,589,851,499,193,190,1069,408,65,254,149,13,218,442,724,221,179,10,0,81,474,451,346,438,155,28,89,531,533,222,542,286,91,154,1690,1491,550,847,388,207,279,1579,617,126,353,218,F
51510,28,8,79,13,9,0,0,31,0,126,78,50,10,0,0,15,107,59,75,30,0,0,29,163,118,21,43,18,0,30,65,51,6,8,0,0,8,136,19,0,0,0,25,7,72,119,56,37,23,0,0,44,52,21,0,0,0,32,251,150,42,22,8,40,42,62,68,0,0,0,F
51520,0,0,4,6,0,0,0,7,0,0,7,0,0,0,0,5,2,9,0,0,0,0,2,17,4,0,13,0,0,3,10,0,0,0,0,0,2,6,0,0,0,0,0,0,14,3,12,0,0,0,0,3,0,16,0,0,0,0,16,4,3,0,6,0,3,0,0,0,0,0,F
51521,0,10,38,3,3,0,0,0,12,16,5,25,27,0,0,4,30,41,31,8,4,5,12,154,70,43,19,40,16,19,99,18,3,9,4,0,2,32,2,0,12,0,0,0,32,22,21,14,5,0,0,22,38,47,13,4,0,27,65,83,31,75,32,5,7,124,22,4,7,3,F
51523,0,1,3,0,0,0,0,0,0,7,0,3,12,0,0,4,2,0,0,0,0,5,2,5,14,0,31,2,0,2,19,5,0,4,0,0,3,2,3,0,11,0,0,3,1,0,2,0,0,0,0,0,4,9,4,0,3,9,6,23,6,5,7,0,4,25,4,1,5,0,F
51525,0,0,4,9,0,0,0,0,0,15,17,0,5,0,0,0,17,35,9,30,0,0,5,76,32,23,2,4,12,3,42,14,3,26,0,0,3,23,21,2,0,0,0,0,4,7,14,11,7,0,0,16,17,9,26,0,2,13,63,71,12,33,0,16,2,47,28,0,9,0,F
51526,0,23,31,3,4,3,0,0,0,22,43,0,8,0,0,0,55,19,14,4,0,0,31,224,46,27,44,18,33,3,41,32,34,0,19,0,11,12,13,0,8,0,0,0,38,11,19,3,0,0,0,38,33,18,3,0,12,0,149,45,41,94,33,21,12,38,6,2,3,0,F
51527,2,4,3,4,0,0,0,0,0,5,7,0,0,0,0,7,17,12,0,0,0,0,0,76,6,2,0,0,3,0,34,7,0,0,11,0,0,0,5,0,0,0,0,0,9,10,0,5,0,0,2,10,2,3,4,0,0,4,38,10,10,12,0,0,0,31,5,0,3,0,F
51528,0,0,6,13,0,0,0,5,12,46,2,0,3,0,25,4,19,1,12,0,0,4,14,50,49,9,0,0,17,10,48,8,0,0,0,0,0,0,4,0,0,0,0,20,3,14,15,0,0,0,13,52,10,5,5,0,17,13,67,9,4,18,2,8,19,30,12,3,0,0,F
51529,0,39,12,7,5,0,0,0,2,18,16,11,7,0,0,5,22,57,11,33,7,3,16,150,20,7,70,15,6,20,105,25,0,19,4,0,5,4,14,13,0,0,0,3,8,29,22,29,0,0,0,16,12,4,8,0,2,12,62,93,36,53,17,4,49,123,37,0,18,0,F
51530,0,2,21,26,3,0,0,0,0,21,10,2,1,0,23,1,27,7,2,11,0,8,1,94,24,12,0,4,15,4,51,4,0,0,1,0,8,6,0,0,1,0,0,0,5,38,2,11,0,0,0,9,2,18,5,0,1,0,56,21,26,16,2,19,0,99,1,0,1,0,F
51531,0,5,10,11,0,10,4,0,0,8,0,3,0,0,0,0,7,4,0,8,3,2,0,71,25,9,19,17,25,5,59,33,0,12,0,0,15,4,5,0,0,0,0,0,0,6,0,12,4,0,0,4,17,2,6,6,18,0,42,37,23,28,0,36,12,68,21,15,3,0,F
51532,0,0,2,2,0,0,0,0,0,19,3,5,0,3,0,1,10,9,3,3,0,2,10,29,2,4,12,2,12,5,39,15,0,3,9,0,0,4,10,0,3,0,0,0,1,3,17,0,0,0,1,3,19,6,7,0,0,2,37,6,0,7,0,1,1,61,8,1,0,2,F
51533,0,3,4,5,2,0,0,0,0,9,9,9,7,0,0,3,7,27,6,2,0,2,21,95,38,25,37,14,0,8,21,9,3,16,3,0,16,9,12,0,5,0,0,1,6,10,0,15,0,0,1,14,14,6,0,0,0,6,86,63,5,23,2,2,7,41,6,4,2,3,F
51534,6,101,163,89,30,0,0,25,15,139,73,54,99,14,26,4,106,194,114,173,75,45,40,474,294,168,202,81,85,19,178,113,0,82,36,29,61,90,52,8,21,0,1,25,184,105,65,124,52,23,39,80,92,88,199,76,10,29,492,306,236,212,75,51,17,347,165,18,36,47,F
51535,0,3,17,13,0,0,0,0,3,18,45,32,8,0,0,2,17,26,3,10,3,0,5,38,86,72,33,14,8,11,114,30,6,3,8,0,25,18,29,0,0,0,0,11,5,15,35,2,16,0,5,9,21,24,6,0,0,3,99,55,32,38,35,16,20,145,57,11,9,0,F
51536,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,2,0,1,0,0,0,8,59,21,16,4,0,6,21,32,0,3,0,0,0,0,5,4,2,0,0,0,0,6,1,0,0,0,0,0,34,2,2,0,0,0,0,25,20,13,29,0,1,8,32,11,0,0,0,F
51537,0,23,42,51,0,12,0,20,1,90,64,42,92,0,0,33,128,93,21,78,21,38,7,405,209,110,110,57,43,29,398,21,0,31,36,0,11,35,93,0,39,0,0,1,101,72,74,56,9,0,0,109,90,84,99,46,9,56,324,165,171,179,57,107,45,393,107,77,52,24,F
51540,0,0,16,0,0,0,0,0,3,10,3,0,3,0,0,0,4,0,2,5,0,2,7,67,35,5,3,0,8,9,32,0,1,2,0,0,0,13,8,0,2,0,0,2,11,0,0,2,3,0,0,5,0,11,2,3,0,12,56,12,7,17,2,5,4,19,14,0,0,0,F
51541,0,2,0,7,0,0,0,0,3,19,0,0,0,0,0,0,5,2,8,0,0,0,1,42,4,17,8,0,3,2,14,7,0,2,0,0,0,11,1,0,0,0,0,0,2,9,0,0,0,0,0,0,22,1,0,0,0,0,28,4,10,5,5,0,3,15,10,2,5,2,F
51542,0,0,0,55,0,0,0,0,0,9,0,9,0,0,0,0,0,9,9,9,0,0,30,107,55,20,29,0,8,50,18,8,0,0,0,0,0,8,8,0,12,0,0,0,10,0,11,18,0,0,0,0,9,30,8,0,0,11,125,92,0,52,19,0,15,21,9,0,0,8,F
51543,0,3,20,11,0,0,0,2,3,1,4,3,0,0,0,0,10,0,0,1,0,0,2,40,19,2,15,2,2,2,5,6,1,3,0,0,1,7,5,0,0,0,0,0,3,0,2,0,0,0,0,13,9,1,0,0,0,3,33,14,8,7,4,4,5,23,2,4,0,0,F
51544,0,0,37,3,0,0,0,1,2,5,9,0,23,0,0,0,38,0,0,43,0,2,2,70,29,4,30,3,2,6,23,1,0,14,0,0,0,9,8,3,0,0,0,0,13,4,4,18,0,0,0,27,2,3,8,0,0,0,65,31,8,2,2,2,1,45,6,20,11,0,F
51545,0,0,5,11,0,0,0,0,5,21,0,12,2,0,0,3,24,2,0,10,0,6,2,22,15,2,0,0,1,12,10,14,0,8,0,0,3,4,3,0,0,0,0,0,4,0,2,0,0,0,2,33,18,0,2,0,5,4,44,12,1,0,0,4,0,9,24,0,0,0,F
51546,0,15,20,29,0,0,0,0,4,53,57,14,19,21,0,1,52,67,10,49,0,5,28,175,25,27,61,19,28,21,61,32,8,7,3,0,9,19,22,6,21,0,0,0,49,47,23,59,5,2,0,64,42,25,25,0,0,7,108,95,72,49,40,6,9,99,86,22,17,9,F
51548,0,10,0,5,0,0,0,0,0,4,0,0,15,5,0,0,7,31,0,0,0,0,0,24,11,0,13,0,0,1,30,0,0,0,0,0,6,0,4,0,15,0,0,0,0,0,0,0,3,0,0,3,11,14,4,0,0,0,33,7,3,7,6,0,2,23,7,0,0,0,F
51549,0,11,5,0,5,4,0,0,3,8,11,0,5,0,0,0,13,5,4,3,0,0,3,17,37,5,8,14,0,0,12,4,0,0,0,0,2,4,0,0,0,0,0,0,0,7,2,0,0,0,0,2,2,12,2,3,0,1,15,15,12,15,6,0,9,17,7,0,2,2,F
51550,0,1,7,5,0,0,0,2,0,0,3,2,0,0,0,0,0,0,0,0,0,0,2,55,0,3,1,0,0,0,10,0,0,2,0,0,0,2,3,0,0,0,0,0,0,0,2,0,0,0,11,3,0,0,0,0,1,1,27,23,0,2,1,0,2,11,2,0,0,0,F
51551,0,11,19,10,3,0,0,0,10,34,19,14,4,0,0,2,41,30,0,27,9,9,7,124,87,32,40,19,17,10,51,16,5,12,7,0,13,6,26,0,0,0,0,4,23,54,17,6,3,13,5,19,19,28,10,25,6,13,107,80,65,61,9,4,7,58,38,3,6,7,F
51552,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,7,7,2,0,0,0,0,18,21,3,2,0,0,0,11,3,0,9,0,0,0,0,0,3,0,0,0,0,3,0,2,0,0,0,0,21,6,0,0,0,0,0,5,9,2,17,2,0,0,13,0,0,8,0,F
51553,2,17,0,0,0,10,0,0,0,30,17,19,3,2,0,6,18,30,18,5,7,0,2,34,36,16,20,3,14,7,34,13,3,0,0,0,0,7,13,0,11,0,0,0,7,39,31,7,0,0,0,10,15,5,30,15,0,0,36,17,31,16,0,0,8,44,5,0,0,5,F
51554,0,0,13,0,0,0,0,0,0,0,17,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,8,10,0,10,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,8,0,0,0,0,F
51555,0,99,72,44,8,42,0,0,32,86,48,18,83,0,0,0,142,122,51,44,10,26,19,333,220,85,49,28,26,41,152,109,8,13,0,3,13,35,86,32,6,0,0,0,69,115,33,23,30,0,0,58,155,66,102,0,8,45,295,205,113,64,47,62,41,267,60,10,32,0,F
51556,0,0,7,14,0,3,0,1,6,32,3,8,0,0,0,6,15,0,0,0,0,0,2,42,0,13,0,0,0,1,15,5,0,20,0,0,2,0,6,0,0,0,1,6,0,8,16,2,0,0,0,5,20,0,11,0,0,0,34,6,2,0,0,0,12,25,2,0,3,0,F
51557,0,2,3,0,0,0,0,0,0,43,1,10,0,0,0,0,2,19,0,37,0,0,9,101,68,3,27,7,0,11,44,10,0,0,0,0,0,9,19,13,0,0,0,12,14,2,3,9,0,0,0,21,41,2,14,0,0,5,62,61,13,16,10,2,7,40,17,9,1,0,F
51558,0,5,5,0,1,0,0,0,2,44,0,0,0,0,0,0,12,0,0,0,3,0,1,83,26,2,6,0,36,4,34,25,0,2,1,0,0,1,2,1,2,0,0,0,1,1,0,2,0,0,1,7,3,0,15,0,0,24,25,36,1,1,0,6,2,40,5,2,8,0,F
51559,0,0,3,14,20,3,4,0,0,12,15,10,24,0,0,0,24,28,7,54,0,4,1,93,22,34,39,8,4,13,98,10,7,0,0,0,0,14,25,2,7,0,9,5,18,26,12,47,2,0,0,52,14,2,26,2,0,1,76,89,26,69,16,16,10,124,20,20,16,0,F
51560,0,16,25,18,13,4,0,0,2,61,32,20,14,0,2,4,39,73,0,17,0,4,5,61,57,48,20,24,37,22,109,9,6,4,5,0,2,17,11,5,5,0,10,13,41,22,31,37,5,0,0,48,31,26,28,21,12,24,85,46,33,31,5,13,5,116,48,8,9,4,F
51561,0,16,12,6,8,0,0,0,42,15,14,3,0,24,0,8,22,0,0,39,0,4,42,81,46,3,82,7,0,8,19,24,0,9,29,0,3,16,15,3,0,0,0,8,25,6,21,2,12,0,0,1,12,3,57,8,9,36,94,49,13,17,21,0,21,54,24,10,0,0,F
51562,0,2,9,7,0,0,0,0,0,4,30,14,10,0,0,0,11,13,3,0,6,0,0,31,6,6,10,0,3,12,23,2,0,0,0,0,5,3,10,9,3,0,0,0,0,8,15,5,0,0,4,0,23,4,0,0,0,0,18,10,15,8,0,4,0,39,3,10,3,0,F
51563,0,0,24,0,0,0,0,0,0,2,7,5,0,0,0,3,2,0,11,0,0,0,4,39,48,0,19,9,4,2,18,14,0,2,0,0,0,10,0,3,0,0,0,0,5,1,1,3,0,0,0,0,0,1,7,13,0,2,68,32,0,17,0,0,7,21,18,0,1,5,F
51564,0,1,1,3,9,10,0,0,0,0,7,0,0,0,0,0,2,16,0,0,0,2,8,53,12,0,17,0,0,6,30,16,0,2,11,0,2,10,2,0,0,0,0,0,0,13,0,0,1,0,0,4,1,2,11,2,0,1,33,26,3,7,0,0,4,42,33,0,0,0,F
51565,0,0,16,17,0,0,0,0,0,2,4,4,0,0,0,0,13,25,0,0,10,4,23,37,11,11,11,0,19,1,35,14,0,0,0,0,14,0,2,0,9,3,0,0,2,1,0,0,0,0,0,12,0,0,4,0,0,6,24,11,27,23,0,5,5,65,6,8,0,0,F
51566,0,59,70,158,21,0,0,30,28,39,90,21,19,32,0,19,194,62,33,79,24,114,63,287,233,153,193,19,84,64,227,74,13,33,40,12,70,43,60,9,16,0,6,12,68,141,48,58,0,23,23,139,97,62,26,29,32,26,288,355,168,112,36,63,95,436,176,32,38,2,F
51570,0,3,9,18,0,5,0,0,4,13,20,3,10,0,0,0,13,7,6,15,0,0,0,69,31,5,22,2,0,3,50,3,0,0,5,0,10,31,15,0,0,0,0,2,2,4,8,5,4,4,11,7,26,5,9,3,0,14,41,33,15,31,12,22,11,65,19,0,8,2,F
51571,0,0,3,6,0,0,0,0,2,15,14,23,3,0,3,0,6,9,30,9,0,2,1,38,17,25,2,19,3,3,19,7,6,2,6,0,10,0,18,0,0,0,0,0,0,13,7,0,15,0,0,2,20,14,34,0,1,2,38,25,3,24,2,6,6,22,3,0,1,0,F
51572,0,2,4,3,0,0,0,0,0,7,7,0,0,0,0,0,6,12,0,0,0,6,0,43,10,2,5,0,4,3,24,4,0,0,0,0,0,0,6,1,0,0,0,0,6,6,0,0,0,0,0,6,4,0,0,0,0,5,23,15,12,6,2,0,1,37,3,0,17,0,F
51573,4,8,8,2,5,0,0,0,0,14,24,21,14,0,0,0,15,23,7,9,0,6,9,57,56,13,32,13,15,6,35,11,0,3,8,0,4,3,4,5,0,0,0,0,18,3,17,8,3,0,0,18,19,12,10,3,0,7,54,40,30,18,14,15,16,65,18,4,8,0,F
51575,0,7,12,36,13,0,0,0,0,18,11,3,16,0,0,0,22,41,21,30,4,0,14,45,80,14,42,21,4,2,58,14,0,4,8,0,6,5,0,7,3,0,0,0,3,4,0,42,12,0,0,5,34,19,57,20,0,0,89,39,27,29,10,3,0,64,26,7,3,0,F
51576,0,0,19,38,0,5,0,0,5,29,25,1,12,0,0,0,18,17,21,44,23,0,41,121,50,43,28,18,2,20,84,4,11,7,2,0,0,12,31,29,5,0,0,0,16,4,22,12,0,0,0,35,55,27,41,32,0,0,102,73,35,34,20,0,21,45,28,0,11,8,F
51577,0,9,16,23,0,5,0,4,0,12,23,4,19,0,0,0,48,13,4,8,0,4,8,83,57,22,23,8,5,20,58,19,0,4,7,0,11,8,22,0,6,0,0,3,19,19,22,7,3,0,0,21,29,9,5,0,0,18,80,76,21,18,9,10,12,61,16,0,4,13,F
51578,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,4,0,0,0,0,0,0,0,6,0,0,0,0,0,0,7,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,8,2,0,0,0,0,0,2,2,0,0,0,F
51579,0,9,39,19,5,6,0,0,9,28,18,22,28,0,0,0,42,69,10,14,6,0,19,123,81,38,23,24,23,17,131,25,0,26,3,0,6,18,29,5,5,0,0,6,13,37,13,18,0,0,0,33,31,17,37,6,4,3,164,85,29,28,29,35,36,141,59,3,22,12,F
51601,0,64,69,32,0,18,0,0,21,114,58,44,59,0,0,0,104,49,33,41,14,44,7,332,292,42,119,27,73,88,285,62,18,55,34,0,12,72,29,0,24,12,64,42,73,118,50,31,0,7,8,117,99,45,44,6,31,14,455,146,49,102,35,36,70,496,56,33,100,0,F
51630,0,0,0,0,0,0,0,0,2,19,0,0,0,0,0,0,4,2,0,0,0,0,2,14,17,0,4,0,0,0,14,3,0,0,3,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,1,2,5,3,0,0,0,13,9,1,4,0,0,0,0,9,5,0,0,0,F
51631,0,0,2,0,0,4,0,0,0,0,6,0,0,0,0,0,5,4,3,0,0,0,0,31,11,0,12,0,0,2,21,2,0,0,1,0,0,0,0,0,0,0,0,0,2,2,0,0,4,0,0,2,4,3,2,0,0,3,31,11,13,4,0,0,1,25,4,0,0,3,F
51632,11,89,112,101,4,0,0,4,152,149,154,62,29,10,14,86,198,186,51,59,4,26,72,349,293,131,130,57,44,76,145,86,11,30,60,0,72,100,41,23,13,0,0,28,26,93,82,49,36,0,14,78,105,41,57,20,33,23,210,189,178,132,52,57,120,393,116,11,101,11,F
51636,0,0,20,14,0,3,0,0,0,0,2,3,0,0,0,3,6,0,4,0,2,0,3,66,19,5,13,0,9,4,18,10,0,0,1,0,0,13,4,0,0,0,0,0,2,6,0,0,0,0,2,9,2,7,0,2,0,3,74,23,9,14,8,5,0,17,20,0,4,0,F
51637,0,0,4,0,0,0,0,0,0,5,12,6,0,0,0,0,17,0,0,0,0,0,4,9,5,1,3,4,0,3,11,0,0,4,1,0,4,16,5,0,0,0,0,0,2,0,0,0,0,0,0,15,3,2,0,0,0,0,16,21,8,5,0,0,4,8,1,0,2,0,F
51638,0,6,6,10,3,3,0,5,0,8,26,17,15,0,0,0,45,23,18,2,12,0,11,109,46,10,15,22,13,9,80,12,4,6,0,0,6,8,14,0,0,0,0,0,14,31,0,19,3,0,0,14,40,15,15,6,0,0,110,48,27,26,13,12,6,85,27,13,14,5,F
51639,0,15,11,6,0,0,0,0,0,25,1,6,3,0,0,0,47,0,3,3,0,0,21,89,60,8,35,7,2,9,22,4,0,12,4,0,11,8,0,0,0,0,0,21,5,14,7,9,0,0,0,32,8,8,0,0,0,6,72,36,46,49,4,4,2,44,7,3,22,8,F
51640,0,0,23,25,0,7,0,7,4,22,9,4,17,0,4,0,38,20,17,22,0,8,13,68,40,22,31,13,3,14,63,40,0,15,19,0,11,34,11,9,7,0,2,2,23,22,9,5,0,0,8,28,44,21,14,4,3,9,103,40,21,37,15,6,22,126,35,7,17,3,F
51645,0,0,0,0,0,0,0,0,0,5,0,0,12,0,2,0,2,0,0,0,0,0,3,22,16,2,0,0,0,0,27,23,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,11,0,0,0,2,3,0,2,0,3,0,29,13,13,0,0,0,0,8,0,0,0,0,F
51646,4,15,10,32,0,0,0,0,0,17,16,18,4,0,0,4,10,4,11,2,3,3,4,98,34,14,6,0,2,13,35,8,6,2,0,0,7,4,0,0,0,0,0,0,17,14,13,10,0,0,0,10,9,10,17,10,0,6,43,37,15,18,4,2,6,64,16,0,0,2,F
51647,9,8,0,14,0,0,0,0,0,0,3,2,0,0,0,0,13,0,0,0,0,0,5,20,2,0,0,0,0,0,1,9,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,8,0,3,0,0,0,0,0,0,3,4,14,0,0,0,0,3,0,0,0,1,0,F
51648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,6,24,7,0,0,0,0,0,22,0,0,6,0,0,0,0,0,0,0,0,0,0,13,9,0,0,0,0,0,0,8,0,0,0,0,6,11,0,0,9,7,0,0,17,12,0,0,0,F
51649,0,7,2,0,0,0,0,0,3,11,0,2,0,0,0,2,1,0,0,0,0,0,2,32,21,14,7,5,2,0,9,13,0,0,0,0,0,3,0,5,0,0,0,0,0,9,0,0,0,0,0,6,3,0,0,8,0,3,27,22,7,6,8,4,0,24,4,0,0,0,F
51650,0,2,0,2,2,0,0,0,4,26,6,0,1,0,0,0,24,7,0,2,0,0,5,20,15,3,0,0,0,0,20,2,0,0,0,0,0,0,13,0,0,0,0,0,14,13,2,1,0,0,0,3,0,2,5,0,0,2,26,16,3,6,0,3,3,17,4,0,0,0,F
51652,1,23,40,14,0,0,0,0,22,32,25,0,0,0,0,6,33,39,7,32,6,16,6,105,58,17,33,7,0,11,91,35,0,11,7,0,3,29,28,0,0,0,0,1,28,10,13,18,0,0,5,20,19,13,31,3,3,12,86,30,6,38,4,8,27,118,36,5,17,4,F
51653,0,14,27,21,0,0,0,3,18,29,33,7,11,0,0,0,45,14,13,3,0,12,0,72,55,10,37,10,15,22,34,17,0,3,6,0,13,6,24,11,0,0,0,4,10,15,28,11,0,0,0,34,35,0,4,0,0,6,65,69,7,19,25,9,16,57,29,0,22,0,F
51654,0,0,9,6,0,0,0,0,0,13,8,0,4,0,0,1,16,0,0,9,0,0,13,55,0,16,11,4,0,0,21,15,0,6,5,0,7,0,2,0,0,0,0,3,8,7,0,5,0,0,0,7,10,0,15,0,0,0,43,44,0,9,10,0,7,22,4,0,10,0,F
51656,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,0,0,0,0,2,4,4,0,0,0,0,0,1,1,0,0,0,0,0,0,2,0,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,3,11,2,0,0,0,3,0,1,0,0,0,0,F
52001,36,377,799,1347,241,296,3,4,189,810,683,255,680,176,123,130,804,610,217,307,150,158,462,2463,832,251,616,476,270,343,1222,341,9,223,166,11,177,604,1833,239,301,26,6,171,484,823,184,800,302,12,67,713,775,283,394,128,191,278,2316,1189,495,782,353,415,437,1895,514,184,311,467,F
52002,0,87,132,126,40,74,0,11,0,69,158,114,377,157,13,17,226,200,113,289,162,0,86,720,317,215,375,266,87,99,305,165,14,84,153,0,13,154,156,28,53,0,1,13,106,122,146,276,174,28,18,100,137,166,274,218,9,53,805,465,175,311,172,123,102,582,106,6,100,70,F
52003,0,9,151,146,68,54,0,0,20,142,243,51,189,69,23,48,175,165,71,217,130,11,54,616,397,156,344,376,83,40,391,229,13,107,114,5,41,151,204,28,58,0,0,4,188,169,42,247,61,0,18,276,108,118,220,53,13,35,607,503,277,386,274,49,57,555,222,15,174,219,F
52030,0,4,12,1,4,0,0,0,0,13,6,0,0,0,0,3,25,4,5,0,0,6,6,29,9,0,0,1,4,0,9,0,0,0,0,0,2,11,3,6,7,0,0,0,10,2,2,1,0,0,0,5,2,2,5,0,0,0,16,17,5,2,1,6,11,5,7,0,3,0,F
52031,0,3,112,109,20,20,0,0,18,93,38,45,51,0,2,10,210,57,34,65,6,15,18,550,211,13,96,35,102,23,177,24,10,18,25,11,10,31,50,10,7,0,0,5,14,51,60,86,26,0,10,58,60,58,84,46,26,26,490,170,16,100,27,88,91,275,93,4,24,14,F
