0.69151092,0.51430377
0.20577787,0.42611526
0.28566958,0.03526286
0.70625531,0.3938374
0.63101751,0.90312664
0.82727082,0.73213821
0.89602989,0.52618429
0.19394197,0.79168928
1.52367876,-0.24700898
0.72084932,0.17742894
0.89736782,0.30894853
0.91973059,0.10945919
0.82614474,0.14619992
0.44394713,0.45108966
0.88009455,0.4546409
0.262239,0.28769879
0.26213976,0.89380661
0.78993627,0.34409595
0.50392581,0.77551913
0.47701897,0.34651742
0.30475842,0.78862436
0.65606406,0.59823421
0.95845351,0.18594778
0.82348535,0.52889233
0.19436049,0.66123786
0.24698891,0.53687465
0.72154322,0.66564278
1.22417394,0.11078804
0.3636403,0.94378127
0.10362442,0.83353259
0.53714367,0.42930762
0.02475924,0.53744775
0.27341759,0.703564
0.51514754,0.61885008
0.45565039,0.54878177
0.48308357,0.68757408
0.50146838,0.02861439
0.85382486,0.6289806
0.95565814,0.59980571
0.75347446,0.58092383
0.963271,0.51330365
0.66073381,0.31026808
0.58100778,0.59790525
0.51122405,0.16701282
0.74378175,0.26253636
0.95915413,0.7019578
0.17419756,0.93016048
1.22524758,0.45866838
0.95992371,0.84700517
0.81121985,0.41806228
0.70497451,0.76709849
0.60786496,0.38103155
0.02109116,0.87436875
0.95569969,0.27347537
0.29923551,0.60361131
0.01558444,0.9626696
0.59269117,0.77779334
0.36740857,0.359847
0.54856196,0.28098213
0.41455195,0.74593928
0.39511425,0.21101915
0.0842045,0.93930412
0.02974864,0.66001275
0.51373722,0.50891515
0.59533936,0.68246534
0.02465577,0.77687321
0.63398032,0.46850941
1.28958733,0.17083625
0.36571373,0.52902116
0.38855969,0.83297151
0.50409751,0.89604635
0.58579162,0.52783385
0.75456422,0.47604676
1.08179812,0.45516019
0.83061076,0.25939664
0.0914827,0.23423509
0.04717959,0.4085957
0.81104287,0.90239682
1.11601629,-0.0132494
0.10906156,0.71777862
0.93738968,0.01775794
1.30890894,0.25318373
0.82989801,0.03263107
0.02718483,0.0109235
0.68381957,0.01511603
0.89565229,0.20961546
0.33995287,0.45065151
0.6199796,0.10800573
0.41567666,0.62189511
0.13250434,0.56677406
0.7517213,0.08793309
0.35776049,0.68141429
0.95764646,0.43731788
0.89217593,0.37946142
0.9619595,0.35879422
0.62692335,0.21165664
-0.06754955,1.10538622
-0.0834884,0.82679667
-0.18834895,0.72669291
-0.23391274,0.78090547
