Percent White, Percent F/R Lunch, Cluster Number
(12157.0, 0.0175824, 0.0967033, 88770.0, 51.0, 0.9803922, 0.1176471, 6.186892, 0.0, 0.0, 0.0196078), 2
(9860.0, 0.0063882, 0.1354413, 103109.0, 1317.0, 0.8610479, 0.0, 6.164504, 0.0, 0.0, 0.0), 2
(13365.0, 0.0144404, 0.1064982, 44948.0, 12.0, 0.9166667, 0.25, 6.143582, 0.0, 0.0, 0.0), 9
(20088.0, 0.0, 0.0, 54354.0, 169.0, 0.9940829, 0.4792899, 6.102195, 0.0, 0.0, 0.0), 4
(13523.0, 0.0, 0.0, 59526.0, 271.0, 0.9926199, 0.2509225, 6.08956, 0.0, 0.0, 0.00369), 4
(19290.0, 0.0085106, 0.1361702, 44455.0, 187.0, 0.9893048, 0.3582888, 6.067781, 0.0, 0.0, 0.0106952), 3
(10341.0, 0.0057971, 0.1086956, 68763.0, 1253.0, 0.915403, 0.1125299, 6.029804, 0.0, 0.0, 0.0), 6
(12295.0, 0.1063023, 0.1097767, 47244.0, 72.0, 0.1111111, 0.5555556, 5.996593, 0.0, 0.0, 0.3333333), 9
(17325.0, 0.0044693, 0.1594041, 100982.0, 699.0, 0.9670959, 0.0515021, 5.98713, 0.0, 0.0, 0.0), 2
(16452.0, 0.0, 0.15, 51875.0, 40.0, 0.075, 0.875, 5.960377, 0.0, 0.0, 0.0), 4
(12356.0, 0.0, 0.1470588, 85313.0, 204.0, 0.9656863, 0.0686275, 5.95751, 0.0, 0.0, 0.0196078), 2
(37368.0, 0.0, 0.0, 45469.0, 72.0, 1.0, 0.4861111, 5.946789, 0.0, 0.0, 0.0), 8
(13286.0, 0.0, 0.0, 25938.0, 14.0, 1.0, 0.0, 5.92, 0.0, 0.0, 0.0), 5
(16368.0, 0.0004861, 0.1132718, 73322.0, 255.0, 0.9529412, 0.1647059, 5.889542, 0.0, 0.0, 0.0078431), 6
(7472.0, 0.0382402, 0.1099499, 68441.0, 967.0, 0.950362, 0.1189245, 5.885164, 0.0, 0.0, 0.0), 6
(7472.0, 0.0382402, 0.1099499, 68441.0, 983.0, 0.9521872, 0.1291963, 5.885164, 0.0, 0.0, 0.0833333), 6
(34311.0, 0.0, 0.0, 57697.0, 142.0, 0.9366197, 0.4929577, 5.880227, 0.0, 0.0, 0.0211268), 8
(17115.0, 0.0, 0.1206897, 57868.0, 20.0, 1.0, 0.45, 5.879908, 0.0, 0.0, 0.0), 4
(17115.0, 0.0, 0.1206897, 57868.0, 38.0, 0.9736842, 0.1578947, 5.879908, 0.0, 0.0, 0.0), 4
(17350.0, 0.0053476, 0.228164, 46750.0, 242.0, 0.9628099, 0.4173554, 5.878821, 0.0, 0.0, 0.0), 3
(10987.0, 0.3564815, 0.1542023, 63080.0, 20.0, 1.0, 0.0, 5.773973, 0.0, 0.0, 0.0), 6
(11681.0, 0.028744, 0.1441366, 53734.0, 300.0, 0.73, 0.6033334, 5.767125, 0.0, 0.0, 0.0), 4
(37281.0, 0.0, 0.1538462, 43705.0, 44.0, 0.9318182, 0.2954545, 5.766292, 0.0, 0.0, 0.0), 8
(9265.0, 0.016528, 0.1241454, 59167.0, 95.0, 0.968421, 0.4315789, 5.75, 0.0, 0.0, 0.0), 4
(9239.0, 0.1368, 0.1016, 47016.0, 28.0, 1.0, 0.1428571, 5.747787, 0.0, 0.0, 0.0), 9
(13577.0, 0.005988, 0.0868263, 91406.0, 334.0, 0.9221557, 0.1167665, 5.740304, 0.0, 0.0, 0.0333333), 2
(8914.0, 0.007027, 0.1408108, 64425.0, 13.0, 1.0, 0.0, 5.731566, 0.0, 0.0, 0.0), 6
(28264.0, 0.0, 0.125, 43250.0, 64.0, 0.96875, 0.296875, 5.731441, 0.0, 0.0, 0.03125), 3
(15506.0, 0.0, 0.0, 61484.0, 80.0, 1.0, 0.3, 5.724234, 0.0, 0.0, 0.0), 6
(9556.0, 0.0028235, 0.0865882, 81830.0, 739.0, 0.947226, 0.1488498, 5.708015, 0.0, 0.0, 0.0), 2
(10525.0, 0.0641488, 0.1329763, 66011.0, 566.0, 0.5388693, 0.7491166, 5.705792, 0.0, 0.0, 0.0), 6
(8434.0, 0.0043552, 0.1037682, 51209.0, 445.0, 0.8853933, 0.2269663, 5.658462, 0.0, 0.0, 0.0), 4
(9286.0, 0.0063694, 0.089172, 48638.0, 366.0, 0.9234973, 0.4699453, 5.652327, 0.0, 0.0, 0.0310078), 9
(12295.0, 0.1063023, 0.1097767, 86388.0, 71.0, 0.1267606, 0.4788733, 5.644486, 0.0, 0.0, 0.028169), 2
(17406.0, 0.0, 0.0, 67850.0, 309.0, 0.9838188, 0.3365696, 5.626363, 0.0, 0.0, 0.0), 6
(16387.0, 0.029703, 0.2277228, 46490.0, 66.0, 0.9242424, 0.4090909, 5.599514, 0.0, 0.0, 0.0454545), 9
(10615.0, 0.0, 0.1764706, 55469.0, 17.0, 0.9411765, 0.5294118, 5.598326, 0.0, 0.0, 0.0), 4
(12061.0, 0.0009879, 0.172298, 48182.0, 18.0, 0.5, 0.8333333, 5.597967, 0.0, 0.0, 0.0), 9
(17516.0, 0.0, 0.0, 44550.0, 78.0, 0.9871795, 0.448718, 5.596403, 0.0, 0.0, 0.0), 3
(11983.0, 0.0130011, 0.0877573, 35000.0, 17.0, 1.0, 0.4705882, 5.591619, 0.0, 0.0, 0.0), 11
(13158.0, 0.0, 0.1515152, 70417.0, 33.0, 0.969697, 0.4848485, 5.587678, 0.0, 0.0, 0.0), 6
(10334.0, 0.0, 0.1212766, 59909.0, 162.0, 0.9691358, 0.2037037, 5.574312, 0.0, 0.0, 0.0), 4
(16188.0, 0.0, 0.1578947, 45833.0, 19.0, 1.0, 0.8421053, 5.571429, 0.0, 0.0, 0.0), 9
(17000.0, 0.0, 0.1875, 58125.0, 46.0, 1.0, 0.173913, 5.556757, 0.0, 0.0, 0.0), 4
(14461.0, 0.0033113, 0.1167219, 42361.0, 97.0, 0.9793814, 0.4639175, 5.556593, 0.0, 0.0, 0.0), 3
(19914.0, 0.0098395, 0.1191093, 80741.0, 409.0, 0.99511, 0.2689486, 5.556406, 0.0, 0.0, 0.002445), 2
(17641.0, 0.0069124, 0.1520737, 65250.0, 205.0, 0.9853659, 0.2390244, 5.556326, 0.0, 0.0, 0.0), 6
(16871.0, 0.0072464, 0.139372, 59253.0, 643.0, 0.8398134, 0.2208398, 5.551667, 0.0, 0.0, 0.0), 4
(11147.0, 0.0210483, 0.1853075, 72694.0, 1505.0, 0.8551495, 0.2272425, 5.532339, 0.0, 0.0, 0.0034247), 6
(10459.0, 0.0, 0.0934529, 66229.0, 127.0, 0.9448819, 0.4488189, 5.53213, 0.0, 0.0, 0.0), 6
(12900.0, 0.0011891, 0.0897741, 60000.0, 157.0, 0.9936306, 0.1974522, 5.527697, 0.0, 0.0, 0.0), 4
(10217.0, 0.0016234, 0.0892857, 62207.0, 407.0, 0.982801, 0.2800983, 5.514405, 0.0, 0.0, 0.0), 6
(29026.0, 0.0, 0.0857143, 42188.0, 34.0, 0.8823529, 0.4705882, 5.508772, 0.0, 0.0, 0.1176471), 3
(11250.0, 0.0, 0.0968343, 47534.0, 291.0, 0.8487973, 0.5601375, 5.508463, 0.0, 0.0, 0.0217391), 9
(13569.0, 0.0, 0.1706758, 63558.0, 28.0, 0.9642857, 0.1428571, 5.501548, 0.0, 0.0, 0.0), 6
(16112.0, 0.0, 0.2398094, 58092.0, 62.0, 0.9354839, 0.4354839, 5.49569, 0.0, 0.0, 0.0), 4
(20415.0, 0.003268, 0.1568628, 51875.0, 20.0, 1.0, 0.2, 5.489617, 0.0, 0.0, 0.0), 4
(17679.0, 0.0051099, 0.1967297, 66375.0, 217.0, 0.9585254, 0.3870968, 5.479376, 0.0, 0.0, 0.0368664), 6
(10249.0, 0.043123, 0.1270994, 54983.0, 83.0, 0.9518072, 0.0, 5.457613, 0.0, 0.0, 0.0), 4
(10365.0, 0.0060676, 0.096215, 65654.0, 1.0, 1.0, 0.0, 5.455743, 0.0, 0.0, 0.0), 6
(17461.0, 0.0, 0.1501597, 22353.0, 159.0, 1.0, 0.5786164, 5.454545, 0.0, 0.0, 0.0), 5
(14748.0, 0.0017996, 0.1493701, 62340.0, 449.0, 0.9643652, 0.1870824, 5.45229, 0.0, 0.0, 0.0), 6
(21593.0, 0.0032258, 0.1612903, 51424.0, 12.0, 0.8333333, 0.0, 5.44774, 0.0, 0.0, 0.0833333), 8
(10042.0, 0.0022173, 0.1707317, 54702.0, 14.0, 0.9285714, 0.0, 5.447369, 0.0, 0.0, 0.0), 4
(10729.0, 0.0, 0.1088435, 38750.0, 112.0, 0.7142857, 0.2767857, 5.446352, 0.0, 0.0, 0.0), 7
(11697.0, 0.0, 0.1358696, 50000.0, 36.0, 0.9722222, 0.4166667, 5.441558, 0.0, 0.0, 0.0), 9
(21028.0, 0.006263, 0.125261, 54375.0, 135.0, 0.5185185, 0.4296296, 5.437762, 0.0, 0.0, 0.0), 8
(21028.0, 0.006263, 0.125261, 54375.0, 11.0, 0.0, 0.0, 5.437762, 0.0, 0.0, 0.0), 8
(12800.0, 0.0, 0.1666667, 43523.0, 12.0, 1.0, 0.5, 5.425008, 0.0, 0.0, 0.0), 9
(20216.0, 0.0, 0.1676301, 52248.0, 204.0, 0.9019608, 0.0, 5.423508, 0.0, 0.0, 0.0192308), 4
(8739.0, 0.0, 0.1961471, 61688.0, 88.0, 0.9659091, 0.4659091, 5.423211, 0.0, 0.0, 0.0), 6
(27470.0, 0.0, 0.1136364, 42381.0, 88.0, 0.9090909, 0.3409091, 5.403361, 0.0, 0.0, 0.0454545), 3
(20710.0, 0.0, 0.1685083, 50125.0, 106.0, 1.0, 0.1981132, 5.401818, 0.0, 0.0, 0.0), 8
(20710.0, 0.0, 0.1685083, 50125.0, 170.0, 0.9941176, 0.2, 5.401818, 0.0, 0.0, 0.0), 8
(16075.0, 0.0005247, 0.1951731, 63767.0, 219.0, 0.9863014, 0.2465753, 5.397383, 0.0, 0.0, 0.0136986), 6
(9856.0, 0.0133574, 0.1119134, 73689.0, 21.0, 1.0, 0.1428571, 5.393468, 0.0, 0.0, 0.0), 6
(10748.0, 0.0077129, 0.1308043, 74315.0, 520.0, 0.9288462, 0.1288462, 5.388347, 0.0, 0.0, 0.0434783), 6
(19707.0, 0.0114943, 0.1628353, 53438.0, 10.0, 1.0, 0.6, 5.387283, 0.0, 0.0, 0.0), 4
(19707.0, 0.0114943, 0.1628353, 53438.0, 16.0, 1.0, 0.75, 5.387283, 0.0, 0.0, 0.0), 4
(19707.0, 0.0114943, 0.1628353, 53438.0, 42.0, 1.0, 0.6428571, 5.387283, 0.0, 0.0, 0.0), 4
(16795.0, 0.0161677, 0.2023952, 53641.0, 21.0, 0.952381, 0.5714286, 5.381959, 0.0, 0.0, 0.0), 4
(14417.0, 0.0245331, 0.1504186, 77177.0, 22.0, 0.9545454, 0.0, 5.381346, 0.0, 0.0, 0.0), 6
(14532.0, 0.0, 0.1456693, 49868.0, 128.0, 0.9453125, 0.40625, 5.380368, 0.0, 0.0, 0.0), 9
(12783.0, 0.0, 0.1785714, 65833.0, 112.0, 0.9821429, 0.2053571, 5.373717, 0.0, 0.0, 0.0), 6
(49778.0, 0.0, 0.2307692, 39038.0, 17.0, 1.0, 0.2352941, 5.355191, 0.0, 0.0, 0.0), 10
(15107.0, 0.0085755, 0.1786565, 49219.0, 259.0, 0.976834, 0.3938224, 5.331297, 0.0, 0.0, 0.023166), 9
(8821.0, 0.0, 0.1499272, 31549.0, 32.0, 0.90625, 0.375, 5.32989, 0.0, 0.0, 0.0), 11
(8495.0, 0.0, 0.109462, 69179.0, 110.0, 0.9727273, 0.1727273, 5.329389, 0.0, 0.0, 0.0), 6
(8495.0, 0.0, 0.109462, 69179.0, 160.0, 0.96875, 0.15625, 5.329389, 0.0, 0.0, 0.00625), 6
(9877.0, 0.0030395, 0.154002, 51934.0, 126.0, 0.9920635, 0.1746032, 5.323894, 0.0, 0.0, 0.0079365), 4
(18805.0, 0.128999, 0.1455108, 73205.0, 22.0, 1.0, 0.0, 5.319862, 0.0, 0.0, 0.0), 6
(22767.0, 0.0, 0.1898734, 44375.0, 19.0, 1.0, 0.2631579, 5.310256, 0.0, 0.0, 0.0), 3
(10048.0, 0.0014948, 0.1270553, 65068.0, 98.0, 0.9693878, 0.0, 5.307656, 0.0, 0.0, 0.0), 6
(19875.0, 0.0, 0.0, 48056.0, 12.0, 1.0, 0.75, 5.305296, 0.0, 0.0, 0.0), 3
(13381.0, 0.0, 0.2631579, 32250.0, 19.0, 0.8947368, 0.0, 5.302817, 0.0, 0.0, 0.0), 11
(15038.0, 0.0, 0.1111111, 42500.0, 86.0, 1.0, 0.3953488, 5.291892, 0.0, 0.0, 0.0), 3
(10004.0, 0.0950226, 0.0995475, 57500.0, 84.0, 0.9880952, 0.3214286, 5.290323, 0.0, 0.0, 0.0), 4
(10470.0, 0.0017182, 0.1237113, 51695.0, 344.0, 0.8924419, 0.2296512, 5.289917, 0.0, 0.0, 0.0), 4
(14239.0, 0.0075873, 0.1813354, 34438.0, 46.0, 0.9347826, 0.2391304, 5.286424, 0.0, 0.0, 0.0), 11
(9020.0, 0.0, 0.1082225, 60473.0, 377.0, 0.9814324, 0.2307692, 5.280936, 0.0, 0.0, 0.0106101), 4
(12218.0, 0.0844444, 0.1511111, 44659.0, 33.0, 0.8181818, 0.4848485, 5.27834, 0.0, 0.0, 0.030303), 9
(18938.0, 0.0763588, 0.1370457, 70813.0, 376.0, 0.731383, 0.3005319, 5.277314, 0.0, 0.0, 0.0), 6
(22400.0, 0.0, 0.0277778, 34559.0, 36.0, 0.8055556, 0.3888889, 5.27027, 0.0, 0.0, 0.0), 10
(22667.0, 0.0, 0.2857143, 34063.0, 7.0, 1.0, 0.0, 5.267606, 0.0, 0.0, 0.0), 10
(13832.0, 0.0068493, 0.1232877, 51641.0, 148.0, 0.9662162, 0.4324324, 5.266576, 0.0, 0.0, 0.0), 4
(8555.0, 0.0232198, 0.0665635, 54038.0, 183.0, 0.9836066, 0.3333333, 5.259392, 0.0, 0.0, 0.0), 4
(8555.0, 0.0232198, 0.0665635, 54038.0, 234.0, 1.0, 0.0, 5.259392, 0.0, 0.0, 0.0), 4
(17222.0, 0.0, 0.0840708, 41827.0, 128.0, 0.9609375, 0.421875, 5.254032, 0.0, 0.0, 0.0), 3
(12521.0, 0.0, 0.1892523, 53365.0, 265.0, 0.9735849, 0.2, 5.253228, 0.0, 0.0, 0.0150943), 4
(17020.0, 0.00326, 0.1189894, 61977.0, 15.0, 1.0, 0.4, 5.251723, 0.0, 0.0, 0.0), 6
(10546.0, 0.0190995, 0.1432893, 63588.0, 12.0, 0.5833333, 0.25, 5.251086, 0.0, 0.0, 0.1666667), 6
(21028.0, 0.006263, 0.125261, 61020.0, 39.0, 0.4102564, 0.6666667, 5.250853, 0.0, 0.0, 0.0), 8
(10271.0, 0.0441767, 0.0803213, 48372.0, 11.0, 1.0, 0.7272727, 5.249624, 0.0, 0.0, 0.0), 9
(13584.0, 0.0, 0.1956522, 67083.0, 230.0, 0.9782609, 0.2, 5.249528, 0.0, 0.0, 0.0333333), 6
(21293.0, 0.1562724, 0.1935484, 36625.0, 183.0, 0.0054645, 0.9836066, 5.247573, 0.0, 0.0, 0.0), 3
(10102.0, 0.0034892, 0.1884159, 49729.0, 69.0, 0.7391304, 0.5942029, 5.242105, 0.0, 0.0, 0.0), 9
(19076.0, 0.0, 0.2212389, 47614.0, 62.0, 1.0, 0.516129, 5.241486, 0.0, 0.0, 0.0), 3
(11031.0, 0.1107447, 0.143718, 48646.0, 346.0, 0.3612717, 0.6965318, 5.235882, 0.0, 0.0, 0.0), 9
(11168.0, 0.0027523, 0.1694627, 57393.0, 271.0, 0.9741697, 0.2324723, 5.231164, 0.0, 0.0, 0.0258303), 4
(19010.0, 0.11423, 0.1247563, 67625.0, 10.0, 0.8, 0.6, 5.231026, 0.0, 0.0, 0.0), 6
(12018.0, 0.0, 0.0909091, 56250.0, 43.0, 0.6744186, 0.3488372, 5.226833, 0.0, 0.0, 0.0), 4
(17091.0, 0.0, 0.1318681, 56250.0, 91.0, 0.6153846, 0.3516484, 5.226833, 0.0, 0.0, 0.0), 4
(11618.0, 0.0, 0.1631206, 54688.0, 84.0, 1.0, 0.1785714, 5.226827, 0.0, 0.0, 0.0), 4
(12144.0, 0.0, 0.2179487, 54524.0, 83.0, 0.9759036, 0.3493976, 5.224852, 0.0, 0.0, 0.0), 4
(18042.0, 0.0167292, 0.0879723, 48063.0, 402.0, 0.7164179, 0.3930348, 5.218632, 0.0, 0.0, 0.0), 9
(11844.0, 0.0, 0.1964286, 40000.0, 189.0, 0.989418, 0.6190476, 5.215667, 0.0, 0.0, 0.010582), 7
(19265.0, 0.0, 0.1214188, 45625.0, 236.0, 0.9957627, 0.190678, 5.208652, 0.0, 0.0, 0.0), 3
(14827.0, 0.0, 0.1559669, 48812.0, 7.0, 1.0, 0.5714286, 5.201008, 0.0, 0.0, 0.0), 9
(9677.0, 0.0019493, 0.1150097, 59022.0, 152.0, 1.0, 0.125, 5.200414, 0.0, 0.0, 0.0), 4
(18335.0, 0.0, 0.1128205, 42344.0, 11.0, 1.0, 0.0, 5.2, 0.0, 0.0, 0.0), 3
(11714.0, 0.0, 0.0833333, 28750.0, 12.0, 1.0, 0.25, 5.2, 0.0, 0.0, 0.0), 11
(8018.0, 0.0, 0.0914634, 44636.0, 45.0, 0.9555556, 0.3111111, 5.182829, 0.0, 0.0, 0.0), 9
(9788.0, 0.0, 0.1319797, 44636.0, 159.0, 0.9496855, 0.1572327, 5.182829, 0.0, 0.0, 0.0), 9
(22167.0, 0.0, 0.1666667, 62083.0, 12.0, 1.0, 0.0, 5.178571, 0.0, 0.0, 0.0), 8
(12788.0, 0.0578947, 0.1789474, 43802.0, 94.0, 0.7872341, 0.3723404, 5.177714, 0.0, 0.0, 0.0), 9
(15114.0, 0.0, 0.1736334, 46723.0, 15.0, 1.0, 0.3333333, 5.175399, 0.0, 0.0, 0.0), 9
(15114.0, 0.0, 0.1736334, 46723.0, 19.0, 1.0, 0.3157895, 5.175399, 0.0, 0.0, 0.0), 9
(14077.0, 0.0, 0.2184278, 44792.0, 9.0, 0.6666667, 0.6666667, 5.171346, 0.0, 0.0, 0.0), 9
(11066.0, 0.0, 0.1050725, 70417.0, 169.0, 0.9704142, 0.2189349, 5.169184, 0.0, 0.0, 0.0), 6
(19969.0, 0.0036331, 0.2061762, 41721.0, 15.0, 0.9333333, 0.6666667, 5.1617, 0.0, 0.0, 0.0), 3
(15172.0, 0.0, 0.2112069, 47500.0, 110.0, 1.0, 0.3272727, 5.161387, 0.0, 0.0, 0.0), 9
(38149.0, 0.0, 0.1728395, 57243.0, 14.0, 0.8571429, 0.7142857, 5.160395, 0.0, 0.0, 0.0), 8
(16377.0, 0.035603, 0.0890076, 57243.0, 77.0, 0.7402598, 0.0, 5.160395, 0.0, 0.0, 0.038961), 4
(9208.0, 0.0, 0.0939968, 67391.0, 359.0, 0.994429, 0.1699164, 5.152873, 0.0, 0.0, 0.0027855), 6
(8675.0, 0.0004093, 0.1477691, 36818.0, 9.0, 1.0, 0.0, 5.146018, 0.0, 0.0, 0.0), 7
(21202.0, 0.0086207, 0.2068966, 51250.0, 15.0, 0.8666667, 0.2666667, 5.13986, 0.0, 0.0, 0.0), 8
(29586.0, 0.0, 0.2424242, 32098.0, 33.0, 0.8787879, 0.7272727, 5.137795, 0.0, 0.0, 0.030303), 10
(11406.0, 0.0942928, 0.1736973, 53469.0, 130.0, 0.9307692, 0.2846154, 5.128298, 0.0, 0.0, 0.0), 4
(11873.0, 0.0388602, 0.1033698, 61833.0, 1824.0, 0.6666667, 0.3881579, 5.127421, 0.0, 0.0, 0.0), 6
(11339.0, 0.0469667, 0.1733296, 43979.0, 182.0, 0.9505494, 0.4175824, 5.11974, 0.0, 0.0, 0.0), 9
(6231.0, 0.2916667, 0.0833333, 42625.0, 24.0, 1.0, 0.0, 5.119681, 0.0, 0.0, 0.0), 7
(20710.0, 0.0, 0.1685083, 51667.0, 31.0, 1.0, 0.3548387, 5.119298, 0.0, 0.0, 0.0), 8
(12572.0, 0.0010466, 0.159079, 41946.0, 74.0, 0.972973, 0.1891892, 5.118042, 0.0, 0.0, 0.0135135), 7
(9852.0, 0.0030675, 0.1906223, 56563.0, 194.0, 0.9123712, 0.3917526, 5.113207, 0.0, 0.0, 0.0), 4
(9216.0, 0.0, 0.1440678, 44844.0, 149.0, 0.9932886, 0.3154362, 5.11304, 0.0, 0.0, 0.0), 9
(9595.0, 0.0, 0.1710809, 53750.0, 210.0, 1.0, 0.4238095, 5.108738, 0.0, 0.0, 0.0), 4
(14688.0, 0.2930542, 0.1392325, 54722.0, 774.0, 0.3100775, 0.7428941, 5.106754, 0.0, 0.0, 0.0), 4
(9971.0, 0.0009183, 0.1258035, 50972.0, 20.0, 0.85, 0.3, 5.105454, 0.0, 0.0, 0.1), 4
(18396.0, 0.0, 0.1520343, 61354.0, 144.0, 1.0, 0.4513889, 5.099233, 0.0, 0.0, 0.0), 6
(18396.0, 0.0, 0.1520343, 61354.0, 177.0, 1.0, 0.3446328, 5.099233, 0.0, 0.0, 0.0), 6
(18396.0, 0.0, 0.1520343, 61354.0, 294.0, 1.0, 0.3911565, 5.099233, 0.0, 0.0, 0.0), 6
(18396.0, 0.0, 0.1520343, 61354.0, 319.0, 1.0, 0.4169279, 5.099233, 0.0, 0.0, 0.0), 6
(11225.0, 0.0, 0.1402691, 43365.0, 129.0, 0.875969, 0.4728682, 5.098958, 0.0, 0.0, 0.0310078), 9
(9476.0, 0.0, 0.1398601, 79000.0, 142.0, 0.9929578, 0.0211268, 5.098022, 0.0, 0.0, 0.0), 2
(11138.0, 0.0365854, 0.1981707, 43125.0, 68.0, 1.0, 0.2794118, 5.095519, 0.0, 0.0, 0.0), 9
(12278.0, 0.0, 0.178744, 38487.0, 40.0, 0.875, 0.55, 5.093407, 0.0, 0.0, 0.0), 7
(12278.0, 0.0, 0.178744, 38487.0, 67.0, 0.9253731, 0.522388, 5.093407, 0.0, 0.0, 0.0), 7
(16833.0, 0.0, 0.375, 49500.0, 8.0, 1.0, 0.0, 5.086957, 0.0, 0.0, 0.0), 9
(12625.0, 0.0, 0.2380952, 51927.0, 21.0, 1.0, 0.0, 5.081121, 0.0, 0.0, 0.0), 4
(8910.0, 0.0, 0.0906063, 38269.0, 54.0, 0.9814815, 0.8518519, 5.080376, 0.0, 0.0, 0.0), 7
(12038.0, 0.0, 0.1357341, 75691.0, 82.0, 0.9512195, 0.2073171, 5.074124, 0.0, 0.0, 0.0), 6
(12959.0, 0.047619, 0.1038961, 54479.0, 88.0, 0.9886364, 0.3409091, 5.073825, 0.0, 0.0, 0.0), 4
